818	358	961	4:2:1:	3:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,6,6]C[3x6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6,6]O)2	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,6,6]C[3x6]H)(O[5]C[5])(O){1|C<3>,1|O<1>,2|C<4>,2|H<1>}	O[5](C[5]C[5,6,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,6,6]O[5])	120.0713	0.307	10	120.1617	0.422	23     120.1445       0.421      24      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,6,6]C[3x6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6,6]O)2	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,6,6]C[3x6]H)(O[5]C[5])(O){1|C<4>,1|H<1>,1|O<1>,1|P<2>,2|C<3>}	O[5](C[5]C[5,6,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,6,6]O[5])	119.6540	0.000	1	120.1617	0.422	23     120.1445       0.421      24      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,6,6]C[3x6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6,6]O)2	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,6,6]C[3x6]H)(O[5]C[5])(O){1|C<4>,1|O<1>,2|C<3>,2|H<1>}	O[5](C[5]C[5,6,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,6,6]O[5])	120.3869	0.439	7	120.1617	0.422	23     120.1445       0.421      24      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,6,6]C[3x6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6,6]O)2	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,6,6]C[3x6]H)(O[5]C[5])(O){1|H<1>,1|O<1>,2|C<3>,2|C<4>}	O[5](C[5]C[5,6,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,6,6]O[5])	119.9090	0.000	2	120.1617	0.422	23     120.1445       0.421      24      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,6,6]C[4x6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6,6]O)2	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,6,6]C[4x6]H)(O[5]C[5])(O){1|C<3>,1|H<1>,1|O<1>,3|C<4>}	O[5](C[5]C[5,6,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,6,6]O[5])	119.7500	0.000	1	119.7500	0.000	1     120.1445       0.421      24      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6,6]C[6]C)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6,6]C[6])(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6,6]C[6]C)(O[5]C[5,6])(O){1|C<3>,2|C<4>,2|H<1>}	O[5](C[5,6]C[5,6,6]C[6])(C[5]C[5,6]O){1|C<3>,1|O<1>,3|C<4>}	O(C[5]C[5,6]O[5])	120.5560	0.000	1	120.5560	0.000	1     120.5560       0.000      1      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6a]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6a]C[6]2)(O[5]C[5,6a])(O)	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6a]C[6]2)(O[5]C[5,6a])(O){1|C<4>,2|H<1>,5|C<3>}	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5,6]O){1|H<1>,2|C<3>,2|C<4>}	O(C[5]C[5,6]O[5])	120.4795	0.444	4	120.4057	0.655	6     120.4057       0.655      6      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6a]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6a]C[6]2)(O[5]C[5,6a])(O)	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6a]C[6]2)(O[5]C[5,6a])(O){2|C<4>,2|H<1>,4|C<3>}	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5,6]O){1|H<1>,2|C<3>,2|C<4>}	O(C[5]C[5,6]O[5])	120.2580	1.219	2	120.4057	0.655	6     120.4057       0.655      6      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]2C)(O[5]C[5])(O)	O[5](C[5]C[5,6]O)2	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]2C)(O[5]C[5])(O){1|C<3>,1|O<1>,2|C<4>,2|H<1>}	O[5](C[5]C[5,6]O)2{1|H<1>,3|C<4>}	O(C[5]C[5,6]O[5])	121.9710	0.000	1	121.9710	0.000	1     120.0298       0.628      43      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]2H)(O[5]C[5])(O)	O[5](C[5]C[5,6]O)2	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]2H)(O[5]C[5])(O){1|C<3>,1|H<1>,1|O<1>,3|C<4>}	O[5](C[5]C[5,6]O)2{1|H<1>,3|C<4>}	O(C[5]C[5,6]O[5])	121.6580	0.000	1	120.4410	1.064	3     120.0298       0.628      43      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]2H)(O[5]C[5])(O)	O[5](C[5]C[5,6]O)2	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]2H)(O[5]C[5])(O){1|C<3>,1|O<1>,2|C<4>,2|H<1>}	O[5](C[5]C[5,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	119.8325	0.209	2	120.4410	1.064	3     120.0298       0.628      43      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6,6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]O)2	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6,6]H)(O[5]C[5])(O){1|C<3>,1|O<1>,2|C<4>,2|H<1>}	O[5](C[5]C[5,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	118.9730	0.139	2	118.9730	0.139	2     120.0298       0.628      43      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]C)(O[5]C[5])(O)	O[5](C[5]C[5,6]O)2	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]C)(O[5]C[5])(O){1|C<4>,1|O<1>,2|C<3>,2|H<1>}	O[5](C[5]C[5,6]O)2{1|H<1>,3|C<4>}	O(C[5]C[5,6]O[5])	120.6670	0.000	1	120.6670	0.000	1     120.0298       0.628      43      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]O)2	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O){1|C<3>,1|C<4>,1|O<1>,1|O<2>,2|H<1>}	O[5](C[5]C[5,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	120.3530	0.197	2	119.9564	0.448	32     120.0298       0.628      43      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]O)2	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O){1|C<3>,1|C<4>,1|O<1>,3|H<1>}	O[5](C[5]C[5,6]O)2{1|C<3>,1|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	120.5530	0.000	1	119.9564	0.448	32     120.0298       0.628      43      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]O)2	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O){1|C<3>,1|C<4>,1|O<1>,3|H<1>}	O[5](C[5]C[5,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	119.8037	0.349	12	119.9564	0.448	32     120.0298       0.628      43      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]O)2	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O){1|C<3>,1|O<1>,2|C<4>,2|H<1>}	O[5](C[5]C[5,6]O)2{1|H<1>,3|C<4>}	O(C[5]C[5,6]O[5])	120.8860	0.000	1	119.9564	0.448	32     120.0298       0.628      43      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]O)2	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O){1|C<3>,1|O<1>,2|C<4>,2|H<1>}	O[5](C[5]C[5,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	119.6393	0.361	4	119.9564	0.448	32     120.0298       0.628      43      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]O)2	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O){1|C<4>,1|O<1>,2|C<3>,2|H<1>}	O[5](C[5]C[5,6]O)2{1|C<3>,1|H<1>,2|C<4>}	O(C[5]C[5,6]O[5])	119.9740	0.000	1	119.9564	0.448	32     120.0298       0.628      43      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]O)2	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O){1|C<4>,1|O<1>,2|C<3>,2|H<1>}	O[5](C[5]C[5,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	119.8047	0.267	3	119.9564	0.448	32     120.0298       0.628      43      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]O)2	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O){1|O<1>,2|C<4>,3|H<1>}	O[5](C[5]C[5,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	120.1089	0.512	8	119.9564	0.448	32     120.0298       0.628      43      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6a]C[6])(O[5]C[5])(O)	O[5](C[5]C[5,6]O)2	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6a]C[6])(O[5]C[5])(O){1|C<4>,1|O<1>,2|H<1>,4|C<3>}	O[5](C[5]C[5,6]O)2{1|C<3>,1|H<1>,2|C<4>}	O(C[5]C[5,6]O[5])	119.4580	0.000	1	119.4580	0.000	1     120.0298       0.628      43      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[6,6]C[5]C[6])(O[5]C[5])(O)	O[5](C[5]C[5a]C[5])(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[6,6]C[5]C[6])(O[5]C[5])(O){2|C<3>,3|C<4>,3|H<1>}	O[5](C[5]C[5a]C[5])(C[5]C[5,6]O){1|H<1>,2|C<3>,2|C<4>}	O(C[5]C[5,6]O[5])	120.3680	0.000	1	120.3680	0.000	1     120.0298       0.628      43      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[6,6a]C[5,6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]O)2	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[6,6a]C[5,6]H)(O[5]C[5])(O){1|C<4>,1|H<1>,1|O<1>,2|C<3>}	O[5](C[5]C[5,6]O)2{1|C<3>,1|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	120.2000	0.000	1	120.2000	0.000	1     120.0298       0.628      43      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6]C[6]2N[5])(O[5]C[5])(O)	O[5](C[5]C[6a]N[5])(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[6]2N[5])(O[5]C[5])(O){1|C<4>,3|C<3>,3|H<1>}	O[5](C[5]C[6a]N[5])(C[5]C[5,6]O){2|C<3>,2|C<4>}	O(C[5]C[5,6]O[5])	120.7450	0.000	1	120.7450	0.000	1     120.0298       0.628      43      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5,6]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5,5,6]CH)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,5,6]C[6])(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5,5,6]CH)(O[5]C[5,6])(O){1|C<3>,2|C<4>}	O[5](C[5,6]C[5,5,6]C[6])(C[5]C[5]O){1|H<1>,5|C<4>}	O(C[5]C[5]O[5])	120.3700	0.270	2	120.3700	0.270	2     120.3700       0.270      2      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5,6a]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5,6a]CC)(O[5]C[5,6a])(O)	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5,6a]CC)(O[5]C[5,6a])(O){2|C<3>}	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O){1|C<4>,1|O<2>,3|C<3>}	O(C[5]C[5]O[5])	120.9040	0.000	1	121.0414	0.621	8     120.7727       0.722      27      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5,6a]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5,6a]CC)(O[5]C[5,6a])(O)	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5,6a]CC)(O[5]C[5,6a])(O){2|C<3>}	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O){1|H<1>,2|C<3>,2|C<4>}	O(C[5]C[5]O[5])	121.0610	0.669	7	121.0414	0.621	8     120.7727       0.722      27      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5,6a]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5,6a]CH)(O[5]C[5,6a])(O)	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5,6a]CH)(O[5]C[5,6a])(O){2|C<3>}	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O){1|C<4>,2|C<3>,2|H<1>}	O(C[5]C[5]O[5])	120.3170	0.000	1	120.3170	0.000	1     120.7727       0.722      27      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5,6a]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5,6a]CN)(O[5]C[5,6a])(O)	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5,6a]CN)(O[5]C[5,6a])(O){2|C<3>}	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O){1|C<4>,1|H<1>,1|N<3>,2|C<3>}	O(C[5]C[5]O[5])	121.5497	0.268	6	121.5497	0.268	6     120.7727       0.722      27      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5,6a]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5,6a]C[6a]2)(O[5]C[5,6a])(O)	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5,6a]C[6a]2)(O[5]C[5,6a])(O){6|C<3>}	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O){1|H<1>,4|C<3>}	O(C[5]C[5]O[5])	119.9750	0.000	1	119.9750	0.000	1     120.7727       0.722      27      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5,6a]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5,6a]C[6a]C)(O[5]C[5,6a])(O)	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5,6a]C[6a]C)(O[5]C[5,6a])(O){4|C<3>}	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O){1|C<4>,1|H<1>,3|C<3>}	O(C[5]C[5]O[5])	120.6180	0.334	3	120.6180	0.334	3     120.7727       0.722      27      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5,6a]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5,6a]C[6a]C[5])(O[5]C[5,6a])(O)	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5,6a]C[6a]C[5])(O[5]C[5,6a])(O){1|C<4>,1|H<1>,5|C<3>}	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O){1|C<4>,1|H<1>,3|C<3>}	O(C[5]C[5]O[5])	121.1830	0.000	1	121.1830	0.000	1     120.7727       0.722      27      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5,6a]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5,6a]C[6a]H)(O[5]C[5,6a])(O)	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5,6a]C[6a]H)(O[5]C[5,6a])(O){4|C<3>}	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O){2|H<1>,3|C<3>}	O(C[5]C[5]O[5])	120.2820	0.000	1	120.2820	0.000	1     120.7727       0.722      27      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5,6a]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5,6a]HH)(O[5]C[5,6a])(O)	O[5](C[5,6a]C[5,6a]2)(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5,6a]HH)(O[5]C[5,6a])(O){2|C<3>}	O[5](C[5,6a]C[5,6a]2)(C[5]C[5]O){1|C<4>,2|C<3>,2|H<1>}	O(C[5]C[5]O[5])	119.9352	0.373	5	119.9352	0.373	5     120.7727       0.722      27      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5,6a]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5,6a]HH)(O[5]C[5,6a])(O)	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5,6a]HH)(O[5]C[5,6a])(O){2|C<3>}	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O){2|C<3>,3|H<1>}	O(C[5]C[5]O[5])	119.9460	0.000	1	119.9460	0.000	1     120.7727       0.722      27      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5,5]C[6a]C)(O[5]C[5])(O)	O[5](C[5]C[5,5]C)(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5,5]C[6a]C)(O[5]C[5])(O){1|N<3>,1|S<2>,3|C<3>}	O[5](C[5]C[5,5]C)(C[5]C[5]O){1|C<3>,1|C<4>,1|N<3>,1|S<2>}	O(C[5]C[5]O[5])	120.4680	0.000	1	120.4680	0.000	1     121.1754       1.047      53      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5]CC)(O[5]C[5])(O)	O[5](C[5]C[5]C)(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5]CC)(O[5]C[5])(O){1|C<3>,2|H<1>}	O[5](C[5]C[5]C)(C[5]C[5]O){1|C<3>,1|C<4>,2|H<1>}	O(C[5]C[5]O[5])	121.8370	0.000	1	121.6355	0.285	2     121.1754       1.047      53      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5]CC)(O[5]C[5])(O)	O[5](C[5]C[5]C)(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5]CC)(O[5]C[5])(O){1|C<4>,1|H<1>}	O[5](C[5]C[5]C)(C[5]C[5]O){1|H<1>,2|C<4>}	O(C[5]C[5]O[5])	121.4340	0.000	1	121.6355	0.285	2     121.1754       1.047      53      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5]CC)(O[5]C[5])(O)	O[5](C[5]C[6a]C[5])(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5]CC)(O[5]C[5])(O){1|C<3>,1|H<1>}	O[5](C[5]C[6a]C[5])(C[5]C[5]O){1|C<4>,1|H<1>,3|C<3>}	O(C[5]C[5]O[5])	120.4940	0.136	2	120.4940	0.136	2     121.1754       1.047      53      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5]CH)(O[5]C[5])(O)	O[5](C[5]C[5]O)2	O(C[5]C[5]O[5])	C[5](C[5]C[5]CH)(O[5]C[5])(O){1|C<3>,1|O<1>}	O[5](C[5]C[5]O)2{1|H<1>,2|C<3>}	O(C[5]C[5]O[5])	119.3840	0.000	1	120.6140	1.739	2     121.1754       1.047      53      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5]CH)(O[5]C[5])(O)	O[5](C[5]C[5]O)2	O(C[5]C[5]O[5])	C[5](C[5]C[5]CH)(O[5]C[5])(O){1|Co<8>,1|H<1>,1|O<1>}	O[5](C[5]C[5]O)2{1|Co<8>,1|C<4>,2|H<1>}	O(C[5]C[5]O[5])	121.8440	0.000	1	120.6140	1.739	2     121.1754       1.047      53      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5]O)2	O(C[5]C[5]O[5])	C[5](C[5]C[5]C[6]H)(O[5]C[5])(O){1|C<3>,1|C<4>,1|O<1>,3|H<1>}	O[5](C[5]C[5]O)2{1|C<4>,3|H<1>}	O(C[5]C[5]O[5])	120.1690	0.000	1	120.1690	0.000	1     121.1754       1.047      53      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5]HH)(O[5]C[5])(O)	O[5](C[5]C[5]C)(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5]HH)(O[5]C[5])(O){1|C<3>,1|H<1>,1|N<4>}	O[5](C[5]C[5]C)(C[5]C[5]O){1|N<4>,3|H<1>}	O(C[5]C[5]O[5])	119.3630	0.000	1	120.1690	1.140	2     121.1754       1.047      53      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5]HH)(O[5]C[5])(O)	O[5](C[5]C[5]C)(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5]HH)(O[5]C[5])(O){1|C<3>,2|C<4>}	O[5](C[5]C[5]C)(C[5]C[5]O){2|C<4>,2|H<1>}	O(C[5]C[5]O[5])	120.9750	0.000	1	120.1690	1.140	2     121.1754       1.047      53      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5]C[5]HH)(O[5]C[5])(O)	O[5](C[5]C[5]N)(C[5]C[5]O)	O(C[5]C[5]O[5])	C[5](C[5]C[5]HH)(O[5]C[5])(O){1|C<3>,1|N<3>}	O[5](C[5]C[5]N)(C[5]C[5]O){1|C<3>,2|H<1>}	O(C[5]C[5]O[5])	119.1480	0.000	1	119.1480	0.000	1     121.1754       1.047      53      120.5082     0.911     218
