818	358	961	3:2:1:	4:3:	3:	N[5]-3:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](N[5]C[6,6]C[5])(O[5]C[5])(O)	O[5](C[5]C[5]HH)(C[5]N[5]O)	O(C[5]N[5]O[5])	C[5](N[5]C[6,6]C[5])(O[5]C[5])(O){1|C<3>,2|C<4>,3|H<1>}	O[5](C[5]C[5]HH)(C[5]N[5]O){1|C<3>,1|C<4>,1|H<1>}	O(C[5]N[5]O[5])	121.6207	0.505	3	121.6040	0.414	4     122.2645       0.898      336      121.6559     1.137     831
818	358	961	3:2:1:	4:3:	3:	N[5]-3:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](N[5]C[6a]C[5])(O[5]C[5])(O)	O[5](C[5]C[5]CC)(C[5]N[5]O)	O(C[5]N[5]O[5])	C[5](N[5]C[6a]C[5])(O[5]C[5])(O){1|C<4>,1|O<1>,3|C<3>}	O[5](C[5]C[5]CC)(C[5]N[5]O){1|C<3>,1|O<1>}	O(C[5]N[5]O[5])	124.4440	0.000	1	123.4087	1.059	3     122.2645       0.898      336      121.6559     1.137     831
818	358	961	3:2:1:	4:3:	3:	N[5]-3:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](N[5]C[6a]C[5])(O[5]C[5])(O)	O[5](C[5]C[5]CC)(C[5]N[5]O)	O(C[5]N[5]O[5])	C[5](N[5]C[6a]C[5])(O[5]C[5])(O){2|C<4>,3|C<3>}	O[5](C[5]C[5]CC)(C[5]N[5]O){2|C<3>}	O(C[5]N[5]O[5])	122.8910	0.796	2	123.4087	1.059	3     122.2645       0.898      336      121.6559     1.137     831
818	358	961	3:2:1:	4:3:	3:	N[5]-3:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](N[5]C[6a]C[5])(O[5]C[5])(O)	O[5](C[5]C[5]CH)(C[5]N[5]O)	O(C[5]N[5]O[5])	C[5](N[5]C[6a]C[5])(O[5]C[5])(O){1|C<4>,1|H<1>,1|O<1>,2|C<3>}	O[5](C[5]C[5]CH)(C[5]N[5]O){1|C<3>,1|O<1>}	O(C[5]N[5]O[5])	123.8080	0.000	1	121.9386	1.097	5     122.2645       0.898      336      121.6559     1.137     831
818	358	961	3:2:1:	4:3:	3:	N[5]-3:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](N[5]C[6a]C[5])(O[5]C[5])(O)	O[5](C[5]C[5]CH)(C[5]N[5]O)	O(C[5]N[5]O[5])	C[5](N[5]C[6a]C[5])(O[5]C[5])(O){1|C<4>,2|C<3>,3|H<1>}	O[5](C[5]C[5]CH)(C[5]N[5]O){1|C<3>,2|H<1>}	O(C[5]N[5]O[5])	121.4712	0.385	4	121.9386	1.097	5     122.2645       0.898      336      121.6559     1.137     831
818	358	961	3:2:1:	4:3:	3:	N[5]-3:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](N[5]C[6a]C[5])(O[5]C[5])(O)	O[5](C[5]C[5]C[6]H)(C[5]N[5]O)	O(C[5]N[5]O[5])	C[5](N[5]C[6a]C[5])(O[5]C[5])(O){1|C<4>,1|H<1>,3|C<3>}	O[5](C[5]C[5]C[6]H)(C[5]N[5]O){1|C<4>,1|H<1>,3|C<3>}	O(C[5]N[5]O[5])	123.8190	0.000	1	123.8190	0.000	1     122.2645       0.898      336      121.6559     1.137     831
818	358	961	3:2:1:	4:3:	3:	N[5]-3:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](N[5]C[6a]C[5])(O[5]C[5])(O)	O[5](C[5]C[5]HH)(C[5]N[5]O)	O(C[5]N[5]O[5])	C[5](N[5]C[6a]C[5])(O[5]C[5])(O){1|C<4>,2|C<3>,3|H<1>}	O[5](C[5]C[5]HH)(C[5]N[5]O){1|C<3>,1|C<4>,1|H<1>}	O(C[5]N[5]O[5])	122.2600	0.181	2	122.0620	0.875	4     122.2645       0.898      336      121.6559     1.137     831
818	358	961	3:2:1:	4:3:	3:	N[5]-3:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](N[5]C[6a]C[5])(O[5]C[5])(O)	O[5](C[5]C[5]HH)(C[5]N[5]O)	O(C[5]N[5]O[5])	C[5](N[5]C[6a]C[5])(O[5]C[5])(O){2|C<3>,4|H<1>}	O[5](C[5]C[5]HH)(C[5]N[5]O){1|C<3>,2|H<1>}	O(C[5]N[5]O[5])	121.8640	1.451	2	122.0620	0.875	4     122.2645       0.898      336      121.6559     1.137     831
818	358	961	3:2:1:	5:3:	3:	C[5,6a]-3:O[5]-2:O-1:	P[5,5]-5:C[5]-3:	C[5]-3:	C[5](C[5,6a]C[5,6a]C[6a])(O[5]P[5,5])(O)	O[5](P[5,5]C[5,6a]2C[6a]O[5])(C[5]C[5,6a]O)	O(C[5]C[5,6a]O[5])	C[5](C[5,6a]C[5,6a]C[6a])(O[5]P[5,5])(O){1|H<1>,1|O<2>,4|C<3>}	O[5](P[5,5]C[5,6a]2C[6a]O[5])(C[5]C[5,6a]O){7|C<3>}	O(C[5]C[5,6a]O[5])	122.6410	0.000	1	122.6410	0.000	1     122.6410       0.000      1      122.6410     0.000     1
818	358	961	4:2:1:	3:2:	3:	C[3,5]-4:O[5]-2:O-1:	C[5]-3:O[5]-2:	C[5]-3:	C[5](C[3,5]C[3]2C[5])(O[5]O[5])(O)	O[5](C[5]C[3,5]O)(O[5]C[5])	O(C[5]C[3,5]O[5])	C[5](C[3,5]C[3]2C[5])(O[5]O[5])(O){1|O<1>,4|H<1>}	O[5](C[5]C[3,5]O)(O[5]C[5]){1|O<1>,2|C<4>}	O(C[5]C[3,5]O[5])	118.4110	0.000	1	118.4110	0.000	1     118.4110       0.000      1      119.9627     2.250     9
818	358	961	4:2:1:	3:2:	3:	C[4,5]-4:O[5]-2:O-1:	C[5]-3:O[5]-2:	C[5]-3:	C[5](C[4,5]C[4]2C[5])(O[5]O[5])(O)	O[5](C[5]C[4,5]O)(O[5]C[5])	O(C[5]C[4,5]O[5])	C[5](C[4,5]C[4]2C[5])(O[5]O[5])(O){1|C<4>,1|O<1>,4|H<1>}	O[5](C[5]C[4,5]O)(O[5]C[5]){1|O<1>,2|C<4>}	O(C[5]C[4,5]O[5])	118.1020	0.091	2	118.1020	0.091	2     118.1020       0.091      2      119.9627     2.250     9
818	358	961	4:2:1:	3:2:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-3:N[5]-2:	C[5]-3:	C[5](C[5,5]C[5]2N[5])(O[5]N[5])(O)	O[5](C[5]C[5,5]O)(N[5]C[5])	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5]2N[5])(O[5]N[5])(O){1|H<1>,1|N<2>,4|C<3>}	O[5](C[5]C[5,5]O)(N[5]C[5]){1|C<3>,1|C<4>,1|N<3>}	O(C[5]C[5,5]O[5])	122.4030	0.379	2	122.4030	0.379	2     122.2347       0.396      3      119.9627     2.250     9
818	358	961	4:2:1:	3:2:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-3:N[5]-2:	C[5]-3:	C[5](C[5,5]C[5]3)(O[5]N[5])(O)	O[5](C[5]C[5,5]O)(N[5]C[5])	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5]3)(O[5]N[5])(O){1|H<1>,1|N<2>,4|C<3>}	O[5](C[5]C[5,5]O)(N[5]C[5]){1|C<4>,2|C<3>}	O(C[5]C[5,5]O[5])	121.8980	0.000	1	121.8980	0.000	1     122.2347       0.396      3      119.9627     2.250     9
818	358	961	4:2:1:	3:2:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-3:O[5]-2:	C[5]-3:	C[5](C[5,5]C[5]3)(O[5]O[5])(O)	O[5](C[5]C[5,5]O)(O[5]C[5])	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5]3)(O[5]O[5])(O){1|O<1>,2|C<4>,4|H<1>}	O[5](C[5]C[5,5]O)(O[5]C[5]){1|O<1>,2|C<4>}	O(C[5]C[5,5]O[5])	117.9130	0.641	2	117.9130	0.641	2     117.9130       0.641      2      119.9627     2.250     9
818	358	961	4:2:1:	3:2:	3:	C[5]-4:O[5]-2:O-1:	C[5]-3:N[5]-2:	C[5]-3:	C[5](C[5]C[5]CF)(O[5]N[5])(O)	O[5](C[5]C[5]O)(N[5]C[5])	O(C[5]C[5]O[5])	C[5](C[5]C[5]CF)(O[5]N[5])(O){1|C<3>}	O[5](C[5]C[5]O)(N[5]C[5]){1|C<3>,1|C<4>,1|F<1>}	O(C[5]C[5]O[5])	122.5190	0.000	1	122.5190	0.000	1     122.5190       0.000      1      119.9627     2.250     9
818	358	961	4:2:1:	3:3:	3:	C[3,5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[3,5]C[3]2C[5])(O[5]C[5])(O)	O[5](C[5]C[6a]C[5])(C[5]C[3,5]O)	O(C[5]C[3,5]O[5])	C[5](C[3,5]C[3]2C[5])(O[5]C[5])(O){2|C<3>,4|H<1>}	O[5](C[5]C[6a]C[5])(C[5]C[3,5]O){2|C<4>,3|C<3>}	O(C[5]C[3,5]O[5])	120.8000	0.000	1	120.8000	0.000	1     120.8000       0.000      1      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[3x5,6,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[3x5,6,6]C[3x5,6,6]C[5,5,6]2)(O[5]C[5])(O)	O[5](C[5]C[3x5,6,6]O)2	O(C[5]C[3x5,6,6]O[5])	C[5](C[3x5,6,6]C[3x5,6,6]C[5,5,6]2)(O[5]C[5])(O){1|C<3>,1|O<1>,2|H<1>,5|C<4>}	O[5](C[5]C[3x5,6,6]O)2{4|C<4>}	O(C[5]C[3x5,6,6]O[5])	119.6505	0.111	2	119.6505	0.111	2     119.6505       0.111      2      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,4x6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,4x6]C[5,4x6]C[3x6]2)(O[5]C[5])(O)	O[5](C[5]C[5,4x6]O)2	O(C[5]C[5,4x6]O[5])	C[5](C[5,4x6]C[5,4x6]C[3x6]2)(O[5]C[5])(O){1|O<1>,2|C<4>,2|H<1>,4|C<3>}	O[5](C[5]C[5,4x6]O)2{4|C<4>}	O(C[5]C[5,4x6]O[5])	120.7721	0.361	7	120.7721	0.361	7     120.7721       0.361      7      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5,6]-4:O[5]-2:O-1:	C[5,6]-3:C[5]-3:	C[5]-3:	C[5](C[5,5,6]C[5,6,6]C[5,6]C[5])(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6,6]C[6])(C[5]C[5,5,6]O)	O(C[5]C[5,5,6]O[5])	C[5](C[5,5,6]C[5,6,6]C[5,6]C[5])(O[5]C[5,6])(O){1|O<1>,6|C<4>}	O[5](C[5,6]C[5,6,6]C[6])(C[5]C[5,5,6]O){2|C<3>,4|C<4>}	O(C[5]C[5,5,6]O[5])	120.8490	0.000	1	120.8490	0.000	1     120.8490       0.000      1      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5,6]C[3x5,6]C[5,5,6]H)(O[5]C[5])(O)	O[5](C[5]C[5,5,6]O)2	O(C[5]C[5,5,6]O[5])	C[5](C[5,5,6]C[3x5,6]C[5,5,6]H)(O[5]C[5])(O){1|H<1>,1|N<3>,1|O<1>,1|S<2>,2|C<4>}	O[5](C[5]C[5,5,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,5,6]O[5])	120.6950	0.000	1	120.6950	0.000	1     119.7482       0.497      32      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5,6]C[5,5,6]2H)(O[5]C[5])(O)	O[5](C[5]C[5,5,6]O)2	O(C[5]C[5,5,6]O[5])	C[5](C[5,5,6]C[5,5,6]2H)(O[5]C[5])(O){1|C<3>,1|C<4>,1|H<1>,1|O<1>,2|O<2>}	O[5](C[5]C[5,5,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,5,6]O[5])	119.1130	0.000	1	119.7177	0.474	31     119.7482       0.497      32      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5,6]C[5,5,6]2H)(O[5]C[5])(O)	O[5](C[5]C[5,5,6]O)2	O(C[5]C[5,5,6]O[5])	C[5](C[5,5,6]C[5,5,6]2H)(O[5]C[5])(O){1|C<3>,1|C<4>,1|O<1>,1|O<2>,2|H<1>}	O[5](C[5]C[5,5,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,5,6]O[5])	119.6090	0.684	7	119.7177	0.474	31     119.7482       0.497      32      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5,6]C[5,5,6]2H)(O[5]C[5])(O)	O[5](C[5]C[5,5,6]O)2	O(C[5]C[5,5,6]O[5])	C[5](C[5,5,6]C[5,5,6]2H)(O[5]C[5])(O){1|C<3>,1|O<1>,2|C<4>,2|H<1>}	O[5](C[5]C[5,5,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,5,6]O[5])	119.8188	0.292	6	119.7177	0.474	31     119.7482       0.497      32      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5,6]C[5,5,6]2H)(O[5]C[5])(O)	O[5](C[5]C[5,5,6]O)2	O(C[5]C[5,5,6]O[5])	C[5](C[5,5,6]C[5,5,6]2H)(O[5]C[5])(O){1|C<4>,1|H<1>,1|O<1>,1|S<2>,2|C<3>}	O[5](C[5]C[5,5,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,5,6]O[5])	120.3100	0.000	1	119.7177	0.474	31     119.7482       0.497      32      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5,6]C[5,5,6]2H)(O[5]C[5])(O)	O[5](C[5]C[5,5,6]O)2	O(C[5]C[5,5,6]O[5])	C[5](C[5,5,6]C[5,5,6]2H)(O[5]C[5])(O){1|H<1>,1|O<1>,2|C<3>,2|C<4>}	O[5](C[5]C[5,5,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,5,6]O[5])	119.5228	0.528	4	119.7177	0.474	31     119.7482       0.497      32      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5,6]C[5,5,6]2H)(O[5]C[5])(O)	O[5](C[5]C[5,5,6]O)2	O(C[5]C[5,5,6]O[5])	C[5](C[5,5,6]C[5,5,6]2H)(O[5]C[5])(O){1|O<1>,1|O<2>,2|C<4>,2|H<1>}	O[5](C[5]C[5,5,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,5,6]O[5])	120.0037	0.392	6	119.7177	0.474	31     119.7482       0.497      32      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5,6]C[5,5,6]2H)(O[5]C[5])(O)	O[5](C[5]C[5,5,6]O)2	O(C[5]C[5,5,6]O[5])	C[5](C[5,5,6]C[5,5,6]2H)(O[5]C[5])(O){1|O<1>,2|H<1>,3|C<4>}	O[5](C[5]C[5,5,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,5,6]O[5])	119.5893	0.243	6	119.7177	0.474	31     119.7482       0.497      32      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5,6a]-3:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,6a]2C[5])(O[5]C[5,6a])(O)	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,6a]2C[5])(O[5]C[5,6a])(O){1|H<1>,5|C<3>}	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5,5]O){1|H<1>,4|C<3>}	O(C[5]C[5,5]O[5])	120.8490	0.255	2	120.8490	0.255	2     121.1290       0.683      5      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5,6a]-3:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,6a]C[5]2)(O[5]C[5,6a])(O)	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,6a]C[5]2)(O[5]C[5,6a])(O){1|C<4>,1|H<1>,5|C<3>}	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5,5]O){1|C<4>,1|H<1>,3|C<3>}	O(C[5]C[5,5]O[5])	121.2800	0.000	1	120.8680	0.583	2     121.1290       0.683      5      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5,6a]-3:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,6a]C[5]2)(O[5]C[5,6a])(O)	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,6a]C[5]2)(O[5]C[5,6a])(O){3|H<1>,5|C<3>}	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5,5]O){1|H<1>,2|C<3>,2|C<4>}	O(C[5]C[5,5]O[5])	120.4560	0.000	1	120.8680	0.583	2     121.1290       0.683      5      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5,6a]-3:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,6a]C[5]O[5])(O[5]C[5,6a])(O)	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,6a]C[5]O[5])(O[5]C[5,6a])(O){1|C<4>,1|H<1>,4|C<3>}	O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5,5]O){1|O<2>,2|C<3>,2|C<4>}	O(C[5]C[5,5]O[5])	122.2110	0.000	1	122.2110	0.000	1     121.1290       0.683      5      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]2C)(O[5]C[5])(O)	O[5](C[5]C[5,5]O)2	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]2C)(O[5]C[5])(O){1|C<3>,1|H<1>,1|N<3>,1|O<1>,2|C<4>}	O[5](C[5]C[5,5]O)2{1|C<3>,1|N<3>,2|C<4>}	O(C[5]C[5,5]O[5])	119.7410	0.000	1	119.7410	0.000	1     121.0680       0.926      13      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]C[5,6]N[5])(O[5]C[5])(O)	O[5](C[5]C[6a]N[5])(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]C[5,6]N[5])(O[5]C[5])(O){1|N<3>,3|C<3>,3|C<4>}	O[5](C[5]C[6a]N[5])(C[5]C[5,5]O){2|C<3>,2|C<4>}	O(C[5]C[5,5]O[5])	120.5790	0.000	1	120.5790	0.000	1     121.0680       0.926      13      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]C[5]H)(O[5]C[5])(O)	O[5](C[5]C[5,5]O)2	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]C[5]H)(O[5]C[5])(O){1|C<3>,1|C<4>,1|O<1>,1|O<2>,2|H<1>}	O[5](C[5]C[5,5]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,5]O[5])	120.2210	0.000	1	120.2550	0.048	2     121.0680       0.926      13      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]C[5]H)(O[5]C[5])(O)	O[5](C[5]C[5,5]O)2	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]C[5]H)(O[5]C[5])(O){1|C<3>,1|H<1>,1|O<1>,1|O<2>,2|C<4>}	O[5](C[5]C[5,5]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,5]O[5])	120.2890	0.000	1	120.2550	0.048	2     121.0680       0.926      13      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]C[5]N[5])(O[5]C[5])(O)	O[5](C[5]C[6a]N[5])(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]C[5]N[5])(O[5]C[5])(O){1|C<4>,1|H<1>,1|N<3>,4|C<3>}	O[5](C[5]C[6a]N[5])(C[5]C[5,5]O){2|C<3>,2|C<4>}	O(C[5]C[5,5]O[5])	121.6150	0.079	2	121.6150	0.079	2     121.0680       0.926      13      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]N[5]C)(O[5]C[5])(O)	O[5](C[5]C[5,5]O)2	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]N[5]C)(O[5]C[5])(O){1|C<3>,1|O<1>,3|C<4>}	O[5](C[5]C[5,5]O)2{1|C<3>,1|N<3>,2|C<4>}	O(C[5]C[5,5]O[5])	119.9310	0.000	1	119.9310	0.000	1     121.0680       0.926      13      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]O[5]H)(O[5]C[5])(O)	O[5](C[5]C[5,5]O)2	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]O[5]H)(O[5]C[5])(O){1|C<4>,1|H<1>,1|O<1>,1|O<2>}	O[5](C[5]C[5,5]O)2{2|H<1>,2|O<2>}	O(C[5]C[5,5]O[5])	121.0075	0.122	2	121.0075	0.122	2     121.0680       0.926      13      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,6]C[5]2)(O[5]C[5])(O)	O[5](C[5]C[6a]C[5])(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,6]C[5]2)(O[5]C[5])(O){1|C<4>,2|H<1>,4|C<3>}	O[5](C[5]C[6a]C[5])(C[5]C[5,5]O){1|C<4>,4|C<3>}	O(C[5]C[5,5]O[5])	121.1840	0.000	1	121.1840	0.000	1     121.0680       0.926      13      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5]2N[5])(O[5]C[5])(O)	O[5](C[5]C[6a]C[5])(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5]2N[5])(O[5]C[5])(O){1|N<2>,2|H<1>,4|C<3>}	O[5](C[5]C[6a]C[5])(C[5]C[5,5]O){1|C<4>,1|H<1>,1|N<3>,2|C<3>}	O(C[5]C[5,5]O[5])	122.2930	0.000	1	122.2930	0.000	1     121.0680       0.926      13      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5]2N[5])(O[5]C[5])(O)	O[5](C[5]C[6a]N[5])(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5]2N[5])(O[5]C[5])(O){1|C<4>,1|H<1>,4|C<3>}	O[5](C[5]C[6a]N[5])(C[5]C[5,5]O){1|C<4>,3|C<3>}	O(C[5]C[5,5]O[5])	122.8970	0.000	1	122.2005	0.985	2     121.0680       0.926      13      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5]2N[5])(O[5]C[5])(O)	O[5](C[5]C[6a]N[5])(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5]2N[5])(O[5]C[5])(O){1|N<3>,2|C<3>,2|C<4>,2|H<1>}	O[5](C[5]C[6a]N[5])(C[5]C[5,5]O){2|C<3>,2|C<4>}	O(C[5]C[5,5]O[5])	121.5040	0.000	1	122.2005	0.985	2     121.0680       0.926      13      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,5]-4:O[5]-2:O-1:	N[5,5]-3:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]C[5]N[5])(O[5]N[5,5])(O)	O[5](N[5,5]C[5,5]C[5])(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]C[5]N[5])(O[5]N[5,5])(O){1|C<3>,3|H<1>,4|C<4>}	O[5](N[5,5]C[5,5]C[5])(C[5]C[5,5]O){1|N<3>,2|H<1>,4|C<4>}	O(C[5]C[5,5]O[5])	121.3150	0.000	1	121.3150	0.000	1     121.3150       0.000      1      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,6,6]C[3x6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6,6]O)2	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,6,6]C[3x6]H)(O[5]C[5])(O){1|C<3>,1|C<4>,1|N<3>,1|O<1>,2|H<1>}	O[5](C[5]C[5,6,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,6,6]O[5])	121.0740	0.000	1	120.1617	0.422	23     120.1445       0.421      24      120.5082     0.911     218
818	358	961	4:2:1:	3:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,6,6]C[3x6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6,6]O)2	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,6,6]C[3x6]H)(O[5]C[5])(O){1|C<3>,1|H<1>,1|O<1>,1|O<2>,2|C<4>}	O[5](C[5]C[5,6,6]O)2{2|C<4>,2|H<1>}	O(C[5]C[5,6,6]O[5])	119.8765	0.320	2	120.1617	0.422	23     120.1445       0.421      24      120.5082     0.911     218
