490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C[6a]-3:H-1:H-1:	C[4,5,5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[4,5,5]C[5]H)(C[6a]C[6a]2)(H)2	C[5](C[4,5,5]C[4,5,5]C[5]O[4])(C[5]C[5]HH)(CC[6a]HH)(H)	H(CC[6a]C[5]H)	C(C[5]C[4,5,5]C[5]H)(C[6a]C[6a]2)(H)2	C[5](C[4,5,5]C[4,5,5]C[5]O[4])(C[5]C[5]HH)(CC[6a]HH)(H){1|C<3>,3|C<4>,3|H<1>}	H(CC[6a]C[5]H)	109.1755	0.037	4	109.1755	0.037	4     109.1755       0.037      4      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C[6a]-3:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5,5]C[5]H)(C[6a]C[6a]2)(H)2	C[5](C[5,5]C[5]3)(C[5]O[5]HH)(CC[6a]HH)(H)	H(CC[6a]C[5]H)	C(C[5]C[5,5]C[5]H)(C[6a]C[6a]2)(H)2	C[5](C[5,5]C[5]3)(C[5]O[5]HH)(CC[6a]HH)(H){2|C<4>,2|H<1>,2|O<1>}	H(CC[6a]C[5]H)	108.9825	0.021	2	108.9825	0.021	2     108.9825       0.021      2      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C[6a]-3:H-1:H-1:	C[5,6]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5,6]C[5]H)(C[6a]C[6a]2)(H)2	C[5](C[5,6]C[5,6]C[6]H)(C[5]C[5]HH)(CC[6a]HH)(H)	H(CC[6a]C[5]H)	C(C[5]C[5,6]C[5]H)(C[6a]C[6a]2)(H)2	C[5](C[5,6]C[5,6]C[6]H)(C[5]C[5]HH)(CC[6a]HH)(H){1|O<1>,2|H<1>,3|C<3>}	H(CC[6a]C[5]H)	108.8010	0.033	4	108.8010	0.033	4     109.0417       0.243      12      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C[6a]-3:H-1:H-1:	C[5,6]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5,6]C[5]H)(C[6a]C[6a]2)(H)2	C[5](C[5,6]C[5,6]C[6]O)(C[5]C[5]HH)(CC[6a]HH)(H)	H(CC[6a]C[5]H)	C(C[5]C[5,6]C[5]H)(C[6a]C[6a]2)(H)2	C[5](C[5,6]C[5,6]C[6]O)(C[5]C[5]HH)(CC[6a]HH)(H){2|C<3>,2|C<4>,2|H<1>}	H(CC[6a]C[5]H)	109.2980	0.216	4	109.2980	0.216	4     109.0417       0.243      12      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C[6a]-3:H-1:H-1:	C[5,6]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5,6]C[5]H)(C[6a]C[6a]2)(H)2	C[5](C[5,6]C[5,6]O[6]O)(C[5]C[5]HH)(CC[6a]HH)(H)	H(CC[6a]C[5]H)	C(C[5]C[5,6]C[5]H)(C[6a]C[6a]2)(H)2	C[5](C[5,6]C[5,6]O[6]O)(C[5]C[5]HH)(CC[6a]HH)(H){1|C<4>,2|C<3>,2|H<1>}	H(CC[6a]C[5]H)	108.9815	0.021	2	108.9815	0.021	2     109.0417       0.243      12      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C[6a]-3:H-1:H-1:	C[5,6]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5,6]C[5]H)(C[6a]C[6a]2)(H)2	C[5](C[5,6]C[5]C[6]2)(C[5]C[5]HH)(CC[6a]HH)(H)	H(CC[6a]C[5]H)	C(C[5]C[5,6]C[5]H)(C[6a]C[6a]2)(H)2	C[5](C[5,6]C[5]C[6]2)(C[5]C[5]HH)(CC[6a]HH)(H){2|C<4>,6|H<1>}	H(CC[6a]C[5]H)	109.0705	0.018	2	109.0705	0.018	2     109.0417       0.243      12      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C[6a]-3:H-1:H-1:	C[5]-4:S[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]S[5]H)(C[6a]C[6a]2)(H)2	C[5](C[5]C[5,5]HH)(S[5]C[5,5]OO)(CC[6a]HH)(H)	H(CC[6a]C[5]H)	C(C[5]C[5]S[5]H)(C[6a]C[6a]2)(H)2	C[5](C[5]C[5,5]HH)(S[5]C[5,5]OO)(CC[6a]HH)(H){2|C<4>,2|H<1>}	H(CC[6a]C[5]H)	109.1975	0.021	2	109.1975	0.021	2     109.1975       0.021      2      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C[6a]-3:H-1:H-1:	P[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]P[5]H)(C[6a]C[6a]2)(H)2	C[5](P[5]C[5]RhC)(C[5]C[5]HH)(CC[6a]HH)(H)	H(CC[6a]C[5]H)	C(C[5]C[5]P[5]H)(C[6a]C[6a]2)(H)2	C[5](P[5]C[5]RhC)(C[5]C[5]HH)(CC[6a]HH)(H){4|H<1>}	H(CC[6a]C[5]H)	108.2362	0.198	4	108.2362	0.198	4     108.2362       0.198      4      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:N-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(NCH)(H)2	C[5](C[5]C[3,5]HH)2(CHHN)(H)	H(CC[5]HN)	C(C[5]C[5]2H)(NCH)(H)2	C[5](C[5]C[3,5]HH)2(CHHN)(H){1|C<4>,2|H<1>}	H(CC[5]HN)	103.8560	3.547	2	103.8560	3.547	2     107.3570       3.142      6      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:N-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(NCH)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CHHN)(H)	H(CC[5]HN)	C(C[5]C[5]2H)(NCH)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CHHN)(H){4|H<1>}	H(CC[5]HN)	109.1275	0.022	2	109.1275	0.022	2     107.3570       3.142      6      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:N-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(NOO)(H)2	C[5](C[5]C[5]CH)(C[5]O[5]HH)(CHHN)(H)	H(CC[5]HN)	C(C[5]C[5]2H)(NOO)(H)2	C[5](C[5]C[5]CH)(C[5]O[5]HH)(CHHN)(H){1|O<1>}	H(CC[5]HN)	109.0875	0.005	2	109.0875	0.005	2     107.3570       3.142      6      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:N-3:H-1:H-1:	C[5]-4:N[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]N[5]H)(NCH)(H)2	C[5](C[5]C[5]HH)(N[5]C[5]CH)(CHHN)(H)	H(CC[5]HN)	C(C[5]C[5]N[5]H)(NCH)(H)2	C[5](C[5]C[5]HH)(N[5]C[5]CH)(CHHN)(H){1|N<3>,3|H<1>}	H(CC[5]HN)	108.5190	5.193	2	108.5190	5.193	2     108.5190       5.193      2      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:N[5]-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(N[5]C[5]2)(H)2	C[5](C[5]C[5]HH)(C[5]O[5]HH)(CN[5]HH)(H)	H(CC[5]N[5]H)	C(C[5]C[5]2H)(N[5]C[5]2)(H)2	C[5](C[5]C[5]HH)(C[5]O[5]HH)(CN[5]HH)(H){2|H<1>}	H(CC[5]N[5]H)	109.6030	0.064	2	109.6030	0.064	2     109.6030       0.064      2      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:N[6]-3:H-1:H-1:	C[5]-4:N[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]N[5]H)(N[6]C[6]2)(H)2	C[5](C[5]C[5]HH)(N[5]C[5]HH)(CN[6]HH)(H)	H(CC[5]N[6]H)	C(C[5]C[5]N[5]H)(N[6]C[6]2)(H)2	C[5](C[5]C[5]HH)(N[5]C[5]HH)(CN[6]HH)(H){4|H<1>}	H(CC[5]N[6]H)	108.7525	0.481	6	108.7525	0.481	6     108.7525       0.481      6      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:2:	4:	C[5,5]-4:C-3:H-1:H-1:	C[5,5,6]-4:C[5,5,6]-4:C-4:O-2:	C-4:	C(C[5,5]C[5,5,6]2O)(CCH)(H)2	C[5,5](C[5,5,6]C[5,6]2H)2(CCHH)(OH)	H(CC[5,5]CH)	C(C[5,5]C[5,5,6]2O)(CCH)(H)2	C[5,5](C[5,5,6]C[5,6]2H)2(CCHH)(OH){1|C<4>,5|H<1>}	H(CC[5,5]CH)	108.9695	0.022	2	108.9695	0.022	2     108.9695       0.022      2      107.9923     1.504     21
490	474	690	4:3:1:1:	4:4:4:2:	4:	C[5,6]-4:C-3:H-1:H-1:	C[5,5,6,6]-4:C[4,5,6]-4:C-4:O-2:	C-4:	C(C[5,6]C[5,5,6,6]C[4,5,6]O)(CCH)(H)2	C[5,6](C[5,5,6,6]C[5,5,6,6]C[3x5,6]H)(C[4,5,6]C[4,5,5,6]C[4,5,6]H)(CCHH)(OH)	H(CC[5,6]CH)	C(C[5,6]C[5,5,6,6]C[4,5,6]O)(CCH)(H)2	C[5,6](C[5,5,6,6]C[5,5,6,6]C[3x5,6]H)(C[4,5,6]C[4,5,5,6]C[4,5,6]H)(CCHH)(OH){4|C<4>,4|H<1>}	H(CC[5,6]CH)	108.6677	0.182	8	108.6677	0.182	8     108.6677       0.182      8      107.9923     1.504     21
490	474	690	4:3:1:1:	4:4:4:2:	4:	C[5]-4:C-3:H-1:H-1:	C[5,6]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,6]C[5]O)(CCH)(H)2	C[5](C[5,6]C[5,6]C[6]C)(C[5]C[5]HH)(CCHH)(OH)	H(CC[5]CH)	C(C[5]C[5,6]C[5]O)(CCH)(H)2	C[5](C[5,6]C[5,6]C[6]C)(C[5]C[5]HH)(CCHH)(OH){1|C<3>,1|C<4>,1|O<2>,4|H<1>}	H(CC[5]CH)	106.0545	3.785	2	106.0545	3.785	2     106.0545       3.785      2      107.9923     1.504     21
490	474	690	4:3:1:1:	4:4:4:2:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(CCC)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CCHH)(OH)	H(CC[5]CH)	C(C[5]C[5]2O)(CCC)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CCHH)(OH){1|C<4>,3|H<1>}	H(CC[5]CH)	107.2438	1.377	4	107.2438	1.377	4     107.1725       1.314      7      107.9923     1.504     21
490	474	690	4:3:1:1:	4:4:4:2:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(CCH)(H)2	C[5](C[5]C[5]CH)(C[5]N[5]CC)(CCHH)(OH)	H(CC[5]CH)	C(C[5]C[5]2O)(CCH)(H)2	C[5](C[5]C[5]CH)(C[5]N[5]CC)(CCHH)(OH){1|C<3>,2|H<1>}	H(CC[5]CH)	106.4450	1.493	2	106.4450	1.493	2     107.1725       1.314      7      107.9923     1.504     21
490	474	690	4:3:1:1:	4:4:4:2:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(CCH)(H)2	C[5](C[5]C[5]HH)(C[5]O[5]CC)(CCHH)(OC)	H(CC[5]CH)	C(C[5]C[5]2O)(CCH)(H)2	C[5](C[5]C[5]HH)(C[5]O[5]CC)(CCHH)(OC){1|H<1>,1|N<3>}	H(CC[5]CH)	108.3420	0.000	1	108.3420	0.000	1     107.1725       1.314      7      107.9923     1.504     21
490	474	690	4:3:1:1:	4:4:4:2:	4:	C[5]-4:N-3:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,5]C[5]O)(NOO)(H)2	C[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]O[5]H)(CHHN)(OH)	H(CC[5]HN)	C(C[5]C[5,5]C[5]O)(NOO)(H)2	C[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]O[5]H)(CHHN)(OH){2|C<4>,2|H<1>,2|O<2>}	H(CC[5]HN)	109.1205	0.029	2	109.1205	0.029	2     109.1205       0.029      2      107.9923     1.504     21
490	474	690	4:3:1:1:	4:4:4:3:	4:	C[5,6]-4:C-3:H-1:H-1:	C[5,5,6]-4:C[5,6]-4:C-4:C-3:	C-4:	C(C[5,6]C[5,5,6]C[5,6]C)(CC[6a]O)(H)2	C[5,6](C[5,5,6]C[3,5,5]C[5,6]H)(C[5,6]C[5,5,6]CH)(CCHH)(COO)	H(CC[5,6]CH)	C(C[5,6]C[5,5,6]C[5,6]C)(CC[6a]O)(H)2	C[5,6](C[5,5,6]C[3,5,5]C[5,6]H)(C[5,6]C[5,5,6]CH)(CCHH)(COO){1|C<3>,2|C<4>,2|H<1>}	H(CC[5,6]CH)	108.5605	0.008	2	108.5605	0.008	2     108.6000       0.060      4      108.1053     0.561     19
490	474	690	4:3:1:1:	4:4:4:3:	4:	C[5,6]-4:C-3:H-1:H-1:	C[5,5,6]-4:C[5,6]-4:C-4:C-3:	C-4:	C(C[5,6]C[5,5,6]C[5,6]C)(CC[6a]O)(H)2	C[5,6](C[5,5,6]C[5,5]C[5,6]H)(C[5,6]C[5,5,6]CH)(CCHH)(COO)	H(CC[5,6]CH)	C(C[5,6]C[5,5,6]C[5,6]C)(CC[6a]O)(H)2	C[5,6](C[5,5,6]C[5,5]C[5,6]H)(C[5,6]C[5,5,6]CH)(CCHH)(COO){1|C<3>,4|H<1>}	H(CC[5,6]CH)	108.6395	0.066	2	108.6395	0.066	2     108.6000       0.060      4      108.1053     0.561     19
490	474	690	4:3:1:1:	4:4:4:3:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:C-3:	C-4:	C(C[5]C[5]2C)(CCH)(H)2	C[5](C[5]C[5]CO)(C[5]C[5]HH)(CCHH)(COO)	H(CC[5]CH)	C(C[5]C[5]2C)(CCH)(H)2	C[5](C[5]C[5]CO)(C[5]C[5]HH)(CCHH)(COO){1|C<3>,1|H<1>}	H(CC[5]CH)	107.9455	0.019	2	107.9455	0.019	2     107.9455       0.019      2      108.1053     0.561     19
490	474	690	4:3:1:1:	4:4:4:3:	4:	C[5]-4:C[6a]-3:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:C-3:	C-4:	C(C[5]C[5,5]C[5]C)(C[6a]C[6a]2)(H)2	C[5](C[5,5]C[5,6a]C[5]N[5])(C[5]C[6a]C[5]H)(CC[6a]HH)(COO)	H(CC[6a]C[5]H)	C(C[5]C[5,5]C[5]C)(C[6a]C[6a]2)(H)2	C[5](C[5,5]C[5,6a]C[5]N[5])(C[5]C[6a]C[5]H)(CC[6a]HH)(COO){1|C<4>,1|N<3>,1|O<1>,2|H<1>,4|C<3>}	H(CC[6a]C[5]H)	107.6873	0.249	10	107.6873	0.249	10     107.6873       0.249      10      108.1053     0.561     19
490	474	690	4:3:1:1:	4:4:4:3:	4:	C[5]-4:N-3:H-1:H-1:	C[5,5,6]-4:C[5]-4:C-4:C-3:	C-4:	C(C[5]C[5,5,6]C[5]C)(NOO)(H)2	C[5](C[5,5,6]C[5,5,6]2H)(C[5]C[5]HH)(CHHN)(COO)	H(CC[5]HN)	C(C[5]C[5,5,6]C[5]C)(NOO)(H)2	C[5](C[5,5,6]C[5,5,6]2H)(C[5]C[5]HH)(CHHN)(COO){1|C<3>,1|O<1>,2|C<4>,2|H<1>}	H(CC[5]HN)	109.1310	0.007	2	109.1310	0.007	2     109.1310       0.007      2      108.1053     0.561     19
490	474	690	4:3:1:1:	4:4:4:3:	4:	C[5]-4:N-3:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:C-3:	C-4:	C(C[5]C[5,5]C[5]C)(NOO)(H)2	C[5](C[5,5]C[5,6a]C[5]N[5])(C[5]C[6a]C[5]H)(CHHN)(COO)	H(CC[5]HN)	C(C[5]C[5,5]C[5]C)(NOO)(H)2	C[5](C[5,5]C[5,6a]C[5]N[5])(C[5]C[6a]C[5]H)(CHHN)(COO){1|C<4>,1|N<3>,1|O<1>,2|H<1>,4|C<3>}	H(CC[5]HN)	108.5750	0.000	1	108.5750	0.000	1     108.5750       0.000      1      108.1053     0.561     19
490	474	690	4:3:1:1:	4:4:4:4:	4:	C[5,5,6]-4:N-3:H-1:H-1:	C[5,5]-4:C[5,6]-4:C[5,6]-4:C-4:	C-4:	C(C[5,5,6]C[5,5]C[5,6]2)(NCC)(H)2	C[5,5,6](C[5,5]C[5,5,6]CC)(C[5,6]C[5,6]HH)(C[5,6]C[5,6]HO)(CHHN)	H(CC[5,5,6]HN)	C(C[5,5,6]C[5,5]C[5,6]2)(NCC)(H)2	C[5,5,6](C[5,5]C[5,5,6]CC)(C[5,6]C[5,6]HH)(C[5,6]C[5,6]HO)(CHHN){5|H<1>}	H(CC[5,5,6]HN)	105.1730	0.096	2	105.1730	0.096	2     107.5612       1.878      6      108.0789     0.898     65
490	474	690	4:3:1:1:	4:4:4:4:	4:	C[5,5,6]-4:N-3:H-1:H-1:	C[5,5]-4:C[5,6]-4:C[5,6]-4:C-4:	C-4:	C(C[5,5,6]C[5,5]C[5,6]2)(NCH)(H)2	C[5,5,6](C[5,5]C[5,5,6]CC)(C[5,6]C[5,6]HH)(C[5,6]C[5,6]HO)(CHHN)	H(CC[5,5,6]HN)	C(C[5,5,6]C[5,5]C[5,6]2)(NCH)(H)2	C[5,5,6](C[5,5]C[5,5,6]CC)(C[5,6]C[5,6]HH)(C[5,6]C[5,6]HO)(CHHN){5|H<1>}	H(CC[5,5,6]HN)	108.9000	0.503	2	108.9000	0.503	2     107.5612       1.878      6      108.0789     0.898     65
490	474	690	4:3:1:1:	4:4:4:4:	4:	C[5,5,6]-4:N-3:H-1:H-1:	C[5,5]-4:C[5,6]-4:C[5,6]-4:C-4:	C-4:	C(C[5,5,6]C[5,5]C[5,6]2)(NC[6]H)(H)2	C[5,5,6](C[5,5]C[5,5,6]CC)(C[5,6]C[5,6]HH)(C[5,6]C[5,6]HO)(CHHN)	H(CC[5,5,6]HN)	C(C[5,5,6]C[5,5]C[5,6]2)(NC[6]H)(H)2	C[5,5,6](C[5,5]C[5,5,6]CC)(C[5,6]C[5,6]HH)(C[5,6]C[5,6]HO)(CHHN){5|H<1>}	H(CC[5,5,6]HN)	108.6105	0.422	2	108.6105	0.422	2     107.5612       1.878      6      108.0789     0.898     65
490	474	690	4:3:1:1:	4:4:4:4:	4:	C[5,5,6]-4:S-3:H-1:H-1:	C[5,5]-4:C[5,6]-4:C[5,6]-4:C-4:	C-4:	C(C[5,5,6]C[5,5]C[5,6]2)(SC[6]O)(H)2	C[5,5,6](C[5,5]C[5,5,6]CC)(C[5,6]C[5,6]HH)(C[5,6]C[5,6]HO)(CHHS)	H(CC[5,5,6]HS)	C(C[5,5,6]C[5,5]C[5,6]2)(SC[6]O)(H)2	C[5,5,6](C[5,5]C[5,5,6]CC)(C[5,6]C[5,6]HH)(C[5,6]C[5,6]HO)(CHHS){5|H<1>}	H(CC[5,5,6]HS)	109.3710	0.038	2	109.3710	0.038	2     109.3710       0.038      2      108.0789     0.898     65
490	474	690	4:3:1:1:	4:4:4:4:	4:	C[5,5]-4:C-3:H-1:H-1:	C[5,5]-4:C[5]-4:C[5]-4:C-4:	C-4:	C(C[5,5]C[5,5]C[5]2)(CHO)(H)2	C[5,5](C[5,5]C[5]2C)(C[5]C[5]CC)(C[5]C[5]HH)(CCHH)	H(CC[5,5]CH)	C(C[5,5]C[5,5]C[5]2)(CHO)(H)2	C[5,5](C[5,5]C[5]2C)(C[5]C[5]CC)(C[5]C[5]HH)(CCHH){1|C<4>,2|C<3>,2|O<1>}	H(CC[5,5]CH)	107.7435	0.018	2	107.7435	0.018	2     107.7435       0.018      2      108.0789     0.898     65
490	474	690	4:3:1:1:	4:4:4:4:	4:	C[5,5]-4:C-3:H-1:H-1:	C[5,5]-4:C[5]-4:N[5]-4:C-4:	C-4:	C(C[5,5]C[5,5]C[5]N[5])(CCH)(H)2	C[5,5](C[5,5]C[5]2H)(C[5]C[5]HH)(N[5]C[5]HH)(CCHH)	H(CC[5,5]CH)	C(C[5,5]C[5,5]C[5]N[5])(CCH)(H)2	C[5,5](C[5,5]C[5]2H)(C[5]C[5]HH)(N[5]C[5]HH)(CCHH){8|H<1>}	H(CC[5,5]CH)	108.6255	0.023	2	108.6255	0.023	2     108.6255       0.023      2      108.0789     0.898     65
490	474	690	4:3:1:1:	4:4:4:4:	4:	C[5,5]-4:C[6a]-3:H-1:H-1:	C[5,5,6]-4:C[5,5,6]-4:C-4:C-4:	C-4:	C(C[5,5]C[5,5,6]2C)(C[6a]C[6a]2)(H)2	C[5,5](C[5,5,6]C[5,6]2C)2(CC[6a]HH)(CH3)	H(CC[5,5]C[6a]H)	C(C[5,5]C[5,5,6]2C)(C[6a]C[6a]2)(H)2	C[5,5](C[5,5,6]C[5,6]2C)2(CC[6a]HH)(CH3){1|N<3>,2|C<4>,3|H<1>}	H(CC[5,5]C[6a]H)	107.5358	0.279	14	107.5358	0.279	14     107.5358       0.279      14      108.0789     0.898     65
490	474	690	4:3:1:1:	4:4:4:4:	4:	C[5,6,6]-4:N[6]-3:H-1:H-1:	C[5,6,6]-4:C[5,6]-4:C[5,6]-4:C-4:	C-4:	C(C[5,6,6]C[5,6,6]C[5,6]2)(N[6]C[6]2)(H)2	C[5,6,6](C[5,6,6]C[5,6]2C)(C[5,6]C[6]N[5]H)(C[5,6]C[5,6]CC)(CN[6]HH)	H(CC[5,6,6]N[6]H)	C(C[5,6,6]C[5,6,6]C[5,6]2)(N[6]C[6]2)(H)2	C[5,6,6](C[5,6,6]C[5,6]2C)(C[5,6]C[6]N[5]H)(C[5,6]C[5,6]CC)(CN[6]HH){1|N<3>,4|H<1>,5|C<4>}	H(CC[5,6,6]N[6]H)	107.8752	0.161	12	107.8752	0.161	12     107.8752       0.161      12      108.0789     0.898     65
490	474	690	4:3:1:1:	4:4:4:4:	4:	C[5,6]-4:C-3:H-1:H-1:	C[5,6]-4:C[6]-4:N[5]-4:C-4:	C-4:	C(C[5,6]C[5,6]C[6]N[5])(CCH)(H)2	C[5,6](C[5,6]C[5]C[6]H)(C[6]C[6]HH)(N[5]C[5]HH)(CCHH)	H(CC[5,6]CH)	C(C[5,6]C[5,6]C[6]N[5])(CCH)(H)2	C[5,6](C[5,6]C[5]C[6]H)(C[6]C[6]HH)(N[5]C[5]HH)(CCHH){1|C<4>,8|H<1>}	H(CC[5,6]CH)	107.6005	1.406	2	107.6005	1.406	2     107.6005       1.406      2      108.0789     0.898     65
490	474	690	4:3:1:1:	4:4:4:4:	4:	C[5,6]-4:C-3:H-1:H-1:	N[5,6]-4:C[5]-4:C[6]-4:C-4:	C-4:	C(C[5,6]N[5,6]C[5]C[6])(CCH)(H)2	C[5,6](N[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]O[6]HH)(CCHH)	H(CC[5,6]CH)	C(C[5,6]N[5,6]C[5]C[6])(CCH)(H)2	C[5,6](N[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]O[6]HH)(CCHH){2|C<4>,5|H<1>}	H(CC[5,6]CH)	108.8935	0.035	2	108.8935	0.035	2     108.8935       0.035      2      108.0789     0.898     65
490	474	690	4:3:1:1:	4:4:4:4:	4:	C[5,6]-4:C[6]-3:H-1:H-1:	C[5,6]-4:C[5]-4:C[6]-4:C-4:	C-4:	C(C[5,6]C[5,6]C[5]C[6])(C[6]C[6]2)(H)2	C[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]C[6]HO)(CC[6]HH)	H(CC[5,6]C[6]H)	C(C[5,6]C[5,6]C[5]C[6])(C[6]C[6]2)(H)2	C[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]C[6]HO)(CC[6]HH){1|C<4>,1|O<1>,6|H<1>}	H(CC[5,6]C[6]H)	108.1865	0.118	2	108.1865	0.118	2     108.1865       0.118      2      108.0789     0.898     65
490	474	690	4:3:1:1:	4:4:4:4:	4:	C[5,6]-4:C[6a]-3:H-1:H-1:	C[5,6]-4:C[5]-4:C[6]-4:C-4:	C-4:	C(C[5,6]C[5,6]C[5]C[6])(C[6a]C[6a]2)(H)2	C[5,6](C[5,6]C[5,6a]N[6]H)(C[5]C[5,6a]HH)(C[6]O[6]CH)(CC[6a]HH)	H(CC[5,6]C[6a]H)	C(C[5,6]C[5,6]C[5]C[6])(C[6a]C[6a]2)(H)2	C[5,6](C[5,6]C[5,6a]N[6]H)(C[5]C[5,6a]HH)(C[6]O[6]CH)(CC[6a]HH){2|C<3>,2|C<4>}	H(CC[5,6]C[6a]H)	108.3745	0.128	6	108.3745	0.128	6     108.3745       0.128      6      108.0789     0.898     65
490	474	690	4:3:1:1:	4:4:4:4:	4:	C[5,6]-4:C[6a]-3:H-1:H-1:	C[5,6]-4:C[6]-4:C[5]-4:C-4:	C-4:	C(C[5,6]C[5,6]C[5]C[6])(C[6a]C[6a]2)(H)2	C[5,6](C[5,6]C[6]O[5]H)(C[6]C[6,6a]HH)(C[5]C[5]HH)(CC[6a]HH)	H(CC[5,6]C[6a]H)	C(C[5,6]C[5,6]C[5]C[6])(C[6a]C[6a]2)(H)2	C[5,6](C[5,6]C[6]O[5]H)(C[6]C[6,6a]HH)(C[5]C[5]HH)(CC[6a]HH){2|H<1>,4|C<3>}	H(CC[5,6]C[6a]H)	108.3297	1.540	4	108.3297	1.540	4     108.3297       1.540      4      108.0789     0.898     65
490	474	690	4:3:1:1:	4:4:4:4:	4:	C[5]-4:C-3:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:C-4:	C-4:	C(C[5]C[5,5]C[5]C)(CCH)(H)2	C[5](C[5,5]C[5]O[5]2)(C[5]C[5]HH)(CCHH)(CCHO)	H(CC[5]CH)	C(C[5]C[5,5]C[5]C)(CCH)(H)2	C[5](C[5,5]C[5]O[5]2)(C[5]C[5]HH)(CCHH)(CCHO){2|C<4>,4|H<1>}	H(CC[5]CH)	107.3240	0.856	2	107.3240	0.856	2     107.3240       0.856      2      108.0789     0.898     65
490	474	690	4:3:1:1:	4:4:4:4:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:C-4:	C-4:	C(C[5]C[5]2C)(CCH)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CCHH)(CH3)	H(CC[5]CH)	C(C[5]C[5]2C)(CCH)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CCHH)(CH3){1|C<3>,1|O<1>}	H(CC[5]CH)	109.2450	0.045	6	109.1636	0.219	7     108.9667       0.434      9      108.0789     0.898     65
