930	953	987	0:SP2_SP2_SP3	C	N[6]	S	3:4:4:	3:3:3:	3:3:1:1:	N[6]-3:S-4:S-4:	C[6]-3:C[6]-3:C-3:	C[6a]-3:C-3:O-1:O-1:	C(N[6]C[6]2)(SC[6a]OO)2	N[6](C[6]C[6]H)2(CSS)	S(C[6a]C[6a]2)(CN[6]S)(O)2	C(N[6]C[6]2)(SC[6a]OO)2	N[6](C[6]C[6]H)2(CSS){1|C<3>,2|H<1>}	S(C[6a]C[6a]2)(CN[6]S)(O)2	117.4915	0.500	2	117.4915	0.500	2	117.4915	0.500	2	117.4915	0.500	2	117.4915	0.500	2	117.4915	0.500	2
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]C[5,6]C[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	C(C[5]C[5,6]C[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	123.4113	1.298	21	123.4113	1.298	21	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]C[5,6]N[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	C(C[5]C[5,6]N[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	124.9360	0.000	1	124.9360	0.000	1	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]C[5,6a]C[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	C(C[5]C[5,6a]C[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	126.7960	7.680	3	126.7960	7.680	3	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]C[5]2)(OC)(O)	O(CC[5]O)	O(CC[5]O)(CC3)	C(C[5]C[5]2)(OC)(O)	O(CC[5]O)	O(CC[5]O)(CC3)	124.8140	0.776	6	124.8140	0.776	6	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]C[5]2)(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCCH)	C(C[5]C[5]2)(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCCH)	123.6220	0.000	1	123.6220	0.000	1	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]C[5]2)(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	C(C[5]C[5]2)(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	123.3078	1.381	78	123.3078	1.381	78	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]C[5]2)(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	C(C[5]C[5]2)(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	124.3561	1.289	73	124.3561	1.289	73	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]C[5]N[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CC3)	C(C[5]C[5]N[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CC3)	126.7920	0.000	1	126.7920	0.000	1	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]C[5]N[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	C(C[5]C[5]N[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	124.2032	1.030	17	124.2032	1.030	17	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]C[5]N[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	C(C[5]C[5]N[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	124.3203	1.206	17	124.3203	1.206	17	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]C[5]O[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	C(C[5]C[5]O[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	124.3377	0.322	8	124.3377	0.322	8	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]C[5]P[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	C(C[5]C[5]P[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	123.4550	0.000	1	123.4550	0.000	1	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]C[5]P[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	C(C[5]C[5]P[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	123.1337	1.309	15	123.1337	1.309	15	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]C[5]S[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	C(C[5]C[5]S[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	124.0755	0.873	46	124.0755	0.873	46	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]C[5]S[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	C(C[5]C[5]S[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	125.2128	0.933	38	125.2128	0.933	38	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]N[5,6]C[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	C(C[5]N[5,6]C[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	124.0630	0.000	1	124.0630	0.000	1	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]N[5,6]C[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	C(C[5]N[5,6]C[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	124.8280	0.426	3	124.8280	0.426	3	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]N[5]2)(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	C(C[5]N[5]2)(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	124.5696	1.051	5	124.5696	1.051	5	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]N[5]P[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	C(C[5]N[5]P[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	126.1840	0.000	1	126.1840	0.000	1	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]N[5]S[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	C(C[5]N[5]S[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	126.0230	0.515	2	126.0230	0.515	2	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]Se[5]C[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	C(C[5]Se[5]C[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CCHH)	123.9330	0.000	1	123.9330	0.000	1	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5]Se[5]C[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	C(C[5]Se[5]C[5])(OC)(O)	O(CC[5]O)	O(CC[5]O)(CH3)	124.7663	0.400	3	124.7663	0.400	3	124.0458	1.420	412	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5,5a]N[5a,6])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	C(C[5a]C[5,5a]N[5a,6])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	124.4137	0.653	3	124.4137	0.653	3	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5,5a]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	C(C[5a]C[5,5a]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	123.5680	0.000	2	123.5680	0.000	2	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5,5a]P[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	C(C[5a]C[5,5a]P[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	123.9480	0.325	2	123.9480	0.325	2	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a,5a]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	C(C[5a]C[5a,5a]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	122.7520	0.000	1	122.7520	0.000	1	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a,6]2)(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CC3)	C(C[5a]C[5a,6]2)(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CC3)	124.2460	0.000	1	124.2460	0.000	1	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a,6]2)(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	C(C[5a]C[5a,6]2)(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	124.1970	0.000	1	124.1970	0.000	1	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a,6]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	C(C[5a]C[5a,6]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	123.2922	0.736	4	123.2922	0.736	4	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a,6]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	C(C[5a]C[5a,6]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	123.8312	0.515	5	123.8312	0.515	5	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a,6]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	C(C[5a]C[5a,6]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	123.5126	0.587	8	123.5126	0.587	8	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a,6]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	C(C[5a]C[5a,6]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	124.1130	0.000	1	124.1130	0.000	1	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a,6a]C[5,5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	C(C[5a]C[5a,6a]C[5,5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	123.1240	0.000	1	123.1240	0.000	1	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a,6a]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	C(C[5a]C[5a,6a]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	122.9421	0.928	40	122.9421	0.928	40	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a,6a]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	C(C[5a]C[5a,6a]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	122.7107	0.785	30	122.7107	0.785	30	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a,6a]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CC3)	C(C[5a]C[5a,6a]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CC3)	124.5535	0.646	2	124.5535	0.646	2	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a,6a]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	C(C[5a]C[5a,6a]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	123.3253	0.975	4	123.3253	0.975	4	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a,6a]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	C(C[5a]C[5a,6a]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	123.0830	0.000	1	123.0830	0.000	1	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a]2)(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CC3)	C(C[5a]C[5a]2)(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CC3)	124.1430	1.505	2	124.1430	1.505	2	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a]2)(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	C(C[5a]C[5a]2)(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	123.3052	0.889	69	123.3052	0.889	69	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a]2)(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	C(C[5a]C[5a]2)(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	123.4756	1.055	67	123.4756	1.055	67	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CC3)	C(C[5a]C[5a]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CC3)	124.5130	1.181	6	124.5130	1.181	6	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	C(C[5a]C[5a]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	123.8712	0.903	140	123.8712	0.903	140	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	C(C[5a]C[5a]N[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	123.9538	0.964	97	123.9538	0.964	97	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a]O[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCCH)	C(C[5a]C[5a]O[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCCH)	125.0305	0.094	2	125.0305	0.094	2	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a]O[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	C(C[5a]C[5a]O[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	124.8076	1.288	14	124.8076	1.288	14	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a]O[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	C(C[5a]C[5a]O[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	124.9808	0.899	18	124.9808	0.899	18	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]C[5a]P[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	C(C[5a]C[5a]P[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	123.1100	0.163	2	123.1100	0.163	2	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]N[5,5a]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	C(C[5a]N[5,5a]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	124.6830	0.000	1	124.6830	0.000	1	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]N[5a,5a]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	C(C[5a]N[5a,5a]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	123.6110	0.514	3	123.6110	0.514	3	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]N[5a,6]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	C(C[5a]N[5a,6]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	123.4670	0.574	4	123.4670	0.574	4	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]N[5a,6a]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CC3)	C(C[5a]N[5a,6a]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CC3)	126.3600	0.000	1	126.3600	0.000	1	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]N[5a,6a]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	C(C[5a]N[5a,6a]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	122.9642	0.325	5	122.9642	0.325	5	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]N[5a,6a]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	C(C[5a]N[5a,6a]C[5a])(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	124.4344	0.771	5	124.4344	0.771	5	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]N[5a]2)(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	C(C[5a]N[5a]2)(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CCHH)	125.5747	0.521	4	125.5747	0.521	4	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	3:2:1:	3:	3:4:	C[5a]-3:O-2:O-1:	C-3:	C-3:C-4:	C(C[5a]N[5a]2)(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	C(C[5a]N[5a]2)(OC)(O)	O(CC[5a]O)	O(CC[5a]O)(CH3)	125.1813	0.529	3	125.1813	0.529	3	123.7108	1.059	549	123.8854	1.637	4189	123.7624	1.636	24949	123.7624	1.636	24949
