490	690	742	0:SP3_SP-NON_SP3	C	H	B[4]	4:4:1:1:	4:	4:4:4:2:	B[4]-4:C-4:H-1:H-1:	C-4:	P[4]-4:P[4]-4:C-4:O-2:	C(B[4]P[4]2O)(CCCH)(H)2	H(CB[4]CH)	B[4](P[4]B[4]CC)2(CCHH)(OS)	C(B[4]P[4]2O)(CCCH)(H)2	H(CB[4]CH)	B[4](P[4]B[4]CC)2(CCHH)(OS){1|C<4>,1|H<1>}	107.0165	0.019	2	107.0165	0.019	2	107.0165	0.019	2	107.0165	0.019	2	107.0165	0.019	2	107.0165	0.019	2
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6,6]	3:4:1:1:	4:	4:3:4:	C[6,6]-3:C-4:H-1:H-1:	C-4:	C[3x6]-4:C[6,6]-3:C-4:	C(C[6,6]C[3x6]C[6,6])(CCHH)(H)2	H(CC[6,6]CH)	C[6,6](C[3x6]C[3x6]N[6,6]H)(C[6,6]C[3x6]H)(CCHH)	C(C[6,6]C[3x6]C[6,6])(CCHH)(H)2	H(CC[6,6]CH)	C[6,6](C[3x6]C[3x6]N[6,6]H)(C[6,6]C[3x6]H)(CCHH){1|H<1>,5|C<4>}	108.3835	0.496	2	108.3835	0.496	2	108.3866	0.371	19	108.3866	0.371	19	109.1565	1.278	131	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6,6]	3:4:1:1:	4:	4:3:4:	C[6,6]-3:C-4:H-1:H-1:	C-4:	C[3x6]-4:C[6,6]-3:C-4:	C(C[6,6]C[3x6]C[6,6])(CC[6,6]HH)(H)2	H(CC[6,6]CH)	C[6,6](C[3x6]C[6,6,6a]2H)(C[6,6]C[3x6]C)(CCHH)	C(C[6,6]C[3x6]C[6,6])(CC[6,6]HH)(H)2	H(CC[6,6]CH)	C[6,6](C[3x6]C[6,6,6a]2H)(C[6,6]C[3x6]C)(CCHH){1|H<1>,4|C<3>}	109.0800	0.000	1	109.0800	0.000	1	108.3866	0.371	19	108.3866	0.371	19	109.1565	1.278	131	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6,6]	3:4:1:1:	4:	4:3:4:	C[6,6]-3:C-4:H-1:H-1:	C-4:	C[3x6]-4:C[6,6]-3:C-4:	C(C[6,6]C[3x6]C[6,6])(CH3)(H)2	H(CC[6,6]CH)	C[6,6](C[3x6]C[5,6,6]C[6,6]C)(C[6,6]C[3x6]C)(CCHH)	C(C[6,6]C[3x6]C[6,6])(CH3)(H)2	H(CC[6,6]CH)	C[6,6](C[3x6]C[5,6,6]C[6,6]C)(C[6,6]C[3x6]C)(CCHH){1|C<3>,1|H<1>,2|C<2>,3|C<4>}	108.8580	0.011	2	108.8580	0.011	2	108.3866	0.371	19	108.3866	0.371	19	109.1565	1.278	131	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6,6]	3:4:1:1:	4:	4:3:4:	C[6,6]-3:C-4:H-1:H-1:	C-4:	C[3x6]-4:C[6,6]-3:C-4:	C(C[6,6]C[3x6]C[6,6])(CH3)(H)2	H(CC[6,6]CH)	C[6,6](C[3x6]C[5,6,6]C[6,6]H)(C[6,6]C[3x6]C)(CCHH)	C(C[6,6]C[3x6]C[6,6])(CH3)(H)2	H(CC[6,6]CH)	C[6,6](C[3x6]C[5,6,6]C[6,6]H)(C[6,6]C[3x6]C)(CCHH){1|H<1>,2|C<2>,4|C<4>}	108.3550	0.058	2	108.3550	0.058	2	108.3866	0.371	19	108.3866	0.371	19	109.1565	1.278	131	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6,6]	3:4:1:1:	4:	4:3:4:	C[6,6]-3:C-4:H-1:H-1:	C-4:	C[3x6]-4:C[6,6]-3:C-4:	C(C[6,6]C[3x6]C[6,6])(CH3)(H)2	H(CC[6,6]CH)	C[6,6](C[3x6]C[6,6]N[6,6]H)(C[6,6]C[3x6]H)(CCHH)	C(C[6,6]C[3x6]C[6,6])(CH3)(H)2	H(CC[6,6]CH)	C[6,6](C[3x6]C[6,6]N[6,6]H)(C[6,6]C[3x6]H)(CCHH){1|C<3>,1|H<1>,4|C<4>}	108.6580	0.006	2	108.5515	0.089	6	108.3866	0.371	19	108.3866	0.371	19	109.1565	1.278	131	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6,6]	3:4:1:1:	4:	4:3:4:	C[6,6]-3:C-4:H-1:H-1:	C-4:	C[3x6]-4:C[6,6]-3:C-4:	C(C[6,6]C[3x6]C[6,6])(CH3)(H)2	H(CC[6,6]CH)	C[6,6](C[3x6]C[6,6]N[6,6]H)(C[6,6]C[3x6]H)(CCHH)	C(C[6,6]C[3x6]C[6,6])(CH3)(H)2	H(CC[6,6]CH)	C[6,6](C[3x6]C[6,6]N[6,6]H)(C[6,6]C[3x6]H)(CCHH){2|C<3>,2|H<1>,3|C<4>}	108.4982	0.044	4	108.5515	0.089	6	108.3866	0.371	19	108.3866	0.371	19	109.1565	1.278	131	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6,6]	3:4:2:1:	4:	3:4:4:	C[6,6]-3:C-4:O-2:H-1:	C-4:	C[6,6]-3:C[3x6]-4:C-4:	C(C[6,6]C[3x6]C[6,6])(CH3)(OH)(H)	H(CC[6,6]CO)	C[6,6](C[6,6]N[5,3x6]H)(C[3x6]C[6,6]2H)(CCHO)	C(C[6,6]C[3x6]C[6,6])(CH3)(OH)(H)	H(CC[6,6]CO)	C[6,6](C[6,6]N[5,3x6]H)(C[3x6]C[6,6]2H)(CCHO){3|C<4>,3|H<1>}	107.3530	0.000	1	107.3530	0.000	1	107.3530	0.000	1	107.3530	0.000	1	109.1565	1.278	131	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6,6]	3:4:2:1:	4:	4:3:4:	C[6,6]-3:C-4:N-2:H-1:	C-4:	C[4,6,6]-4:C[6,6]-3:C-4:	C(C[6,6]C[4,6,6]C[6,6])(CC[6,6]HN)(NC)(H)	H(CC[6,6]CN)	C[6,6](C[4,6,6]C[4,6]2H)(C[6,6]C[6,6]H)(CCHN)	C(C[6,6]C[4,6,6]C[6,6])(CC[6,6]HN)(NC)(H)	H(CC[6,6]CN)	C[6,6](C[4,6,6]C[4,6]2H)(C[6,6]C[6,6]H)(CCHN){3|C<4>,4|H<1>}	109.5520	0.000	1	109.5520	0.000	1	109.5520	0.000	1	109.5520	0.000	1	109.1565	1.278	131	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6,6]	3:4:3:1:	4:	4:3:4:	C[6,6]-3:C-4:N-3:H-1:	C-4:	C[4,6,6]-4:C[6,6]-3:C-4:	C(C[6,6]C[4,6,6]C[6,6])(CN[5]2H)(NC[6a]H)(H)	H(CC[6,6]CN)	C[6,6](C[4,6,6]C[4,6]2H)(C[6,6]C[6,6]H)(CCHN)	C(C[6,6]C[4,6,6]C[6,6])(CN[5]2H)(NC[6a]H)(H)	H(CC[6,6]CN)	C[6,6](C[4,6,6]C[4,6]2H)(C[6,6]C[6,6]H)(CCHN){3|C<4>,4|H<1>}	108.5700	0.253	2	108.5700	0.253	2	108.5700	0.253	2	108.5700	0.253	2	109.1565	1.278	131	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6,6]	3:4:4:1:	4:	4:3:4:	C[6,6]-3:C-4:C-4:H-1:	C-4:	C[3x6]-4:C[6,6]-3:C-4:	C(C[6,6]C[3x6]C[6,6])(CH3)2(H)	H(CC[6,6]CC)	C[6,6](C[3x6]C[5,6,6]C[6,6]H)(C[6,6]C[3x6]H)(CCCH)	C(C[6,6]C[3x6]C[6,6])(CH3)2(H)	H(CC[6,6]CC)	C[6,6](C[3x6]C[5,6,6]C[6,6]H)(C[6,6]C[3x6]H)(CCCH){1|O<1>,1|O<2>,2|C<4>,2|H<1>}	107.3930	0.000	1	107.3930	0.000	1	107.5649	0.912	8	107.5649	0.912	8	109.1565	1.278	131	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6,6]	3:4:4:1:	4:	4:3:4:	C[6,6]-3:C-4:C-4:H-1:	C-4:	C[3x6]-4:C[6,6]-3:C-4:	C(C[6,6]C[3x6]C[6,6])(CH3)2(H)	H(CC[6,6]CC)	C[6,6](C[3x6]C[5,6,6]C[6,6]H)(C[6,6]C[4x6]H)(CCCH)	C(C[6,6]C[3x6]C[6,6])(CH3)2(H)	H(CC[6,6]CC)	C[6,6](C[3x6]C[5,6,6]C[6,6]H)(C[6,6]C[4x6]H)(CCCH){1|C<3>,3|C<4>,3|H<1>}	108.1823	1.298	3	108.1823	1.298	3	107.5649	0.912	8	107.5649	0.912	8	109.1565	1.278	131	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6,6]	3:4:4:1:	4:	4:3:4:	C[6,6]-3:C-4:C-4:H-1:	C-4:	C[3x6]-4:C[6,6]-3:C-4:	C(C[6,6]C[3x6]C[6,6])(CH3)2(H)	H(CC[6,6]CC)	C[6,6](C[3x6]C[6,6]2H)(C[6,6]C[4x6]H)(CCCH)	C(C[6,6]C[3x6]C[6,6])(CH3)2(H)	H(CC[6,6]CC)	C[6,6](C[3x6]C[6,6]2H)(C[6,6]C[4x6]H)(CCCH){1|C<3>,3|C<4>,3|H<1>}	107.0910	0.516	3	107.1448	0.434	4	107.5649	0.912	8	107.5649	0.912	8	109.1565	1.278	131	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6,6]	3:4:4:1:	4:	4:3:4:	C[6,6]-3:C-4:C-4:H-1:	C-4:	C[3x6]-4:C[6,6]-3:C-4:	C(C[6,6]C[3x6]C[6,6])(CH3)2(H)	H(CC[6,6]CC)	C[6,6](C[3x6]C[6,6]2H)(C[6,6]C[4x6]H)(CCCH)	C(C[6,6]C[3x6]C[6,6])(CH3)2(H)	H(CC[6,6]CC)	C[6,6](C[3x6]C[6,6]2H)(C[6,6]C[4x6]H)(CCCH){3|H<1>,4|C<4>}	107.3060	0.000	1	107.1448	0.434	4	107.5649	0.912	8	107.5649	0.912	8	109.1565	1.278	131	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:2:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-2:C[6]-2:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6])2(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6])2(CH3){1|C<2>}	109.4420	0.055	4	109.4577	0.036	12	109.4577	0.036	12	109.5304	0.782	58	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:2:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-2:C[6]-2:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6])2(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6])2(CH3){1|C<3>,2|C<4>}	109.4656	0.022	8	109.4577	0.036	12	109.4577	0.036	12	109.5304	0.782	58	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:2:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:N[6]-2:C-4:	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]C[6,6])(N[6]S[6])(CH3)	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]C[6,6])(N[6]S[6])(CH3){2|C<3>,2|O<1>}	109.4263	0.049	3	109.4263	0.049	3	109.3796	0.882	19	109.5304	0.782	58	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:2:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:N[6]-2:C-4:	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]N[6])2(CH3)	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]N[6])2(CH3){1|C<3>,1|V<6>}	109.4903	0.031	3	109.3709	0.965	16	109.3796	0.882	19	109.5304	0.782	58	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:2:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:N[6]-2:C-4:	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]N[6])2(CH3)	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]N[6])2(CH3){1|Cu<5>,1|C<3>}	109.4784	0.042	11	109.3709	0.965	16	109.3796	0.882	19	109.5304	0.782	58	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:2:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:N[6]-2:C-4:	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]N[6])2(CH3)	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]N[6])2(CH3){1|Fe<6>,1|C<3>}	108.6005	3.550	2	109.3709	0.965	16	109.3796	0.882	19	109.5304	0.782	58	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:2:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:O[6]-2:C-4:	C(C[6]N[6]O[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6])(O[6]B[6])(CH3)	C(C[6]N[6]O[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6])(O[6]B[6])(CH3){1|C<3>,1|N<3>,2|F<1>}	109.4608	0.020	12	109.4608	0.020	12	109.7308	0.962	21	109.5304	0.782	58	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:2:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:O[6]-2:C-4:	C(C[6]N[6]O[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6])(O[6]C[6])(CH3)	C(C[6]N[6]O[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6])(O[6]C[6])(CH3){1|C<3>,2|C<4>,2|H<1>}	111.1967	1.933	3	110.4278	1.698	6	109.7308	0.962	21	109.5304	0.782	58	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:2:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:O[6]-2:C-4:	C(C[6]N[6]O[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6])(O[6]C[6])(CH3)	C(C[6]N[6]O[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6])(O[6]C[6])(CH3){2|H<1>,3|C<4>}	109.6590	1.303	3	110.4278	1.698	6	109.7308	0.962	21	109.5304	0.782	58	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:2:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:O[6]-2:C-4:	C(C[6]N[6]O[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(O[6]C[6,6])(CH3)	C(C[6]N[6]O[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(O[6]C[6,6])(CH3){1|O<2>,3|C<3>}	109.4163	0.027	3	109.4163	0.027	3	109.7308	0.962	21	109.5304	0.782	58	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:2:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:S[6]-2:C-4:	C(C[6]N[6]S[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(S[6]C[6])(CH3)	C(C[6]N[6]S[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(S[6]C[6])(CH3){3|C<3>}	109.4383	0.062	3	109.4383	0.062	3	109.4383	0.062	3	109.5304	0.782	58	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:2:4:	C[6]-3:H-1:H-1:H-1:	C-4:	O[6]-2:N[6]-2:C-4:	C(C[6]N[6]O[6])(H)3	H(CC[6]HH)	C[6](O[6]C[6,6])(N[6]S[6])(CH3)	C(C[6]N[6]O[6])(H)3	H(CC[6]HH)	C[6](O[6]C[6,6])(N[6]S[6])(CH3){1|C<4>,1|H<1>,1|N<3>}	109.4660	0.688	3	109.4660	0.688	3	109.4660	0.688	3	109.5304	0.782	58	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:3:4:	C[6]-3:Br-1:H-1:H-1:	C-4:	N[6]-2:C[6]-3:C-4:	C(C[6]C[6]N[6])(Br)(H)2	H(CC[6]BrH)	C[6](N[6]C[6,6a])(C[6]N[6]C)(CBrHH)	C(C[6]C[6]N[6])(Br)(H)2	H(CC[6]BrH)	C[6](N[6]C[6,6a])(C[6]N[6]C)(CBrHH){1|O<1>,2|C<3>}	109.7086	0.133	8	109.7086	0.133	8	109.7086	0.133	8	109.6008	1.138	152	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[5,6])(C[6]C[6]C)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[5,6])(C[6]C[6]C)(CH3){1|C<3>,1|H<1>,1|N<3>,1|S<2>}	109.4687	0.028	55	109.4687	0.028	55	109.5863	1.131	111	109.6008	1.138	152	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[5,6])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[5,6])(C[6]C[6]H)(CH3){1|C<3>,1|N<3>,1|S<2>}	109.5930	0.781	3	109.5226	0.395	9	109.5863	1.131	111	109.6008	1.138	152	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[5,6])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[5,6])(C[6]C[6]H)(CH3){1|O<2>,2|N<3>}	109.4873	0.037	6	109.5226	0.395	9	109.5863	1.131	111	109.6008	1.138	152	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[5a,6])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[5a,6])(C[6]C[6]H)(CH3){1|C<4>,1|N<3>,1|O<2>}	109.4837	0.036	3	109.4516	2.604	18	109.5863	1.131	111	109.6008	1.138	152	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[5a,6])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[5a,6])(C[6]C[6]H)(CH3){1|C<4>,2|N<3>}	109.4451	2.869	15	109.4516	2.604	18	109.5863	1.131	111	109.6008	1.138	152	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(C[6]C[6]H)(CH3){1|O<1>,2|C<3>}	109.4615	0.012	2	109.4615	0.012	2	109.5863	1.131	111	109.6008	1.138	152	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(C[6]N[6]C)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(C[6]N[6]C)(CH3){1|Ag<6>,1|C<3>,1|N<3>}	109.4840	0.079	3	110.0085	0.903	24	109.5863	1.131	111	109.6008	1.138	152	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(C[6]N[6]C)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(C[6]N[6]C)(CH3){1|Co<6>,1|C<3>,1|N<2>}	110.7867	0.653	3	110.0085	0.903	24	109.5863	1.131	111	109.6008	1.138	152	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(C[6]N[6]C)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(C[6]N[6]C)(CH3){1|Co<6>,1|C<3>,1|N<3>}	109.5087	0.320	3	110.0085	0.903	24	109.5863	1.131	111	109.6008	1.138	152	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(C[6]N[6]C)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(C[6]N[6]C)(CH3){1|Cu<6>,1|C<3>,1|N<2>}	109.4510	0.025	3	110.0085	0.903	24	109.5863	1.131	111	109.6008	1.138	152	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(C[6]N[6]C)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(C[6]N[6]C)(CH3){1|H<1>,2|C<3>}	109.4763	0.023	6	110.0085	0.903	24	109.5863	1.131	111	109.6008	1.138	152	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(C[6]N[6]C)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(C[6]N[6]C)(CH3){1|Ni<6>,1|C<3>,1|N<2>}	111.1383	0.944	3	110.0085	0.903	24	109.5863	1.131	111	109.6008	1.138	152	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(C[6]N[6]C)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(C[6]N[6]C)(CH3){1|Zn<6>,1|C<3>,1|N<2>}	110.7463	1.488	3	110.0085	0.903	24	109.5863	1.131	111	109.6008	1.138	152	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]N[5a,6])(C[6]S[6]N)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]N[5a,6])(C[6]S[6]N)(CH3){2|C<3>}	109.4463	0.027	3	109.4463	0.027	3	109.5863	1.131	111	109.6008	1.138	152	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:N[6]-3:C-4:	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]C[6,6])(N[6]C[6]H)(CH3)	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]C[6,6])(N[6]C[6]H)(CH3){1|C<3>,1|H<1>,1|N<3>}	109.4675	0.023	2	109.4675	0.023	2	109.6117	0.178	12	109.6008	1.138	152	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	2:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-2:N[6]-3:C-4:	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(N[6]C[6]Al)(CH3)	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a])(N[6]C[6]Al)(CH3){1|O<2>,2|C<3>}	109.6831	0.180	8	109.6831	0.180	8	109.6117	0.178	12	109.6008	1.138	152	109.3711	0.934	20908	109.3697	0.937	21039
