490	690	742	0:SP3_SP-NON_SP3	C	H	B[4]	4:4:1:1:	4:	4:4:4:2:	B[4]-4:C-4:H-1:H-1:	C-4:	P[4]-4:P[4]-4:C-4:O-2:	C(B[4]P[4]2O)(CCCH)(H)2	H(CB[4]CH)	B[4](P[4]B[4]CC)2(CCHH)(OS)	C(B[4]P[4]2O)(CCCH)(H)2	H(CB[4]CH)	B[4](P[4]B[4]CC)2(CCHH)(OS){1|C<4>,1|H<1>}	107.0165	0.019	2	107.0165	0.019	2	107.0165	0.019	2	107.0165	0.019	2	107.0165	0.019	2	107.0165	0.019	2
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6]Ti)(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6]Ti)(C[6]C[6]H)(CH3){1|C<3>,2|H<1>}	109.4897	0.020	3	109.4930	0.015	6	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6]Zn)(C[6]C[6]C)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6]Zn)(C[6]C[6]C)(CH3){1|C<3>,2|H<1>}	109.4597	0.030	3	109.4597	0.030	3	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6]Zn)(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6]Zn)(C[6]C[6]H)(CH3){1|C<3>,1|C<4>,1|H<1>}	109.4576	0.025	14	109.5180	0.311	93	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6]Zn)(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6]Zn)(C[6]C[6]H)(CH3){1|C<3>,1|H<1>,1|N<2>}	109.4760	0.047	5	109.5180	0.311	93	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6]Zn)(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6]Zn)(C[6]C[6]H)(CH3){1|C<3>,2|C<4>}	109.4644	0.059	17	109.5180	0.311	93	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6]Zn)(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6]Zn)(C[6]C[6]H)(CH3){1|C<3>,2|H<1>}	109.4920	0.038	3	109.5180	0.311	93	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6]Zn)(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6]Zn)(C[6]C[6]H)(CH3){1|H<1>,2|C<3>}	109.5558	0.404	54	109.5180	0.311	93	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6]Zr)(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6]Zr)(C[6]C[6]H)(CH3){1|C<3>,1|C<4>,1|H<1>}	109.4640	0.032	3	109.4640	0.032	3	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]B[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]B[6])(C[6]C[6]H)(CH3){1|C<4>,1|N<3>,1|O<2>,2|C<3>}	109.8208	1.008	6	110.1955	1.454	14	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]B[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]B[6])(C[6]C[6]H)(CH3){1|N<3>,2|F<1>,3|C<3>}	112.1983	1.827	3	110.1955	1.454	14	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]B[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]B[6])(C[6]C[6]H)(CH3){2|Br<1>,1|C<4>,1|N<3>,2|C<3>}	109.4060	0.025	2	110.1955	1.454	14	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]B[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]B[6])(C[6]C[6]H)(CH3){2|Cl<1>,1|C<4>,1|N<3>,2|C<3>}	109.4683	0.032	3	110.1955	1.454	14	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]B[6])(C[6]C[6]N)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]B[6])(C[6]C[6]N)(CH3){1|C<4>,1|O<2>,4|C<3>}	110.5887	2.206	3	110.5887	2.206	3	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]C[6])(C[6]C[6]C)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]C[6])(C[6]C[6]C)(CH3){1|C<4>,1|H<1>,1|N<3>,1|S<1>,2|C<3>}	109.4703	0.035	3	109.7725	0.656	6	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]C[6])(C[6]C[6]C)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]C[6])(C[6]C[6]C)(CH3){2|H<1>,4|C<3>}	110.0747	0.895	3	109.7725	0.656	6	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]C[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]C[6])(C[6]C[6]H)(CH3){1|C<4>,1|H<1>,1|N<3>,3|C<3>}	109.4683	0.014	3	109.5019	0.209	30	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]C[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]C[6])(C[6]C[6]H)(CH3){1|C<4>,1|N<2>,1|S<1>,2|C<3>}	109.4460	0.012	3	109.5019	0.209	30	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]C[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]C[6])(C[6]C[6]H)(CH3){1|C<4>,1|N<3>,1|O<1>,2|C<3>}	109.6277	0.619	4	109.5019	0.209	30	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]C[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]C[6])(C[6]C[6]H)(CH3){1|N<3>,1|S<1>,2|C<3>,2|C<4>}	109.4901	0.044	20	109.5019	0.209	30	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]C[6])(C[6]C[6]O)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]C[6])(C[6]C[6]O)(CH3){1|H<1>,1|O<2>,3|C<3>}	109.4737	0.042	6	109.4737	0.042	6	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]N[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]N[6])(C[6]C[6]H)(CH3){1|H<1>,4|C<3>}	109.4500	0.025	3	109.4500	0.025	3	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]Nb[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]Nb[6])(C[6]C[6]H)(CH3){1|C<4>,1|N<2>,2|C<2>,2|C<3>,2|N<3>}	109.4425	0.045	2	109.4425	0.045	2	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]P[6])(C[6]C[6]C)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]P[6])(C[6]C[6]C)(CH3){1|Br<1>,1|C<4>,1|N<3>,2|C<3>}	109.4677	0.069	4	109.4677	0.069	4	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]P[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]P[6])(C[6]C[6]H)(CH3){1|Cl<1>,1|C<4>,1|N<3>,2|C<3>}	109.4650	0.023	2	109.4650	0.023	2	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]S[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]C[6a]S[6])(C[6]C[6]H)(CH3){1|C<4>,2|O<1>,3|C<3>}	109.4705	0.008	2	109.4705	0.008	2	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]N[5a,6]Ir)(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]N[5a,6]Ir)(C[6]C[6]H)(CH3){1|C<4>,2|C<3>}	109.4697	0.072	3	109.4697	0.072	3	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]Nb[3,6]C[6a])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]Nb[3,6]C[6a])(C[6]C[6]H)(CH3){1|N<3>,2|C<3>,2|C<4>,2|N<2>}	109.4857	0.021	3	109.4857	0.021	3	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]Nb[3x3,5,6]C[6a])(C[6]C[6]H)(CH3)	C(C[6]C[6]N[6])(H)3	H(CC[6]HH)	C[6](N[6]Nb[3x3,5,6]C[6a])(C[6]C[6]H)(CH3){1|N<2>,1|N<3>,2|C<3>,5|C<4>}	109.4377	0.045	3	109.4377	0.045	3	109.5373	0.544	2702	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:N[6]-3:C-4:	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a]H)2(CH3)	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]C[6,6a]H)2(CH3){3|C<3>}	109.5137	0.016	3	109.5137	0.016	3	109.8286	1.059	19	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:N[6]-3:C-4:	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]C[6]Cu)2(CH3)	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]C[6]Cu)2(CH3){1|C<3>,2|N<3>}	109.4875	0.069	4	109.4875	0.069	4	109.8286	1.059	19	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:N[6]-3:C-4:	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]C[6]H)2(CH3)	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]C[6]H)2(CH3){1|C<3>,1|C<4>,1|O<1>}	111.6923	1.967	3	111.6923	1.967	3	109.8286	1.059	19	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	N[6]-3:N[6]-3:C-4:	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]C[6]Zn)2(CH3)	C(C[6]N[6]2)(H)3	H(CC[6]HH)	C[6](N[6]C[6]Zn)2(CH3){1|C<3>,2|N<3>}	109.4639	0.085	9	109.4639	0.085	9	109.8286	1.059	19	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:O-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(C[6]C[6]N[6])(H)2(O)	H(CC[6]HO)	C[6](N[6]C[6]Hg)(C[6]C[6]H)(CHHO)	C(C[6]C[6]N[6])(H)2(O)	H(CC[6]HO)	C[6](N[6]C[6]Hg)(C[6]C[6]H)(CHHO){1|C<3>,2|H<1>}	109.3785	0.029	2	109.3785	0.029	2	109.3785	0.029	2	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:4:4:	C[6]-3:Cl-1:H-1:H-1:	C-4:	C[5,6]-3:C[6]-4:C-4:	C(C[6]C[5,6]C[6])(Cl)(H)2	H(CC[6]ClH)	C[6](C[5,6]C[5,6]C[5])(C[6]C[6]2H)(CClHH)	C(C[6]C[5,6]C[6])(Cl)(H)2	H(CC[6]ClH)	C[6](C[5,6]C[5,6]C[5])(C[6]C[6]2H)(CClHH){1|C<3>,2|H<1>,2|O<2>,6|C<4>}	109.8675	0.023	2	109.8675	0.023	2	109.8675	0.023	2	109.5448	0.938	200	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:4:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[5,6]-3:C[6,6]-4:C-4:	C(C[6]C[5,6]C[6,6])(H)3	H(CC[6]HH)	C[6](C[5,6]C[5,6]C[5])(C[6,6]C[6]3)(CH3)	C(C[6]C[5,6]C[6,6])(H)3	H(CC[6]HH)	C[6](C[5,6]C[5,6]C[5])(C[6,6]C[6]3)(CH3){1|C<3>,1|N<3>,1|O<1>,1|O<2>,2|C<4>,6|H<1>}	109.4920	0.331	3	109.4920	0.331	3	109.4920	0.331	3	109.5448	0.938	200	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:4:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[5,6]-3:C[6]-4:C-4:	C(C[6]C[5,6]C[6])(H)3	H(CC[6]HH)	C[6](C[5,6]C[3,5]C[5,6])(C[6]N[6]HH)(CH3)	C(C[6]C[5,6]C[6])(H)3	H(CC[6]HH)	C[6](C[5,6]C[3,5]C[5,6])(C[6]N[6]HH)(CH3){1|C<3>,1|H<1>,1|S<4>,4|C<4>}	109.4837	0.062	3	109.4837	0.062	3	109.4658	0.066	23	109.5448	0.938	200	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:4:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[5,6]-3:C[6]-4:C-4:	C(C[6]C[5,6]C[6])(H)3	H(CC[6]HH)	C[6](C[5,6]C[3x5,6]C[5])(C[6]C[6]HH)(CH3)	C(C[6]C[5,6]C[6])(H)3	H(CC[6]HH)	C[6](C[5,6]C[3x5,6]C[5])(C[6]C[6]HH)(CH3){1|O<1>,2|C<3>,2|C<4>,2|H<1>}	109.4745	0.005	2	109.4745	0.005	2	109.4658	0.066	23	109.5448	0.938	200	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:4:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[5,6]-3:C[6]-4:C-4:	C(C[6]C[5,6]C[6])(H)3	H(CC[6]HH)	C[6](C[5,6]C[5,6]2)(C[6]C[5,6]HH)(CH3)	C(C[6]C[5,6]C[6])(H)3	H(CC[6]HH)	C[6](C[5,6]C[5,6]2)(C[6]C[5,6]HH)(CH3){1|C<3>,3|H<1>,4|C<4>}	109.4712	0.034	4	109.4712	0.034	4	109.4658	0.066	23	109.5448	0.938	200	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:4:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[5,6]-3:C[6]-4:C-4:	C(C[6]C[5,6]C[6])(H)3	H(CC[6]HH)	C[6](C[5,6]C[5,6]C[5])(C[6]C[5,6]O[6]H)(CH3)	C(C[6]C[5,6]C[6])(H)3	H(CC[6]HH)	C[6](C[5,6]C[5,6]C[5])(C[6]C[5,6]O[6]H)(CH3){2|H<1>,3|C<3>,4|C<4>}	109.4616	0.036	5	109.4616	0.036	5	109.4658	0.066	23	109.5448	0.938	200	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:4:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[5,6]-3:C[6]-4:C-4:	C(C[6]C[5,6]C[6])(H)3	H(CC[6]HH)	C[6](C[5,6]C[5,6]C[5])(C[6]C[6,6]HH)(CH3)	C(C[6]C[5,6]C[6])(H)3	H(CC[6]HH)	C[6](C[5,6]C[5,6]C[5])(C[6]C[6,6]HH)(CH3){1|N<3>,2|C<3>,2|C<4>,2|H<1>}	109.4617	0.195	3	109.4617	0.195	3	109.4658	0.066	23	109.5448	0.938	200	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:4:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[5,6]-3:C[6]-4:C-4:	C(C[6]C[5,6]C[6])(H)3	H(CC[6]HH)	C[6](C[5,6]C[5,6]C[5])(C[6]C[6]HH)(CH3)	C(C[6]C[5,6]C[6])(H)3	H(CC[6]HH)	C[6](C[5,6]C[5,6]C[5])(C[6]C[6]HH)(CH3){1|O<1>,1|O<2>,2|H<1>,3|C<4>}	109.4583	0.027	3	109.4583	0.027	3	109.4658	0.066	23	109.5448	0.938	200	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:4:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[5,6]-3:C[6]-4:C-4:	C(C[6]C[5,6]C[6])(H)3	H(CC[6]HH)	C[6](C[5,6]C[5,6a]C[5,6])(C[6]C[6]CH)(CH3)	C(C[6]C[5,6]C[6])(H)3	H(CC[6]HH)	C[6](C[5,6]C[5,6a]C[5,6])(C[6]C[6]CH)(CH3){2|C<4>,4|C<3>}	109.4533	0.017	3	109.4533	0.017	3	109.4658	0.066	23	109.5448	0.938	200	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:4:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6,6]-3:C[6,6]-4:C-4:	C(C[6]C[6,6]2)(H)3	H(CC[6]HH)	C[6](C[6,6]C[6,6]C[6])(C[6,6]C[6]3)(CH3)	C(C[6]C[6,6]2)(H)3	H(CC[6]HH)	C[6](C[6,6]C[6,6]C[6])(C[6,6]C[6]3)(CH3){1|C<3>,1|O<2>,5|H<1>,6|C<4>}	113.3007	0.614	3	113.3007	0.614	3	113.3007	0.614	3	109.5448	0.938	200	109.3711	0.934	20908	109.3697	0.937	21039
