358    474     4:4:    4:2:4:1:    C[5,3x6]-4:C[5,6]-4:     C[5,6,6]-4:O[5]-2:C[6]-4:H-1:     Y    O[5](C[5,3x6]C[5,4x6]C[6,6]C[6])(C[5,6]C[5,6,6]C[6]H)    C[5,6](C[5,6,6]C[5,4x6]C[6]2)(O[5]C[5,3x6])(C[6]C[6]OO)(H)     O[5](C[5,3x6]C[5,4x6]C[6,6]C[6])(C[5,6]C[5,6,6]C[6]H){1|C<3>,1|O<1>,2|H<1>,3|O<2>,5|C<4>}    C[5,6](C[5,6,6]C[5,4x6]C[6]2)(O[5]C[5,3x6])(C[6]C[6]OO)(H){1|O<1>,1|O<2>,2|C<3>,3|C<4>,4|H<1>}   1.4396    0.0000    1     1.4396     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5,6]-4:C[5,6]-4:     C[5,5,6]-4:O[5]-2:C[6]-4:H-1:     Y    O[5](C[5,5,6]C[5,5,6]C[5,6]C[5])(C[5,6]C[5,5,6]C[6]H)    C[5,6](C[5,5,6]C[5,5,6]C[5]C[6])(O[5]C[5,5,6])(C[6]C[6]CC)(H)     O[5](C[5,5,6]C[5,5,6]C[5,6]C[5])(C[5,6]C[5,5,6]C[6]H){1|O<1>,2|H<1>,3|C<3>,6|C<4>}    C[5,6](C[5,5,6]C[5,5,6]C[5]C[6])(O[5]C[5,5,6])(C[6]C[6]CC)(H){1|O<1>,1|O<2>,2|C<4>,3|C<3>,3|H<1>}   1.4414    0.0000    1     1.4414     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5,6]-4:C[5,6]-4:     C[5,6,6]-4:O[5,6]-2:C[5]-4:H-1:     Y    O[5,6](C[5,5,6]C[5,6]C[5]2)(C[5,6]C[5,6,6]C[5]H)    C[5,6](C[5,6,6]C[5,6,6]C[6]O[5])(O[5,6]C[5,5,6])(C[5]C[5]HO)(H)     O[5,6](C[5,5,6]C[5,6]C[5]2)(C[5,6]C[5,6,6]C[5]H){2|O<2>,4|C<4>,6|H<1>}    C[5,6](C[5,6,6]C[5,6,6]C[6]O[5])(O[5,6]C[5,5,6])(C[5]C[5]HO)(H){1|O<2>,4|H<1>,5|C<4>}   1.4286    0.0000    1     1.4286     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5,6]-4:C[5,6]-4:     C[5,6]-4:O[5]-2:C[6]-4:H-1:     Y    O[5](C[5,5,6]C[5,5,6]C[5,6]O[5])(C[5,6]C[5,6]C[6]H)    C[5,6](C[5,6]C[6]O[5]H)(O[5]C[5,5,6])(C[6]C[6]HO)(H)     O[5](C[5,5,6]C[5,5,6]C[5,6]O[5])(C[5,6]C[5,6]C[6]H){1|O<2>,4|H<1>,6|C<4>}    C[5,6](C[5,6]C[6]O[5]H)(O[5]C[5,5,6])(C[6]C[6]HO)(H){2|H<1>,2|O<2>,3|C<4>}   1.4513    0.0000    1     1.4513     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5,6]-4:C[5,6]-4:     C[6,6]-4:O[5,6]-2:C[5]-4:H-1:     Y    O[5,6](C[5,5,6]C[5,6]C[5]2)(C[5,6]C[6,6]C[5]H)    C[5,6](C[6,6]C[6,6]C[6]H)(O[5,6]C[5,5,6])(C[5]C[5]CO)(H)     O[5,6](C[5,5,6]C[5,6]C[5]2)(C[5,6]C[6,6]C[5]H){3|O<2>,4|H<1>,5|C<4>}    C[5,6](C[6,6]C[6,6]C[6]H)(O[5,6]C[5,5,6])(C[5]C[5]CO)(H){2|H<1>,3|O<2>,4|C<4>}   1.4312    0.0000    1     1.4312     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5,6]-4:C[5]-4:     C[5,6]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5,6]C[5,5,6,6]C[6,6a]O[5])(C[5]C[5,6]CH)    C[5](C[5,6]C[5,5,6,6]C[6]H)(O[5]C[5,5,6])(CH3)(H)     O[5](C[5,5,6]C[5,5,6,6]C[6,6a]O[5])(C[5]C[5,6]CH){1|C<4>,1|H<1>,5|C<3>}    C[5](C[5,6]C[5,5,6,6]C[6]H)(O[5]C[5,5,6])(CH3)(H){1|C<4>,2|O<2>,4|C<3>}   1.4497    0.0000    1     1.4497     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5,6]-4:C[5]-4:     C[5,6]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5,6]C[5,6]O[5,6]C[5])(C[5]C[5,6]CH)    C[5](C[5,6]O[5,6]C[6]H)(O[5]C[5,5,6])(CCCO)(H)     O[5](C[5,5,6]C[5,6]O[5,6]C[5])(C[5]C[5,6]CH){1|O<2>,3|H<1>,4|C<4>}    C[5](C[5,6]O[5,6]C[6]H)(O[5]C[5,5,6])(CCCO)(H){2|H<1>,3|C<4>}   1.4432    0.0000    1     1.4432     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5,5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[3x5]C[5]H)(C[5]C[5,5]CH)    C[5](C[5,5]C[3x5]O[5]H)(O[5]C[5,5])(CHHO)(H)     O[5](C[5,5]C[3x5]C[5]H)(C[5]C[5,5]CH){1|H<1>,1|N<3>,2|O<2>,3|C<3>}    C[5](C[5,5]C[3x5]O[5]H)(O[5]C[5,5])(CHHO)(H){1|C<3>,1|H<1>,1|O<2>,2|C<4>}   1.4496    0.0000    1     1.4496     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5,5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[3x5]C[5]O)(C[5]C[5,5]CH)    C[5](C[5,5]C[3x5]C[5,6]H)(O[5]C[5,5])(CH3)(H)     O[5](C[5,5]C[3x5]C[5]O)(C[5]C[5,5]CH){1|N<3>,2|C<3>,2|C<4>,2|H<1>}    C[5](C[5,5]C[3x5]C[5,6]H)(O[5]C[5,5])(CH3)(H){1|H<1>,1|O<2>,2|C<4>,3|C<3>}   1.4409    0.0000    1     1.4409     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5,5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,5]C[5]O[5])(C[5]C[5,5]CH)    C[5](C[5,5]C[5,5]O[5]H)(O[5]C[5,5])(CHHO)(H)     O[5](C[5,5]C[5,5]C[5]O[5])(C[5]C[5,5]CH){1|C<4>,3|O<2>,4|H<1>}    C[5](C[5,5]C[5,5]O[5]H)(O[5]C[5,5])(CHHO)(H){1|H<1>,2|C<4>,2|O<2>}   1.4450    0.0006    2     1.4450     0.0006    2
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,5]C[5]H)(C[5]C[5]CH)    C[5](C[5]C[5,5]HH)(O[5]C[5,5])(CHHO)(H)     O[5](C[5,5]C[5,5]C[5]H)(C[5]C[5]CH){1|C<3>,1|O<2>,5|H<1>}    C[5](C[5]C[5,5]HH)(O[5]C[5,5])(CHHO)(H){1|C<4>,1|O<2>,2|H<1>}   1.4298    0.0000    1     1.4298     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,5]C[5]O)(C[5]C[5]CH)    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CCHO)(H)     O[5](C[5,5]C[5,5]C[5]O)(C[5]C[5]CH){1|C<3>,2|O<2>,4|H<1>}    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CCHO)(H){1|C<4>,1|H<1>,2|O<2>}   1.4428    0.0000    1     1.4428     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,5]N[5]H)(C[5]C[5]CH)    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CCHO)(H)     O[5](C[5,5]C[5,5]N[5]H)(C[5]C[5]CH){1|N<3>,1|O<2>,2|C<3>,2|H<1>}    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CCHO)(H){2|H<1>,2|N<3>}   1.4451    0.0078    2     1.4451     0.0078    2
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,5]N[5]H)(C[5]C[5]CH)    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CHHO)(H)     O[5](C[5,5]C[5,5]N[5]H)(C[5]C[5]CH){1|C<3>,2|H<1>,2|O<2>}    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CHHO)(H){1|N<2>,1|O<2>,2|H<1>}   1.4330    0.0000    1     1.4330     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH)    C[5](C[5]C[5,5]CH)(O[5]C[5,5])(CHHO)(H)     O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH){1|O<2>,2|C<4>,2|H<1>}    C[5](C[5]C[5,5]CH)(O[5]C[5,5])(CHHO)(H){2|H<1>,2|O<2>}   1.4433    0.0000    1     1.4433     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH)    C[5](C[5]C[5,5]ClN)(O[5]C[5,5])(CHHO)(H)     O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH){1|Cl<1>,1|C<4>,1|H<1>,1|N<2>,1|O<2>}    C[5](C[5]C[5,5]ClN)(O[5]C[5,5])(CHHO)(H){2|H<1>,2|O<2>}   1.4309    0.0000    1     1.4309     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH)    C[5](C[5]C[5,5]HH)(O[5]C[5,5])(CHHO)(H)     O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH){1|C<4>,1|O<2>,3|H<1>}    C[5](C[5]C[5,5]HH)(O[5]C[5,5])(CHHO)(H){2|H<1>,2|O<2>}   1.4446    0.0000    1     1.4446     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH)    C[5](C[5]C[5,5]HN)(O[5]C[5,5])(CHHN)(H)     O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH){1|C<4>,1|N<4>,1|O<2>,2|H<1>}    C[5](C[5]C[5,5]HN)(O[5]C[5,5])(CHHN)(H){2|H<1>,2|O<2>}   1.4259    0.0000    1     1.4259     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH)    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CCCH)(H)     O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH){1|C<4>,2|H<1>,2|O<2>}    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CCCH)(H){2|H<1>,2|O<2>}   1.4410    0.0000    1     1.4410     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH)    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CCHN)(H)     O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH){1|C<4>,2|H<1>,2|O<2>}    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CCHN)(H){2|H<1>,2|O<2>}   1.4327    0.0043    3     1.4327     0.0043    3
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH)    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CCHO)(H)     O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH){1|C<4>,1|O<2>,1|O<3>,2|H<1>}    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CCHO)(H){2|H<1>,2|O<2>}   1.4388    0.0044    2     1.4368     0.0039    5
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH)    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CCHO)(H)     O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH){1|C<4>,2|H<1>,2|O<2>}    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CCHO)(H){2|H<1>,2|O<2>}   1.4354    0.0038    3     1.4368     0.0039    5
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH)    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CC[5]HH)(H)     O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH){1|C<4>,2|H<1>,2|O<2>}    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CC[5]HH)(H){2|H<1>,2|O<2>}   1.4285    0.0000    1     1.4285     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH)    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CN[5a]HH)(H)     O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH){1|C<4>,2|H<1>,2|O<2>}    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CN[5a]HH)(H){2|H<1>,2|O<2>}   1.4412    0.0000    1     1.4412     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH)    C[5](C[5]C[5,5]HS)(O[5]C[5,5])(CCHO)(H)     O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH){1|C<4>,1|O<2>,1|S<2>,2|H<1>}    C[5](C[5]C[5,5]HS)(O[5]C[5,5])(CCHO)(H){2|H<1>,2|O<2>}   1.4444    0.0004    2     1.4444     0.0004    2
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH)    C[5](C[5]C[5,5]N[5a]H)(O[5]C[5,5])(CN[5a]HH)(H)     O[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]CH){1|C<4>,1|N<3>,1|O<2>,2|H<1>}    C[5](C[5]C[5,5]N[5a]H)(O[5]C[5,5])(CN[5a]HH)(H){1|C<3>,1|N<2>,2|H<1>,2|O<2>}   1.4378    0.0000    1     1.4378     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5,6a]C[5,5]H)(C[5]C[5]CH)    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CHHO)(H)     O[5](C[5,5]C[5,6a]C[5,5]H)(C[5]C[5]CH){2|C<3>,2|H<1>,2|O<2>}    C[5](C[5]C[5,5]HO)(O[5]C[5,5])(CHHO)(H){1|C<3>,1|O<2>,2|H<1>}   1.4338    0.0000    1     1.4338     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5]2O[5])(C[5]C[5]CH)    C[5](C[5]C[5]HH)(O[5]C[5,5])(CH3)(H)     O[5](C[5,5]C[5]2O[5])(C[5]C[5]CH){2|C<4>,6|H<1>}    C[5](C[5]C[5]HH)(O[5]C[5,5])(CH3)(H){1|C<4>,1|O<2>,2|H<1>}   1.4417    0.0007    2     1.4417     0.0007    2
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]C[5]2O[5])(C[5]C[5]CH)    C[5](C[5]O[5]CH)(O[5]C[5,5])(CC[6a]2O)(H)     O[5](C[5,5]C[5]2O[5])(C[5]C[5]CH){3|C<4>,5|H<1>}    C[5](C[5]O[5]CH)(O[5]C[5,5])(CC[6a]2O)(H){2|C<4>}   1.4316    0.0000    1     1.4316     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,5]-4:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,5]N[5,5]C[5]C)(C[5]C[5]CH)    C[5](C[5]N[5,5]CH)(O[5]C[5,5])(CH3)(H)     O[5](C[5,5]N[5,5]C[5]C)(C[5]C[5]CH){1|C<4>,1|H<1>,2|C<3>,2|O<2>}    C[5](C[5]N[5,5]CH)(O[5]C[5,5])(CH3)(H){1|C<3>,2|C<4>}   1.4388    0.0000    1     1.4388     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,6,6]-4:C[5,6]-4:     C[5,5]-4:O[5,6]-2:C[6]-4:H-1:     Y    O[5,6](C[5,6,6]C[5,5,6]C[6]2)(C[5,6]C[5,5]C[6]H)    C[5,6](C[5,5]C[5,5,6]C[5]H)(O[5,6]C[5,6,6])(C[6]C[6]HH)(H)     O[5,6](C[5,6,6]C[5,5,6]C[6]2)(C[5,6]C[5,5]C[6]H){2|C<4>,3|C<3>,5|H<1>}    C[5,6](C[5,5]C[5,5,6]C[5]H)(O[5,6]C[5,6,6])(C[6]C[6]HH)(H){1|O<2>,2|C<4>,2|H<1>,3|C<3>}   1.4433    0.0000    1     1.4433     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,6]-4:C[5,6]-4:     C[3,5]-4:O[5,6]-2:C[6]-4:H-1:     Y    O[5,6](C[5,6]C[3,5]C[6]H)2    C[5,6](C[3,5]C[3,5]O[3]H)(O[5,6]C[5,6])(C[6]O[6]FH)(H)     O[5,6](C[5,6]C[3,5]C[6]H)2{1|F<1>,2|O<2>,5|H<1>}    C[5,6](C[3,5]C[3,5]O[3]H)(O[5,6]C[5,6])(C[6]O[6]FH)(H){1|C<4>,2|H<1>}   1.4380    0.0056    2     1.4380     0.0056    2
358    474     4:4:    4:2:4:1:    C[5,6]-4:C[5,6]-4:     C[3,6]-4:O[5,6]-2:C[5]-4:H-1:     Y    O[5,6](C[5,6]C[3,6]C[5]H)(C[5,6]C[6]O[5]H)    C[5,6](C[3,6]C[3,6]O[3]H)(O[5,6]C[5,6])(C[5]O[5]HH)(H)     O[5,6](C[5,6]C[3,6]C[5]H)(C[5,6]C[6]O[5]H){1|C<4>,2|O<2>,4|H<1>}    C[5,6](C[3,6]C[3,6]O[3]H)(O[5,6]C[5,6])(C[5]O[5]HH)(H){1|C<4>,2|H<1>}   1.4426    0.0074    3     1.4426     0.0074    3
358    474     4:4:    4:2:4:1:    C[5,6]-4:C[5,6]-4:     C[5,6]-4:O[5,6]-2:C[5]-4:H-1:     Y    O[5,6](C[5,6]C[5,6]C[5]H)(C[5,6]C[6]O[5]C)    C[5,6](C[5,6]C[5,6]O[5]H)(O[5,6]C[5,6])(C[5]O[5]HH)(H)     O[5,6](C[5,6]C[5,6]C[5]H)(C[5,6]C[6]O[5]C){1|C<4>,2|O<2>,4|H<1>}    C[5,6](C[5,6]C[5,6]O[5]H)(O[5,6]C[5,6])(C[5]O[5]HH)(H){1|H<1>,1|O<2>,3|C<4>}   1.4355    0.0000    1     1.4355     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,6]-4:C[5,6]-4:     C[5,6]-4:O[5,6]-2:C[5]-4:H-1:     Y    O[5,6](C[5,6]C[5,6]C[5]H)(C[5,6]C[6]O[5]H)    C[5,6](C[5,6]C[5,6]C[5]H)(O[5,6]C[5,6])(C[5]O[5]HH)(H)     O[5,6](C[5,6]C[5,6]C[5]H)(C[5,6]C[6]O[5]H){1|O<1>,2|C<4>,3|H<1>}    C[5,6](C[5,6]C[5,6]C[5]H)(O[5,6]C[5,6])(C[5]O[5]HH)(H){1|N<3>,2|C<3>,2|C<4>,2|H<1>}   1.4441    0.0000    1     1.4441     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,6]-4:C[5,6]-4:     C[5,6]-4:O[5,6]-2:C[5]-4:H-1:     Y    O[5,6](C[5,6]C[5,6]C[5]H)(C[5,6]C[6]O[5]H)    C[5,6](C[5,6]C[5,6]O[5]H)(O[5,6]C[5,6])(C[5]O[5]HH)(H)     O[5,6](C[5,6]C[5,6]C[5]H)(C[5,6]C[6]O[5]H){1|C<4>,2|O<2>,4|H<1>}    C[5,6](C[5,6]C[5,6]O[5]H)(O[5,6]C[5,6])(C[5]O[5]HH)(H){1|O<2>,2|C<4>,2|H<1>}   1.4388    0.0000    1     1.4388     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,6]-4:C[5,6]-4:     C[5,6]-4:O[5,6]-2:C[6]-4:H-1:     Y    O[5,6](C[5,6]C[5,6]C[6]H)2    C[5,6](C[5,6]C[5,6]C[6]H)(O[5,6]C[5,6])(C[6]C[6]CH)(H)     O[5,6](C[5,6]C[5,6]C[6]H)2{2|C<3>,2|C<4>,5|H<1>}    C[5,6](C[5,6]C[5,6]C[6]H)(O[5,6]C[5,6])(C[6]C[6]CH)(H){1|C<3>,1|O<1>,3|C<4>,3|H<1>}   1.4397    0.0000    1     1.4397     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,6]-4:C[5,6]-4:     C[5,6]-4:O[5,6]-2:C[6]-4:H-1:     Y    O[5,6](C[5,6]C[5,6]C[6]H)2    C[5,6](C[5,6]C[5,6]C[6]H)(O[5,6]C[5,6])(C[6]C[6]HH)(H)     O[5,6](C[5,6]C[5,6]C[6]H)2{1|C<4>,3|C<3>,4|H<1>}    C[5,6](C[5,6]C[5,6]C[6]H)(O[5,6]C[5,6])(C[6]C[6]HH)(H){1|O<2>,2|C<3>,2|C<4>,3|H<1>}   1.4409    0.0000    1     1.4409     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,6]-4:C[5,6]-4:     C[5]-4:O[5,6]-2:C[6]-4:H-1:     Y    O[5,6](C[5,6]C[5]C[6]H)2    C[5,6](C[5]C[6a]C[5]H)(O[5,6]C[5,6])(C[6]C[6]CH)(H)     O[5,6](C[5,6]C[5]C[6]H)2{2|C<3>,2|C<4>,5|H<1>}    C[5,6](C[5]C[6a]C[5]H)(O[5,6]C[5,6])(C[6]C[6]CH)(H){1|C<4>,1|O<1>,2|C<3>,3|H<1>}   1.4281    0.0034    2     1.4281     0.0034    2
358    474     4:4:    4:2:4:1:    C[5,6]-4:C[5,6]-4:     C[6]-4:O[5,6]-2:C[5]-4:H-1:     Y    O[5,6](C[5,6]C[3,6]O[5]H)(C[5,6]C[5]C[6]H)    C[5,6](C[6]C[3,6]FH)(O[5,6]C[5,6])(C[5]O[5]HH)(H)     O[5,6](C[5,6]C[3,6]O[5]H)(C[5,6]C[5]C[6]H){1|C<4>,1|F<1>,1|O<2>,4|H<1>}    C[5,6](C[6]C[3,6]FH)(O[5,6]C[5,6])(C[5]O[5]HH)(H){1|C<4>,1|O<2>,2|H<1>}   1.4395    0.0000    1     1.4395     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,6]-4:C[5,6]-4:     C[6]-4:O[5,6]-2:C[5]-4:H-1:     Y    O[5,6](C[5,6]C[3,6]O[5]H)(C[5,6]C[5]C[6]H)    C[5,6](C[6]C[3,6]HO)(O[5,6]C[5,6])(C[5]O[5]HH)(H)     O[5,6](C[5,6]C[3,6]O[5]H)(C[5,6]C[5]C[6]H){1|C<4>,2|O<2>,4|H<1>}    C[5,6](C[6]C[3,6]HO)(O[5,6]C[5,6])(C[5]O[5]HH)(H){1|C<4>,1|O<2>,2|H<1>}   1.4404    0.0000    1     1.4404     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,6]-4:C[5,6]-4:     C[6]-4:O[5,6]-2:C[5]-4:H-1:     Y    O[5,6](C[5,6]C[5,6]O[5]H)(C[5,6]C[5]C[6]H)    C[5,6](C[6]C[5,6]HO)(O[5,6]C[5,6])(C[5]O[5]HH)(H)     O[5,6](C[5,6]C[5,6]O[5]H)(C[5,6]C[5]C[6]H){1|C<4>,2|O<2>,4|H<1>}    C[5,6](C[6]C[5,6]HO)(O[5,6]C[5,6])(C[5]O[5]HH)(H){1|C<4>,1|O<2>,2|H<1>}   1.4422    0.0024    2     1.4422     0.0024    2
358    474     4:4:    4:2:4:1:    C[5,6]-4:C[5,6]-4:     C[6]-4:O[5,6]-2:C[5]-4:H-1:     Y    O[5,6](C[5,6]C[5]C[6]H)2    C[5,6](C[6]C[6]N[5]H)(O[5,6]C[5,6])(C[5]C[5]HH)(H)     O[5,6](C[5,6]C[5]C[6]H)2{1|C<4>,1|N<3>,7|H<1>}    C[5,6](C[6]C[6]N[5]H)(O[5,6]C[5,6])(C[5]C[5]HH)(H){1|C<3>,1|O<2>,2|C<4>,4|H<1>}   1.4429    0.0061    4     1.4429     0.0061    4
358    474     4:4:    4:2:4:1:    C[5,6]-4:C[5,6]-4:     C[6]-4:O[5,6]-2:C[5]-4:H-1:     Y    O[5,6](C[5,6]N[6,6a]C[5]H)(C[5,6]C[5]C[6]H)    C[5,6](C[6]C[6,6a]HO)(O[5,6]C[5,6])(C[5]C[5]HO)(H)     O[5,6](C[5,6]N[6,6a]C[5]H)(C[5,6]C[5]C[6]H){2|C<3>,3|H<1>,3|O<2>}    C[5,6](C[6]C[6,6a]HO)(O[5,6]C[5,6])(C[5]C[5]HO)(H){1|C<3>,1|N<3>,1|O<2>,2|H<1>}   1.4362    0.0000    1     1.4362     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,6]-4:C[5]-4:     C[5,5,6]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,6]C[5,5,6,6]C[6]H)(C[5]C[5,5,6]CH)    C[5](C[5,5,6]C[5,5,6,6]C[5]C[6])(O[5]C[5,6])(CHHO)(H)     O[5](C[5,6]C[5,5,6,6]C[6]H)(C[5]C[5,5,6]CH){1|H<1>,3|C<4>,3|O<2>}    C[5](C[5,5,6]C[5,5,6,6]C[5]C[6])(O[5]C[5,6])(CHHO)(H){1|O<2>,4|C<4>,5|H<1>}   1.4404    0.0000    1     1.4404     0.0000    1
358    474     4:4:    4:2:4:1:    C[5,6]-4:C[5]-4:     C[5,6]-4:O[5]-2:C-4:H-1:     Y    O[5](C[5,6]O[5,6]C[6]H)(C[5]C[5,6]CH)    C[5](C[5,6]O[5,6]C[6]H)(O[5]C[5,6])(CHHO)(H)     O[5](C[5,6]O[5,6]C[6]H)(C[5]C[5,6]CH){2|H<1>,3|C<4>}    C[5](C[5,6]O[5,6]C[6]H)(O[5]C[5,6])(CHHO)(H){1|C<3>,2|C<4>,2|H<1>}   1.4466    0.0000    1     1.4466     0.0000    1
