960    998     SP3_SP3    N:S    4:1:    2:2:1:1:    H-3:P-3_3_2_0     O-3_0:O-3_0:O-3:S-3     O(POOS)(H)    P(OH)2(O)(S)     O(POOS)(H)    P(OH)2(O)(S)   1.5778    0.0065    3     1.5778     0.0065    3
960    998     SP3_SP3    N:S    4:1:    2:2:1:1:    H-3:P-3_3_2_2     O-3_0:O-3_0:O-3:O-3     O(PO3)(H)    P(OH)2(O)2     O(PO3)(H)    P(OH)2(O)2   1.5774    0.0108    86     1.5774     0.0108    86
960    998     SP3_SP3    N:S    4:1:    2:2:1:1:    H-3:P-3_3_2_2     O-3_0:O-3_3:O-3:O-3     O(PO3)(H)    P(OC)(OH)(O)2     O(PO3)(H)    P(OC)(OH)(O)2   1.5800    0.0061    2     1.5800     0.0061    2
960    998     SP3_SP3    N:S    4:1:    2:2:2:1:    H-3:P-3_3_3_2     O-3_0:O-3_0:O-3_0:O-3     O(PO3)(H)    P(OH)3(O)     O(PO3)(H)    P(OH)3(O)   1.5732    0.0041    11     1.5732     0.0041    11
960    998     SP3_SP3    N:S    4:1:    3:2:1:1:    H-3:P-3_2_2_2     C-3_2_2:O-3_0:O-3:O-3     O(PCOO)(H)    P(CNN)(OH)(O)2     O(PCOO)(H)    P(CNN)(OH)(O)2   1.5869    0.0000    1     1.5869     0.0000    1
960    998     SP3_SP3    N:S    4:1:    3:2:1:1:    H-3:P-3_2_2_2     C[6a]-3_2_2:O-3_0:O-3:O-3     O(PC[6a]OO)(H)    P(C[6a]C[6a,6a]C[6a])(OH)(O)2     O(PC[6a]OO)(H)    P(C[6a]C[6a,6a]C[6a])(OH)(O)2   1.5792    0.0004    2     1.5792     0.0004    2
960    998     SP3_SP3    N:S    4:1:    3:2:1:1:    H-3:P-3_2_2_2     C[6a]-3_2_2:O-3_0:O-3:O-3     O(PC[6a]OO)(H)    P(C[6a]C[6a]2)(OH)(O)2     O(PC[6a]OO)(H)    P(C[6a]C[6a]2)(OH)(O)2   1.5765    0.0045    17     1.5765     0.0045    17
960    998     SP3_SP3    N:S    4:1:    3:2:2:1:    H-3:P-3_3_2_2     C[6a]-3_2_2:O-3_0:O-3_0:O-3     O(PC[6a]OO)(H)    P(C[6a]C[6a]2)(OH)2(O)     O(PC[6a]OO)(H)    P(C[6a]C[6a]2)(OH)2(O)   1.5776    0.0040    2     1.5776     0.0040    2
960    998     SP3_SP3    N:S    4:1:    3:3:4:2:    H-3:P-3_3_2_2     C-3_3_0_0:C[6a]-3_2_2:C[6a]-3_2_2:O-3_0     O(PC[6a]2C)(H)    P(C[6a]C[6a]2)2(CCHH)(OH)     O(PC[6a]2C)(H)    P(C[6a]C[6a]2)2(CCHH)(OH)   1.6413    0.0000    1     1.6413     0.0000    1
960    998     SP3_SP3    N:S    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_0_0_0:O-3_0:O-3:O-3     O(PCOO)(H)    P(CH3)(OH)(O)2     O(PCOO)(H)    P(CH3)(OH)(O)2   1.5711    0.0000    1     1.5711     0.0000    1
960    998     SP3_SP3    N:S    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_2_0_0:O-3_0:O-3:O-3     O(PCOO)(H)    P(CCHH)(OH)(O)2     O(PCOO)(H)    P(CCHH)(OH)(O)2   1.5767    0.0051    16     1.5767     0.0051    16
960    998     SP3_SP3    N:S    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_2_0_0:O-3_0:O-3:O-3     O(PCOO)(H)    P(CC[6a]HH)(OH)(O)2     O(PCOO)(H)    P(CC[6a]HH)(OH)(O)2   1.5787    0.0053    7     1.5787     0.0053    7
960    998     SP3_SP3    N:S    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_2_0_0:O-3_0:O-3:O-3     O(PCOO)(H)    P(CN[6]HH)(OH)(O)2     O(PCOO)(H)    P(CN[6]HH)(OH)(O)2   1.5789    0.0041    3     1.5789     0.0041    3
960    998     SP3_SP3    N:S    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_3_0_0:O-3_0:O-3:O-3     O(PCOO)(H)    P(CHHN)(OH)(O)2     O(PCOO)(H)    P(CHHN)(OH)(O)2   1.5736    0.0028    12     1.5736     0.0028    12
960    998     SP3_SP3    N:S    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_3_2_0:O-3_0:O-3:O-3     O(PCOO)(H)    P(CC[6]HO)(OH)(O)2     O(PCOO)(H)    P(CC[6]HO)(OH)(O)2   1.5733    0.0000    1     1.5733     0.0000    1
960    998     SP3_SP3    N:S    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_3_2_0:O-3_0:O-3:O-3     O(PCOO)(H)    P(CC[6a]CH)(OH)(O)2     O(PCOO)(H)    P(CC[6a]CH)(OH)(O)2   1.5789    0.0039    2     1.5789     0.0039    2
960    998     SP3_SP3    N:S    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_3_2_0:O-3_0:O-3:O-3     O(PCOO)(H)    P(CHNP)(OH)(O)2     O(PCOO)(H)    P(CHNP)(OH)(O)2   1.5777    0.0063    5     1.5777     0.0063    5
960    998     SP3_SP3    N:S    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_3_3_0:O-3_0:O-3:O-3     O(PCOO)(H)    P(CCHN)(OH)(O)2     O(PCOO)(H)    P(CCHN)(OH)(O)2   1.5730    0.0017    2     1.5730     0.0017    2
960    998     SP3_SP3    N:S    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_3_3_0:O-3_0:O-3:O-3     O(PCOO)(H)    P(CCHP)(OH)(O)2     O(PCOO)(H)    P(CCHP)(OH)(O)2   1.5755    0.0000    1     1.5755     0.0000    1
960    998     SP3_SP3    N:S    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_3_3_0:O-3_0:O-3:O-3     O(PCOO)(H)    P(CN[6]HP)(OH)(O)2     O(PCOO)(H)    P(CN[6]HP)(OH)(O)2   1.5718    0.0000    1     1.5718     0.0000    1
960    998     SP3_SP3    N:S    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_3_3_3:O-3_0:O-3:O-3     O(PCOO)(H)    P(CC3)(OH)(O)2     O(PCOO)(H)    P(CC3)(OH)(O)2   1.5777    0.0007    5     1.5777     0.0007    5
960    998     SP3_SP3    N:S    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_3_3_3:O-3_0:O-3:O-3     O(PCOO)(H)    P(CCNP)(OH)(O)2     O(PCOO)(H)    P(CCNP)(OH)(O)2   1.5731    0.0026    10     1.5731     0.0026    10
960    998     SP3_SP3    N:S    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_3_3_3:O-3_0:O-3:O-3     O(PCOO)(H)    P(CCOP)(OH)(O)2     O(PCOO)(H)    P(CCOP)(OH)(O)2   1.5759    0.0053    5     1.5759     0.0053    5
960    998     SP3_SP3    N:S    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C[5]-3_3_3_3:O-3_0:O-3:O-3     O(PC[5]OO)(H)    P(C[5]C[5]2N)(OH)(O)2     O(PC[5]OO)(H)    P(C[5]C[5]2N)(OH)(O)2   1.5752    0.0015    2     1.5752     0.0015    2
960    998     SP3_SP3    N:S    4:1:    4:2:1:1:    H-3:P-3_3_2_2     O-3_0:O-3:O-3:P-3_3_2_2     O(POOP)(H)    P(PO3)(OH)(O)2     O(POOP)(H)    P(PO3)(OH)(O)2   1.5813    0.0000    1     1.5813     0.0000    1
960    998     SP3_SP3    N:S    4:1:    4:2:2:1:    H-3:P-3_3_3_2     C-3_2_0_0:O-3_0:O-3_0:O-3     O(PCOO)(H)    P(CC[6a]HH)(OH)2(O)     O(PCOO)(H)    P(CC[6a]HH)(OH)2(O)   1.5730    0.0033    2     1.5730     0.0033    2
960    998     SP3_SP3    N:S    4:1:    4:2:2:1:    H-3:P-3_3_3_2     C-3_3_0_0:O-3_0:O-3_0:O-3     O(PCOO)(H)    P(CHHP)(OH)2(O)     O(PCOO)(H)    P(CHHP)(OH)2(O)   1.5703    0.0000    1     1.5703     0.0000    1
960    998     SP3_SP3    N:S    4:1:    4:2:2:1:    H-3:P-3_3_3_2     C-3_3_3_2:O-3_0:O-3_0:O-3     O(PCOO)(H)    P(CC[6a]OP)(OH)2(O)     O(PCOO)(H)    P(CC[6a]OP)(OH)2(O)   1.5881    0.0000    1     1.5881     0.0000    1
960    998     SP3_SP3    N:S    4:1:    4:2:2:1:    H-3:P-3_3_3_2     C-3_3_3_3:O-3_0:O-3_0:O-3     O(PCOO)(H)    P(CCNP)(OH)2(O)     O(PCOO)(H)    P(CCNP)(OH)2(O)   1.5758    0.0000    1     1.5758     0.0000    1
960    998     SP3_SP3    N:S    4:3:    3:3:2:1:    N-3_2_0:P-3_2_2_2     C[6a]-3_2_2:C[6a]-3_2_2:O-3_2:O-3     O(PC[6a]2O)(NCH)    P(C[6a]C[6a]2)2(ON)(O)     O(PC[6a]2O)(NCH)    P(C[6a]C[6a]2)2(ON)(O)   1.6164    0.0022    3     1.6164     0.0022    3
960    998     SP3_SP3    N:S    4:3:    3:3:2:1:    N-3_3_2:P-3_2_2_2     C[6a]-3_2_2:C[6a]-3_2_2:O-3_2:O-3     O(PC[6a]2O)(NCC)    P(C[6a]C[6a]2)2(ON)(O)     O(PC[6a]2O)(NCC)    P(C[6a]C[6a]2)2(ON)(O)   1.6262    0.0000    1     1.6262     0.0000    1
960    998     SP3_SP3    N:S    4:4:    2:1:1:1:    C-3_2_0_0:P-3_2_2_2     O-3_3:O-3:O-3:O-3     O(CCHH)(PO3)    P(OC)(O)3     O(CCHH)(PO3)    P(OC)(O)3   1.6201    0.0074    14     1.6201     0.0074    14
960    998     SP3_SP3    N:S    4:4:    2:1:1:1:    C-3_3_0_0:P-3_2_2_0     H-3:O-3_3:O-3:O-3     O(CCHH)(PHOO)    P(OC)(H)(O)2     O(CCHH)(PHOO)    P(OC)(H)(O)2   1.5874    0.0000    1     1.5874     0.0000    1
960    998     SP3_SP3    N:S    4:4:    2:1:1:1:    C-3_3_0_0:P-3_2_2_2     O-3_3:O-3:O-3:O-3     O(CC[5]HH)(PO3)    P(OC)(O)3     O(CC[5]HH)(PO3)    P(OC)(O)3   1.6163    0.0000    1     1.6163     0.0000    1
960    998     SP3_SP3    N:S    4:4:    2:1:1:1:    C[6]-3_3_3_0:P-3_2_0_0     F-3:O-3_3:O-3:S-3     O(C[6]C[6]2H)(PFOS)    P(OC[6])(F)(O)(S)     O(C[6]C[6]2H)(PFOS)    P(OC[6])(F)(O)(S)   1.5809    0.0000    1     1.5809     0.0000    1
960    998     SP3_SP3    N:S    4:4:    2:1:1:1:    P-3_2_2_0:P-3_2_2_0     F-3:O-3_3:O-3:O-3     O(PFOO)2    P(OP)(F)(O)2     O(PFOO)2    P(OP)(F)(O)2   1.6048    0.0104    2     1.6048     0.0104    2
960    998     SP3_SP3    N:S    4:4:    2:1:1:1:    P-3_2_2_2:P-3_2_2_2     O-3_3:O-3:O-3:O-3     O(PO3)2    P(OP)(O)3     O(PO3)2    P(OP)(O)3   1.6268    0.0193    2     1.6268     0.0193    2
960    998     SP3_SP3    N:S    4:4:    2:2:1:1:    C-3_0_0_0:P-3_3_0_0     O-3_3:O-3_3:S-3:S-3     O(POSS)(CH3)    P(OC)2(S)2     O(POSS)(CH3)    P(OC)2(S)2   1.6055    0.0013    2     1.6055     0.0013    2
960    998     SP3_SP3    N:S    4:4:    2:2:1:1:    C-3_0_0_0:P-3_3_2_2     O-3_3:O-3_3:O-3:O-3     O(CH3)(PO3)    P(OC)2(O)2     O(CH3)(PO3)    P(OC)2(O)2   1.5987    0.0085    6     1.5987     0.0085    6
960    998     SP3_SP3    N:S    4:4:    2:2:1:1:    C-3_2_0_0:P-3_3_0_0     O-3_3:O-3_3:S-3:S-3     O(CC[6a]HH)(POSS)    P(OC)2(S)2     O(CC[6a]HH)(POSS)    P(OC)2(S)2   1.6101    0.0037    2     1.6101     0.0037    2
960    998     SP3_SP3    N:S    4:4:    2:2:1:1:    C-3_2_0_0:P-3_3_2_2     O-3_0:O-3_3:O-3:O-3     O(CCHH)(PO3)    P(OC)(OH)(O)2     O(CCHH)(PO3)    P(OC)(OH)(O)2   1.6105    0.0079    13     1.6105     0.0079    13
960    998     SP3_SP3    N:S    4:4:    2:2:1:1:    C-3_3_0_0:P-3_3_0_0     O-3_3:O-3_3:S-3:S-3     O(CCHH)(POSS)    P(OC)2(S)2     O(CCHH)(POSS)    P(OC)2(S)2   1.6015    0.0093    4     1.6015     0.0093    4
960    998     SP3_SP3    N:S    4:4:    2:2:1:1:    C-3_3_0_0:P-3_3_2_2     O-3_0:O-3_3:O-3:O-3     O(CC[5]HH)(PO3)    P(OC)(OH)(O)2     O(CC[5]HH)(PO3)    P(OC)(OH)(O)2   1.5897    0.0000    1     1.5897     0.0000    1
960    998     SP3_SP3    N:S    4:4:    2:2:1:1:    C-3_3_0_0:P-3_3_2_2     O-3_3:O-3_3:O-3:O-3     O(CCHH)(PO3)    P(OC)(OP)(O)2     O(CCHH)(PO3)    P(OC)(OP)(O)2   1.5813    0.0000    1     1.5813     0.0000    1
960    998     SP3_SP3    N:S    4:4:    2:2:1:1:    C-3_3_0_0:P-3_3_2_2     O-3_3:O-3_3:O-3:O-3     O(CCHH)(PO3)    P(OC)2(O)2     O(CCHH)(PO3)    P(OC)2(O)2   1.6068    0.0108    4     1.6068     0.0108    4
960    998     SP3_SP3    N:S    4:4:    2:2:1:1:    C-3_3_0_0:P-3_3_2_2     O-3_3:O-3_3:O-3:O-3     O(CC[5]HH)(PO3)    P(OC)(OP)(O)2     O(CC[5]HH)(PO3)    P(OC)(OP)(O)2   1.5980    0.0018    4     1.5980     0.0018    4
960    998     SP3_SP3    N:S    4:4:    2:2:1:1:    C-3_3_2_2:P-3_3_2_0     H-3:O-3_3:O-3_3:O-3     O(CC[6a]2C[5])(PHOO)    P(OC)2(H)(O)     O(CC[6a]2C[5])(PHOO)    P(OC)2(H)(O)   1.5778    0.0000    1     1.5778     0.0000    1
960    998     SP3_SP3    N:S    4:4:    2:2:1:1:    C-3_3_3_0:P-3_3_0_0     O-3_3:O-3_3:S-3:S-3     O(CCCH)(POSS)    P(OC)2(S)2     O(CCCH)(POSS)    P(OC)2(S)2   1.6021    0.0000    1     1.6021     0.0000    1
960    998     SP3_SP3    N:S    4:4:    2:2:1:1:    C-3_3_3_0:P-3_3_0_0     O-3_3:O-3_3:Se-3:Se-3     O(PSe2O)(CCCH)    P(OC)2(Se)2     O(PSe2O)(CCCH)    P(OC)2(Se)2   1.5948    0.0023    2     1.5948     0.0023    2
960    998     SP3_SP3    N:S    4:4:    2:2:1:1:    C[6]-3_3_3_0:P-3_3_0_0     O-3_3:O-3_3:S-3:S-3     O(C[6]C[6]2H)(POSS)    P(OC[6])2(S)2     O(C[6]C[6]2H)(POSS)    P(OC[6])2(S)2   1.5954    0.0028    2     1.5954     0.0028    2
960    998     SP3_SP3    N:S    4:4:    2:2:1:1:    P-3_2_2_2:P-3_3_2_2     O-3_3:O-3_3:O-3:O-3     O(PO3)2    P(OP)2(O)2     O(PO3)2    P(OP)2(O)2   1.6014    0.0100    279     1.6014     0.0100    279
960    998     SP3_SP3    N:S    4:4:    2:2:1:1:    P-3_3_2_2:P-3_3_2_2     O-3_0:O-3_3:O-3:O-3     O(PO3)2    P(OH)(OP)(O)2     O(PO3)2    P(OH)(OP)(O)2   1.6038    0.0101    26     1.6038     0.0101    26
960    998     SP3_SP3    N:S    4:4:    2:2:1:1:    P-3_3_2_2:P-3_3_2_2     O-3_3:O-3_3:O-3:O-3     O(PO3)2    P(OC)(OP)(O)2     O(PO3)2    P(OC)(OP)(O)2   1.6021    0.0225    6     1.6021     0.0225    6
960    998     SP3_SP3    N:S    4:4:    2:2:2:1:    C-3_0_0_0:P-3_3_2_2     N-3_3:O-3_3:O-3_3:O-3     O(PNOO)(CH3)    P(NS)(OC)2(O)     O(PNOO)(CH3)    P(NS)(OC)2(O)   1.5727    0.0015    2     1.5727     0.0015    2
960    998     SP3_SP3    N:S    4:4:    2:2:2:1:    C-3_0_0_0:P-3_3_2_2     O-3_2:O-3_3:O-3_3:O-3     O(CH3)(PO3)    P(OC[6a])(OC)2(O)     O(CH3)(PO3)    P(OC[6a])(OC)2(O)   1.5729    0.0000    1     1.5729     0.0000    1
960    998     SP3_SP3    N:S    4:4:    2:2:2:1:    C-3_0_0_0:P-3_3_3_0     O-3_3:O-3_3:S-3_3:S-3     O(POSS)(CH3)    P(OC)2(SC)(S)     O(POSS)(CH3)    P(OC)2(SC)(S)   1.5742    0.0022    4     1.5742     0.0022    4
960    998     SP3_SP3    N:S    4:4:    2:2:2:1:    C-3_2_0_0:P-3_3_0_0     O-3_3:O-3_3:S-3:Se-3_0     O(CC[6]HH)(PSeOS)    P(SeSe)(OC)2(S)     O(CC[6]HH)(PSeOS)    P(SeSe)(OC)2(S)   1.5754    0.0008    2     1.5754     0.0008    2
960    998     SP3_SP3    N:S    4:4:    2:2:2:1:    C-3_2_0_0:P-3_3_3_2     O-3_3:O-3_3:O-3_3:O-3     O(CC[6a]HH)(PO3)    P(OC[6])(OC)2(O)     O(CC[6a]HH)(PO3)    P(OC[6])(OC)2(O)   1.5707    0.0000    1     1.5707     0.0000    1
960    998     SP3_SP3    N:S    4:4:    2:2:2:1:    C-3_3_0_0:P-3_3_0_0     O-3_3:O-3_3:Se-3_0:Se-3     O(PSe2O)(CCHH)    P(SeSe)(OC)2(Se)     O(PSe2O)(CCHH)    P(SeSe)(OC)2(Se)   1.5799    0.0015    2     1.5799     0.0015    2
960    998     SP3_SP3    N:S    4:4:    2:2:2:1:    C-3_3_0_0:P-3_3_2_0     N-3_2:O-3_3:O-3_3:S-3     O(CCHH)(PNOS)    P(NC[5])(OC)2(S)     O(CCHH)(PNOS)    P(NC[5])(OC)2(S)   1.5837    0.0000    1     1.5837     0.0000    1
960    998     SP3_SP3    N:S    4:4:    2:2:2:1:    C-3_3_3_0:P-3_3_3_0     O-3_3:O-3_3:S-3_3:S-3     O(CCCH)(POSS)    P(OC)2(SC)(S)     O(CCCH)(POSS)    P(OC)2(SC)(S)   1.5760    0.0000    1     1.5760     0.0000    1
960    998     SP3_SP3    N:S    4:4:    2:2:2:1:    C-3_3_3_0:P-3_3_3_2     O-3_3:O-3_3:O-3_3:O-3     O(CCCH)(PO3)    P(OC)3(O)     O(CCCH)(PO3)    P(OC)3(O)   1.5750    0.0050    3     1.5750     0.0050    3
960    998     SP3_SP3    N:S    4:4:    2:2:2:1:    C[6]-3_3_3_0:P-3_3_3_2     O-3_3:O-3_3:O-3_3:O-3     O(C[6]C[6]2H)(PO3)    P(OC[6])(OC)2(O)     O(C[6]C[6]2H)(PO3)    P(OC[6])(OC)2(O)   1.5777    0.0093    3     1.5777     0.0093    3
960    998     SP3_SP3    N:S    4:4:    2:2:2:1:    P-3_3_2_2:P-3_3_3_2     O-3_0:O-3_3:O-3_3:O-3     O(PO3)2    P(OH)(OP)2(O)     O(PO3)2    P(OH)(OP)2(O)   1.5818    0.0029    4     1.5818     0.0029    4
960    998     SP3_SP3    N:S    4:4:    2:2:2:1:    P-3_3_2_2:P-3_3_3_2     O-3_3:O-3_3:O-3_3:O-3     O(PO3)2    P(OP)3(O)     O(PO3)2    P(OP)3(O)   1.5736    0.0009    2     1.5736     0.0009    2
960    998     SP3_SP3    N:S    4:4:    2:2:2:2:    C-3_2_0_0:P-3_3_2_2     N-3_3:N-3_3:O-3_3:O-3_3     O(CCHH)(PNNO)    P(NP)2(OC)2     O(CCHH)(PNNO)    P(NP)2(OC)2   1.5776    0.0024    4     1.5776     0.0024    4
960    998     SP3_SP3    N:S    4:4:    2:3:2:1:    C-3_3_0_0:P-3_3_2_2     N-3_3_0:O-3_2:O-3_3:O-3     O(CC[5]HH)(PNOO)    P(OC[6a])(NCH)(OC)(O)     O(CC[5]HH)(PNOO)    P(OC[6a])(NCH)(OC)(O)   1.5762    0.0000    1     1.5762     0.0000    1
960    998     SP3_SP3    N:S    4:4:    2:3:2:1:    P-3_3_2_2:P-3_3_2_2     N-3_3_3:O-3_2:O-3_3:O-3     O(PNOO)2    P(OC[6a])(NCC)(OP)(O)     O(PNOO)2    P(OC[6a])(NCC)(OP)(O)   1.6058    0.0000    1     1.6058     0.0000    1
960    998     SP3_SP3    N:S    4:4:    3:2:1:1:    C-3_0_0_0:P-3_2_0_0     C[6a]-3_2_2:O-3_3:S-3:S-3     O(PC[6a]SS)(CH3)    P(C[6a]C[6a]2)(OC)(S)2     O(PC[6a]SS)(CH3)    P(C[6a]C[6a]2)(OC)(S)2   1.6412    0.0043    2     1.6412     0.0043    2
960    998     SP3_SP3    N:S    4:4:    3:2:1:1:    C-3_0_0_0:P-3_2_2_2     N-3_2_0:O-3_3:O-3:O-3     O(PNOO)(CH3)    P(NCH)(OC)(O)2     O(PNOO)(CH3)    P(NCH)(OC)(O)2   1.5906    0.0000    1     1.5906     0.0000    1
960    998     SP3_SP3    N:S    4:4:    3:2:1:1:    C-3_3_0_0:P-3_2_2_0     C[6a]-3_2_2:O-3_3:O-3:S-3     O(PC[6a]OS)(CCHH)    P(C[6a]C[6a]2)(OC)(O)(S)     O(PC[6a]OS)(CCHH)    P(C[6a]C[6a]2)(OC)(O)(S)   1.6003    0.0065    15     1.6003     0.0065    15
960    998     SP3_SP3    N:S    4:4:    3:2:1:1:    C-3_3_0_0:P-3_2_2_2     N-3_2_0:O-3_3:O-3:O-3     O(CCHH)(PNOO)    P(NC[6a]H)(OC)(O)2     O(CCHH)(PNOO)    P(NC[6a]H)(OC)(O)2   1.6005    0.0042    4     1.6005     0.0042    4
960    998     SP3_SP3    N:S    4:4:    3:2:1:1:    C-3_3_2_0:P-3_2_0_0     C[6a]-3_2_2:O-3_3:S-3:S-3     O(CC[6a]CH)(PC[6a]SS)    P(C[6a]C[6a]2)(OC)(S)2     O(CC[6a]CH)(PC[6a]SS)    P(C[6a]C[6a]2)(OC)(S)2   1.6234    0.0000    1     1.6234     0.0000    1
960    998     SP3_SP3    N:S    4:4:    3:2:1:1:    C[6]-3_3_3_0:P-3_2_0_0     C[6a]-3_2_2:O-3_3:S-3:S-3     O(C[6]C[6]2H)(PC[6a]SS)    P(C[6a]C[6a]2)(OC[6])(S)2     O(C[6]C[6]2H)(PC[6a]SS)    P(C[6a]C[6a]2)(OC[6])(S)2   1.6172    0.0000    1     1.6172     0.0000    1
960    998     SP3_SP3    N:S    4:4:    3:2:1:1:    C[6]-3_3_3_0:P-3_2_2_0     C[6a]-3_2_2:H-3:O-3_3:O-3     O(C[6]C[6]2H)(PC[6a]HO)    P(C[6a]C[6a,6a]C[6a])(OC[6])(H)(O)     O(C[6]C[6]2H)(PC[6a]HO)    P(C[6a]C[6a,6a]C[6a])(OC[6])(H)(O)   1.5758    0.0000    1     1.5758     0.0000    1
960    998     SP3_SP3    N:S    4:4:    3:2:1:1:    C[6]-3_3_3_0:P-3_2_2_0     C[6a]-3_2_2:N-3:O-3_3:O-3     O(C[6]C[6]2H)(PC[6a]NO)    P(C[6a]C[6a]2)(OC[6])(N)(O)     O(C[6]C[6]2H)(PC[6a]NO)    P(C[6a]C[6a]2)(OC[6])(N)(O)   1.5921    0.0000    1     1.5921     0.0000    1
960    998     SP3_SP3    N:S    4:4:    3:2:2:1:    C-3_0_0_0:P-3_3_2_0     C[6a]-3_2_2:O-3_3:O-3_3:S-3     O(PC[6a]OS)(CH3)    P(C[6a]C[6a,6a]C[6a])(OC)2(S)     O(PC[6a]OS)(CH3)    P(C[6a]C[6a,6a]C[6a])(OC)2(S)   1.5877    0.0111    6     1.5877     0.0111    6
960    998     SP3_SP3    N:S    4:4:    3:2:2:1:    C-3_0_0_0:P-3_3_2_0     C[6a]-3_2_2:O-3_3:O-3_3:Se-3     O(PC[6a]SeO)(CH3)    P(C[6a]C[6a,6a]C[6a])(OC)2(Se)     O(PC[6a]SeO)(CH3)    P(C[6a]C[6a,6a]C[6a])(OC)2(Se)   1.5880    0.0114    12     1.5880     0.0114    12
960    998     SP3_SP3    N:S    4:4:    3:2:2:1:    C-3_0_0_0:P-3_3_2_0     N-3_3_2:O-3_3:O-3_3:S-3     O(PNOS)(CH3)    P(NC[6a]P)(OC)2(S)     O(PNOS)(CH3)    P(NC[6a]P)(OC)2(S)   1.5772    0.0013    3     1.5772     0.0013    3
960    998     SP3_SP3    N:S    4:4:    3:2:2:1:    C-3_0_0_0:P-3_3_2_0     N-3_3_2:O-3_3:O-3_3:Se-3     O(PSeNO)(CH3)    P(NC[6a]P)(OC)2(Se)     O(PSeNO)(CH3)    P(NC[6a]P)(OC)2(Se)   1.5757    0.0047    3     1.5757     0.0047    3
960    998     SP3_SP3    N:S    4:4:    3:2:2:1:    C-3_0_0_0:P-3_3_2_2     C-3_2_0:O-3_3:O-3_3:O-3     O(PCOO)(CH3)    P(CCH)(OC)2(O)     O(PCOO)(CH3)    P(CCH)(OC)2(O)   1.5875    0.0000    1     1.5875     0.0000    1
960    998     SP3_SP3    N:S    4:4:    3:2:2:1:    C-3_0_0_0:P-3_3_2_2     C[5]-3_3_2:O-3_3:O-3_3:O-3     O(PC[5]OO)(CH3)    P(C[5]C[5]S[5])(OC)2(O)     O(PC[5]OO)(CH3)    P(C[5]C[5]S[5])(OC)2(O)   1.5754    0.0002    2     1.5754     0.0002    2
960    998     SP3_SP3    N:S    4:4:    3:2:2:1:    C-3_0_0_0:P-3_3_2_2     C[5a]-3_2_2:O-3_3:O-3_3:O-3     O(PC[5a]OO)(CH3)    P(C[5a]C[5a]N[5a])(OC)2(O)     O(PC[5a]OO)(CH3)    P(C[5a]C[5a]N[5a])(OC)2(O)   1.5847    0.0000    1     1.5847     0.0000    1
960    998     SP3_SP3    N:S    4:4:    3:2:2:1:    C-3_0_0_0:P-3_3_2_2     C[6a]-3_2_2:O-3_3:O-3_3:O-3     O(PC[6a]OO)(CH3)    P(C[6a]C[6a,6a]C[6a])(OC)2(O)     O(PC[6a]OO)(CH3)    P(C[6a]C[6a,6a]C[6a])(OC)2(O)   1.5848    0.0096    7     1.5848     0.0096    7
960    998     SP3_SP3    N:S    4:4:    3:2:2:1:    C-3_0_0_0:P-3_3_2_2     C[6a]-3_2_2:O-3_3:O-3_3:O-3     O(PC[6a]OO)(CH3)    P(C[6a]C[6a]2)(OC)2(O)     O(PC[6a]OO)(CH3)    P(C[6a]C[6a]2)(OC)2(O)   1.5702    0.0000    1     1.5702     0.0000    1
960    998     SP3_SP3    N:S    4:4:    3:2:2:1:    C-3_0_0_0:P-3_3_2_2     N-3_2_0:O-3_3:O-3_3:O-3     O(PNOO)(CH3)    P(NCH)(OC)2(O)     O(PNOO)(CH3)    P(NCH)(OC)2(O)   1.5733    0.0000    1     1.5733     0.0000    1
960    998     SP3_SP3    N:S    4:4:    3:2:2:1:    C-3_0_0_0:P-3_3_3_0     N-3_2_0:O-3_3:O-3_3:S-3     O(PNOS)(CH3)    P(NHN)(OC)2(S)     O(PNOS)(CH3)    P(NHN)(OC)2(S)   1.5727    0.0029    2     1.5727     0.0029    2
960    998     SP3_SP3    N:S    4:4:    3:2:2:1:    C-3_0_0_0:P-3_3_3_0     N-3_2_0:O-3_3:O-3_3:S-3     O(PNOS)(CH3)    P(NN[5]H)(OC)2(S)     O(PNOS)(CH3)    P(NN[5]H)(OC)2(S)   1.5771    0.0011    2     1.5771     0.0011    2
960    998     SP3_SP3    N:S    4:4:    3:2:2:1:    C-3_0_0_0:P-3_3_3_0     N-3_3_2:O-3_3:O-3_3:S-3     O(PNOS)(CH3)    P(NCN)(OC)2(S)     O(PNOS)(CH3)    P(NCN)(OC)2(S)   1.5774    0.0034    2     1.5774     0.0034    2
