818    874     SP2_SP3    N    4:3:3:    4:4:3:1:    B[6,6]-4:N[5]-3:N[5]-3:     C[6,6]-4:C[6,6]-4:C[5]-3:H-1:     C[5](B[6,6]C[6,6]2H)(N[5]C[5]C)2    B[6,6](C[6,6]C[6]2H)2(C[5]N[5]2)(H)     C[5](B[6,6]C[6,6]2H)(N[5]C[5]C)2{4|C<4>,4|H<1>}    B[6,6](C[6,6]C[6]2H)2(C[5]N[5]2)(H){2|C<3>,4|C<4>,8|H<1>}   1.6409    0.0028    4     1.6409     0.0028    4
818    874     SP2_SP3    Y    3:3:4:    3:4:1:1:    N[5,6]-3:N[5]-3:B[6]-4:     C[5,6]-3:N[6]-4:H-1:H-1:     C[5,6](N[5,6]C[5]C[6])(N[5]C[6a]C[5])(B[6]N[6]HH)    B[6](C[5,6]N[5,6]N[5])(N[6]C[6]CH)(H)2     C[5,6](N[5,6]C[5]C[6])(N[5]C[6a]C[5])(B[6]N[6]HH){2|C<3>,2|C<4>,5|H<1>}    B[6](C[5,6]N[5,6]N[5])(N[6]C[6]CH)(H)2{1|C<4>,2|H<1>,3|C<3>}   1.5952    0.0000    1     1.5952     0.0000    1
818    874     SP2_SP3    Y    3:3:4:    3:4:3:1:    N[5,6]-3:N[5]-3:B[6]-4:     C[5,6]-3:C[6]-4:N-3:H-1:     C[5,6](N[5,6]C[6,6a]C[5])(N[5]C[6a]C[5])(B[6]C[6]HN)    B[6](C[5,6]N[5,6]N[5])(C[6]C[6,6a]CC)(NCC)(H)     C[5,6](N[5,6]C[6,6a]C[5])(N[5]C[6a]C[5])(B[6]C[6]HN){2|C<4>,2|H<1>,4|C<3>}    B[6](C[5,6]N[5,6]N[5])(C[6]C[6,6a]CC)(NCC)(H){5|C<3>}   1.6572    0.0000    1     1.6572     0.0000    1
818    874     SP2_SP3    Y    3:4:3:    3:2:4:4:    N[5,6]-3:B[6]-4:C[5]-3:     C[5,6]-3:O[6]-2:C-4:C-4:     C[5,6](N[5,6]C[5]C[6])(B[6]O[6]CC)(C[5]N[5]H)    B[6](C[5,6]N[5,6]C[5])(O[6]C[6])(CCHH)2     C[5,6](N[5,6]C[5]C[6])(B[6]O[6]CC)(C[5]N[5]H){2|C<4>,3|H<1>}    B[6](C[5,6]N[5,6]C[5])(O[6]C[6])(CCHH)2{1|C<3>,1|N<3>,2|C<4>,2|H<1>}   1.6427    0.0000    1     1.6427     0.0000    1
818    874     SP2_SP3    Y    3:4:3:    3:3:1:1:    C[5,6]-3:B[6]-4:C[5]-3:     C[5,6]-3:C[5,6]-3:F-1:F-1:     C[5,6](C[5,6]C[5]C[6])(B[6]C[5,6]FF)(C[5]C[5]C)    B[6](C[5,6]C[5,6]C[5])2(F)2     C[5,6](C[5,6]C[5]C[6])(B[6]C[5,6]FF)(C[5]C[5]C){1|C<4>,2|C<3>,2|H<1>}    B[6](C[5,6]C[5,6]C[5])2(F)2{2|C<4>,5|C<3>}   1.5545    0.0000    2     1.5545     0.0000    2
818    874     SP2_SP3    Y    3:4:3:    3:3:1:1:    C[5,6]-3:B[6]-4:C[5]-3:     N[5,6]-3:C[5,6]-3:Br-1:Br-1:     C[5,6](C[5,6]C[6,6a]S[5])(B[6]N[5,6]Br2)(C[5]C[5]H)    B[6](N[5,6]C[5,6,6a]S[5])(C[5,6]C[5,6]C[5])(Br)2     C[5,6](C[5,6]C[6,6a]S[5])(B[6]N[5,6]Br2)(C[5]C[5]H){1|C<4>,1|S<2>,2|C<3>}    B[6](N[5,6]C[5,6,6a]S[5])(C[5,6]C[5,6]C[5])(Br)2{1|H<1>,1|N<2>,1|S<2>,3|C<3>}   1.5774    0.0000    2     1.5774     0.0000    2
818    914     SP2_SP2    Y    3:2:2:    3:2:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:N[6a]-2:     C[5,6a](C[5,6a]C[6a,6a]C[5])(N[6a]N[6a])(S[5]C[5])    N[6a](C[5,6a]C[5,6a]S[5])(N[6a]C[6a,6a])     C[5,6a](C[5,6a]C[6a,6a]C[5])(N[6a]N[6a])(S[5]C[5]){2|C<3>,2|H<1>}    N[6a](C[5,6a]C[5,6a]S[5])(N[6a]C[6a,6a]){4|C<3>}   1.3530    0.0000    1     1.3530     0.0000    1
818    914     SP2_SP2    Y    3:2:2:    3:2:    N[5,6]-3:N[6]-2:S[5]-2:     C[5,6]-3:N[6]-2:     C[5,6](N[5,6]C[6,6a]C[5])(N[6]N[6])(S[5]C[5])    N[6](C[5,6]N[5,6]S[5])(N[6]C[6,6a])     C[5,6](N[5,6]C[6,6a]C[5])(N[6]N[6])(S[5]C[5]){2|C<3>,2|H<1>}    N[6](C[5,6]N[5,6]S[5])(N[6]C[6,6a]){4|C<3>}   1.3467    0.0000    2     1.3467     0.0000    2
818    914     SP2_SP2    Y    3:2:2:    3:2:    N[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:N[6a]-2:     C[5,6a](N[5,6a]C[6a]C[5])(N[6a]N[6a])(S[5]C[5])    N[6a](C[5,6a]N[5,6a]S[5])(N[6a]C[6a])     C[5,6a](N[5,6a]C[6a]C[5])(N[6a]N[6a])(S[5]C[5]){1|C<3>,1|O<1>,4|H<1>}    N[6a](C[5,6a]N[5,6a]S[5])(N[6a]C[6a]){2|C<3>,2|C<4>}   1.2977    0.0007    2     1.2977     0.0007    2
818    914     SP2_SP2    Y    3:2:2:    3:2:    N[5a,6]-3:N[5a]-2:N[6]-2:     C[5a,6]-3:N[6]-2:     C[5a,6](N[5a,6]C[6,6a]N[5a])(N[5a]C[5a])(N[6]N[6])    N[6](C[5a,6]N[5a,6]N[5a])(N[6]C[6,6a])     C[5a,6](N[5a,6]C[6,6a]N[5a])(N[5a]C[5a])(N[6]N[6]){1|H<1>,2|C<3>}    N[6](C[5a,6]N[5a,6]N[5a])(N[6]C[6,6a]){1|N<2>,3|C<3>}   1.3632    0.0000    1     1.3632     0.0000    1
818    914     SP2_SP2    Y    3:2:2:    3:2:    N[5a,6a]-3:N[5a]-2:N[6a]-2:     C[5a,6a]-3:N[6a]-2:     C[5a,6a](N[5a,6a]C[5a]N[6a])(N[5a]N[5a])(N[6a]N[6a])    N[6a](C[5a,6a]N[5a,6a]N[5a])(N[6a]C[6a])     C[5a,6a](N[5a,6a]C[5a]N[6a])(N[5a]N[5a])(N[6a]N[6a]){1|C<3>,1|H<1>}    N[6a](C[5a,6a]N[5a,6a]N[5a])(N[6a]C[6a]){1|C<3>,1|N<3>,2|N<2>}   1.3617    0.0062    5     1.3617     0.0062    5
818    914     SP2_SP2    Y    3:2:2:    3:2:    N[5a,6a]-3:N[5a]-2:N[6a]-2:     C[5a,6a]-3:N[6a]-2:     C[5a,6a](N[5a,6a]C[6a,6a]N[5a])(N[5a]C[5a])(N[6a]N[6a])    N[6a](C[5a,6a]N[5a,6a]N[5a])(N[6a]C[6a,6a])     C[5a,6a](N[5a,6a]C[6a,6a]N[5a])(N[5a]C[5a])(N[6a]N[6a]){1|C<4>,2|C<3>}    N[6a](C[5a,6a]N[5a,6a]N[5a])(N[6a]C[6a,6a]){1|N<2>,3|C<3>}   1.3590    0.0052    2     1.3604     0.0036    4
818    914     SP2_SP2    Y    3:2:2:    3:2:    N[5a,6a]-3:N[5a]-2:N[6a]-2:     C[5a,6a]-3:N[6a]-2:     C[5a,6a](N[5a,6a]C[6a,6a]N[5a])(N[5a]C[5a])(N[6a]N[6a])    N[6a](C[5a,6a]N[5a,6a]N[5a])(N[6a]C[6a,6a])     C[5a,6a](N[5a,6a]C[6a,6a]N[5a])(N[5a]C[5a])(N[6a]N[6a]){1|H<1>,2|C<3>}    N[6a](C[5a,6a]N[5a,6a]N[5a])(N[6a]C[6a,6a]){1|N<2>,3|C<3>}   1.3619    0.0019    2     1.3604     0.0036    4
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6]-3:N[6]-2:S[5]-2:     C[5,6]-3:C[5,6]-3:     C[5,6](C[5,6]N[5]N[6])(N[6]C[5,6])(S[5]S[5])    N[6](C[5,6]C[5,6]S[5])2     C[5,6](C[5,6]N[5]N[6])(N[6]C[5,6])(S[5]S[5]){1|C<3>,1|C<4>,1|S<2>}    N[6](C[5,6]C[5,6]S[5])2{1|N<3>,2|N<2>,2|S<2>}   1.3328    0.0034    2     1.3328     0.0034    2
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6]-3:N[6]-2:S[5]-2:     C[5a,6]-3:C[5,6]-3:     C[5,6](C[5,6]N[5]S[6])(N[6]C[5a,6])(S[5]S[5])    N[6](C[5a,6]C[5a,6]N[5a])(C[5,6]C[5,6]S[5])     C[5,6](C[5,6]N[5]S[6])(N[6]C[5a,6])(S[5]S[5]){1|C<3>,1|N<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[5,6]C[5,6]S[5]){1|C<3>,1|C<4>,2|N<2>,2|S<2>}   1.2870    0.0000    1     1.2870     0.0000    1
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6]-3:S[5]-2:N[6]-2:     C[5,6]-3:C[6]-3:     C[5,6](C[5,6]C[5,6]C[6])(S[5]C[5,6])(N[6]C[6])    N[6](C[5,6]C[5,6]S[5])(C[6]S[6]N)     C[5,6](C[5,6]C[5,6]C[6])(S[5]C[5,6])(N[6]C[6]){1|N<3>,1|O<1>,1|S<2>,2|C<4>}    N[6](C[5,6]C[5,6]S[5])(C[6]S[6]N){3|C<3>}   1.3640    0.0000    1     1.3640     0.0000    1
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6]-3:Se[5]-2:N[6]-2:     C[5,6]-3:C[6]-3:     C[5,6](C[5,6]Se[5]N[6])(Se[5]C[5])(N[6]C[6])    N[6](C[5,6]C[5,6]Se[5])(C[6]C[6]H)     C[5,6](C[5,6]Se[5]N[6])(Se[5]C[5])(N[6]C[6]){1|Cu<5>,1|H<1>,2|C<3>}    N[6](C[5,6]C[5,6]Se[5])(C[6]C[6]H){1|Se<2>,1|C<3>,1|H<1>,1|N<3>}   1.3343    0.0000    1     1.3343     0.0000    1
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:N[5]-2:     C[5,6a]-3:C[5,6a]-3:     C[5,6a](C[5,6a]N[6a]N[5])(N[6a]C[5,6a])(N[5]S[5])    N[6a](C[5,6a]C[5,6a]N[5])(C[5,6a]C[5,6a]S[5])     C[5,6a](C[5,6a]N[6a]N[5])(N[6a]C[5,6a])(N[5]S[5]){1|C<3>,1|S<2>}    N[6a](C[5,6a]C[5,6a]N[5])(C[5,6a]C[5,6a]S[5]){1|N<3>,2|N<2>,2|S<2>}   1.3676    0.0025    4     1.3598     0.0075    11
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:N[5]-2:     C[5,6a]-3:C[5,6a]-3:     C[5,6a](C[5,6a]N[6a]N[5])(N[6a]C[5,6a])(N[5]S[5])    N[6a](C[5,6a]C[5,6a]N[5])(C[5,6a]C[5,6a]S[5])     C[5,6a](C[5,6a]N[6a]N[5])(N[6a]C[5,6a])(N[5]S[5]){1|C<3>,1|S<2>}    N[6a](C[5,6a]C[5,6a]N[5])(C[5,6a]C[5,6a]S[5]){2|S<2>,3|N<2>}   1.3554    0.0054    7     1.3598     0.0075    11
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:N[5]-2:     C[5,6a]-3:C[5,6a]-3:     C[5,6a](C[5,6a]N[6a]N[5])(N[6a]C[5,6a])(N[5]S[5])    N[6a](C[5,6a]C[5,6a]N[5])2     C[5,6a](C[5,6a]N[6a]N[5])(N[6a]C[5,6a])(N[5]S[5]){1|C<3>,1|N<2>}    N[6a](C[5,6a]C[5,6a]N[5])2{2|N<2>,3|S<2>}   1.3466    0.0000    1     1.3466     0.0000    1
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:N[5]-2:     C[5,6a]-3:C[5,6a]-3:     C[5,6a](C[5,6a]N[6a]S[5])(N[6a]C[5,6a])(N[5]S[5])    N[6a](C[5,6a]C[5,6a]N[5])2     C[5,6a](C[5,6a]N[6a]S[5])(N[6a]C[5,6a])(N[5]S[5]){1|C<3>,1|N<2>}    N[6a](C[5,6a]C[5,6a]N[5])2{2|N<2>,3|S<2>}   1.3377    0.0000    1     1.3377     0.0000    1
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:N[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[6a]N[5])(N[6a]C[6a])(N[5]Se[5])    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]C[6a]H)     C[5,6a](C[5,6a]C[6a]N[5])(N[6a]C[6a])(N[5]Se[5]){1|C<3>,2|H<1>}    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]C[6a]H){1|Se<2>,1|C<3>,1|H<1>,1|N<2>}   1.3711    0.0032    2     1.3711     0.0032    2
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:N[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[6a]S[5])(N[6a]C[6a])(N[5]C[5])    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]C[6a]2)     C[5,6a](C[5,6a]C[6a]S[5])(N[6a]C[6a])(N[5]C[5]){1|H<1>,1|N<3>,2|C<3>}    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]C[6a]2){1|H<1>,1|S<2>,4|C<3>}   1.3356    0.0068    2     1.3356     0.0068    2
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:N[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[6a]S[5])(N[6a]C[6a])(N[5]C[5])    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]C[6a]C)     C[5,6a](C[5,6a]C[6a]S[5])(N[6a]C[6a])(N[5]C[5]){1|H<1>,1|N<3>,2|C<3>}    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]C[6a]C){1|S<2>,3|C<3>}   1.3374    0.0000    1     1.3374     0.0000    1
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:N[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]N[6a]N[5])(N[6a]C[6a])(N[5]S[5])    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]C[6a]N)     C[5,6a](C[5,6a]N[6a]N[5])(N[6a]C[6a])(N[5]S[5]){1|C<3>,1|N<2>}    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]C[6a]N){2|N<2>,2|S<2>}   1.3690    0.0000    1     1.3690     0.0000    1
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:N[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]N[6a]N[5])(N[6a]C[6a])(N[5]S[5])    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]C[6a]S)     C[5,6a](C[5,6a]N[6a]N[5])(N[6a]C[6a])(N[5]S[5]){1|C<3>,1|S<2>}    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]C[6a]S){1|S<2>,3|N<2>}   1.3637    0.0000    1     1.3637     0.0000    1
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:O[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[5,5]C[6a])(N[6a]C[6a])(O[5]C[5,5])    N[6a](C[5,6a]C[5,6a]O[5])(C[6a]N[6a]O)     C[5,6a](C[5,6a]C[5,5]C[6a])(N[6a]C[6a])(O[5]C[5,5]){1|C<4>,1|N<3>,1|O<1>,1|O<2>,3|H<1>}    N[6a](C[5,6a]C[5,6a]O[5])(C[6a]N[6a]O){1|C<3>,1|H<1>,2|C<4>}   1.3106    0.0024    2     1.3106     0.0024    2
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:O[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[6a,6a]C[5])(N[6a]C[6a])(O[5]C[5])    N[6a](C[5,6a]C[5,6a]O[5])(C[6a]C[6a,6a]N)     C[5,6a](C[5,6a]C[6a,6a]C[5])(N[6a]C[6a])(O[5]C[5]){1|N<3>,2|C<3>,4|H<1>}    N[6a](C[5,6a]C[5,6a]O[5])(C[6a]C[6a,6a]N){2|C<3>,2|C<4>}   1.3420    0.0000    1     1.3420     0.0000    1
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[5,6a]-3:     C[5,6a](C[5,6a]C[5,5]C[6a])(N[6a]C[5,6a])(S[5]C[5,5])    N[6a](C[5,6a]C[5,6a]S[5])(C[5,6a]N[5,6a]C[5])     C[5,6a](C[5,6a]C[5,5]C[6a])(N[6a]C[5,6a])(S[5]C[5,5]){1|N<3>,1|O<1>,3|C<4>}    N[6a](C[5,6a]C[5,6a]S[5])(C[5,6a]N[5,6a]C[5]){2|C<4>,2|H<1>,3|C<3>}   1.3703    0.0000    1     1.3703     0.0000    1
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[5,6a]-3:     C[5,6a](C[5,6a]N[6a]N[5])(N[6a]C[5,6a])(S[5]S[5])    N[6a](C[5,6a]C[5,6a]N[5])(C[5,6a]C[5,6a]S[5])     C[5,6a](C[5,6a]N[6a]N[5])(N[6a]C[5,6a])(S[5]S[5]){1|C<3>,1|N<2>}    N[6a](C[5,6a]C[5,6a]N[5])(C[5,6a]C[5,6a]S[5]){2|S<2>,3|N<2>}   1.3140    0.0000    1     1.3140     0.0000    1
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[5,6a]-3:     C[5,6a](C[5,6a]N[6a]S[5])(N[6a]C[5,6a])(S[5]N[5])    N[6a](C[5,6a]C[5,6a]N[5])(C[5,6a]C[5,6a]S[5])     C[5,6a](C[5,6a]N[6a]S[5])(N[6a]C[5,6a])(S[5]N[5]){1|C<3>,1|N<2>,1|S<4>}    N[6a](C[5,6a]C[5,6a]N[5])(C[5,6a]C[5,6a]S[5]){1|N<3>,2|N<2>,2|S<2>}   1.2967    0.0019    4     1.3102     0.0123    10
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[5,6a]-3:     C[5,6a](C[5,6a]N[6a]S[5])(N[6a]C[5,6a])(S[5]N[5])    N[6a](C[5,6a]C[5,6a]N[5])(C[5,6a]C[5,6a]S[5])     C[5,6a](C[5,6a]N[6a]S[5])(N[6a]C[5,6a])(S[5]N[5]){1|C<3>,1|N<2>}    N[6a](C[5,6a]C[5,6a]N[5])(C[5,6a]C[5,6a]S[5]){2|S<2>,3|N<2>}   1.3191    0.0056    6     1.3102     0.0123    10
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[5,5]C[6a])(N[6a]C[6a])(S[5]C[5,5])    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]N[5])     C[5,6a](C[5,6a]C[5,5]C[6a])(N[6a]C[6a])(S[5]C[5,5]){1|O<1>,2|C<4>,2|N<3>}    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]N[5]){2|C<4>,4|C<3>}   1.3494    0.0000    1     1.3494     0.0000    1
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6])    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]C)     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6]){1|N<3>,1|O<1>,3|C<4>}    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]C){1|N<3>,3|C<3>}   1.3414    0.0000    1     1.3414     0.0000    1
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6])    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]H)     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6]){1|H<1>,1|N<2>,1|O<2>,2|C<4>}    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]H){3|C<3>}   1.3443    0.0000    1     1.3519     0.0178    3
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6])    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]H)     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6]){1|H<1>,1|N<2>,3|C<4>}    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]H){3|C<3>}   1.3391    0.0000    1     1.3519     0.0178    3
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6])    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]H)     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6]){1|H<1>,1|N<3>,1|O<1>,2|C<4>}    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]H){1|S<4>,3|C<3>}   1.3722    0.0000    1     1.3519     0.0178    3
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6])    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]N)     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6]){1|O<1>,2|C<4>,2|N<3>}    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]N){1|C<4>,3|C<3>}   1.3480    0.0000    1     1.3590     0.0063    6
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6])    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]N)     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6]){1|O<1>,2|C<4>,2|N<3>}    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]N){4|C<3>}   1.3612    0.0037    5     1.3590     0.0063    6
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6])    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]N[5])     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6]){1|O<1>,2|C<4>,2|N<3>}    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]N[5]){2|C<4>,4|C<3>}   1.3542    0.0026    2     1.3542     0.0026    2
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6])    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]N[6])     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6]){1|N<2>,1|N<3>,1|O<2>,2|C<4>}    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]N[6]){2|C<4>,3|C<3>}   1.3409    0.0000    1     1.3561     0.0136    3
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6])    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]N[6])     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6]){1|O<1>,2|C<4>,2|N<3>}    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]N[6]){2|C<4>,4|C<3>}   1.3606    0.0000    1     1.3561     0.0136    3
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6])    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]N[6])     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6]){1|O<1>,2|C<4>,2|N<3>}    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]N[6]){3|C<3>,3|C<4>}   1.3668    0.0000    1     1.3561     0.0136    3
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6])    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]O)     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6]){1|N<3>,1|O<1>,1|O<2>,2|C<4>}    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]O){1|C<4>,3|C<3>}   1.3645    0.0053    3     1.3645     0.0053    3
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6])    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]S)     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6]){1|N<2>,1|O<2>,1|S<2>,2|C<4>}    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]S){3|C<3>}   1.3377    0.0037    2     1.3485     0.0188    3
818    914     SP2_SP2    Y    3:2:2:    3:3:    C[5,6a]-3:N[6a]-2:S[5]-2:     C[5,6a]-3:C[6a]-3:     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6])    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]S)     C[5,6a](C[5,6a]C[5,6]C[6a])(N[6a]C[6a])(S[5]C[5,6]){1|N<3>,1|O<1>,1|S<2>,2|C<4>}    N[6a](C[5,6a]C[5,6a]S[5])(C[6a]N[6a]S){1|S<4>,3|C<3>}   1.3700    0.0000    1     1.3485     0.0188    3
