818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a,5a]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a,5a]C[5a,5a]C[5a])(C[5a]C[5a]C)(COO)    C(C[5a]N[5a,5a]C[5a])(OC)(O)     C[5a](N[5a,5a]C[5a,5a]C[5a])(C[5a]C[5a]C)(COO){1|H<1>,1|N<3>,2|C<3>}    C(C[5a]N[5a,5a]C[5a])(OC)(O)   1.4343    0.0000    2     1.4343     0.0000    2
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a,5a]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a,5a]N[5a,5a]C[5a])(C[5a]N[5a]C)(COO)    C(C[5a]N[5a,5a]C[5a])(OC)(O)     C[5a](N[5a,5a]N[5a,5a]C[5a])(C[5a]N[5a]C)(COO){3|C<3>}    C(C[5a]N[5a,5a]C[5a])(OC)(O)   1.4448    0.0000    1     1.4448     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a,6]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a,6]C[5a,6]B[6])(C[5a]C[5a]H)(COO)    C(C[5a]N[5a,6]C[5a])(OC)(O)     C[5a](N[5a,6]C[5a,6]B[6])(C[5a]C[5a]H)(COO){1|C<3>,1|H<1>,1|N<3>,2|F<1>}    C(C[5a]N[5a,6]C[5a])(OC)(O)   1.4689    0.0000    1     1.4689     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a,6]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a,6]C[5a,6]C[6])(C[5a]C[5a]C)(COO)    C(C[5a]N[5a,6]C[5a])(OC)(O)     C[5a](N[5a,6]C[5a,6]C[6])(C[5a]C[5a]C)(COO){1|C<3>,2|C<4>,2|H<1>}    C(C[5a]N[5a,6]C[5a])(OC)(O)   1.4613    0.0084    2     1.4618     0.0060    3
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a,6]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a,6]C[5a,6]C[6])(C[5a]C[5a]C)(COO)    C(C[5a]N[5a,6]C[5a])(OC)(O)     C[5a](N[5a,6]C[5a,6]C[6])(C[5a]C[5a]C)(COO){1|H<1>,2|C<3>,2|C<4>}    C(C[5a]N[5a,6]C[5a])(OC)(O)   1.4627    0.0000    1     1.4618     0.0060    3
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a,6a]-3:C[5a]-3:C-3:     C[5a]-3:N-2:H-1:     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C[6a])(CHN)    C(C[5a]N[5a,6a]C[5a])(NN)(H)     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C[6a])(CHN){2|H<1>,4|C<3>}    C(C[5a]N[5a,6a]C[5a])(NN)(H)   1.4249    0.0000    1     1.4249     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a,6a]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a,6a]C[5a,6,6a]C[6a,6a])(C[5a]C[5a,6]C)(COO)    C(C[5a]N[5a,6a]C[5a])(OC)(O)     C[5a](N[5a,6a]C[5a,6,6a]C[6a,6a])(C[5a]C[5a,6]C)(COO){1|C<4>,3|C<3>}    C(C[5a]N[5a,6a]C[5a])(OC)(O)   1.4786    0.0000    1     1.4786     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a,6a]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C)(COO)    C(C[5a]N[5a,6a]C[5a])(OC)(O)     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C)(COO){1|C<4>,3|C<3>}    C(C[5a]N[5a,6a]C[5a])(OC)(O)   1.4959    0.0000    1     1.4918     0.0036    3
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a,6a]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C)(COO)    C(C[5a]N[5a,6a]C[5a])(OC)(O)     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C)(COO){4|C<3>}    C(C[5a]N[5a,6a]C[5a])(OC)(O)   1.4898    0.0000    2     1.4918     0.0036    3
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a,6a]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]H)(COO)    C(C[5a]N[5a,6a]C[5a])(OC)(O)     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]H)(COO){1|C<4>,3|C<3>}    C(C[5a]N[5a,6a]C[5a])(OC)(O)   1.4651    0.0000    1     1.4575     0.0067    3
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a,6a]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]H)(COO)    C(C[5a]N[5a,6a]C[5a])(OC)(O)     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]H)(COO){1|H<1>,3|C<3>}    C(C[5a]N[5a,6a]C[5a])(OC)(O)   1.4537    0.0020    2     1.4575     0.0067    3
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a,6a]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[6a]N[5a])(COO)    C(C[5a]N[5a,6a]C[5a])(OC)(O)     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[6a]N[5a])(COO){1|H<1>,4|C<3>}    C(C[5a]N[5a,6a]C[5a])(OC)(O)   1.4520    0.0000    1     1.4520     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a,6a]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]N)(COO)    C(C[5a]N[5a,6a]C[5a])(OC)(O)     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]N)(COO){1|H<1>,2|C<3>}    C(C[5a]N[5a,6a]C[5a])(OC)(O)   1.4316    0.0000    1     1.4316     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a,6a]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a,6a]C[5a,6a]N[6a])(C[5a]C[5a]C)(COO)    C(C[5a]N[5a,6a]C[5a])(OC)(O)     C[5a](N[5a,6a]C[5a,6a]N[6a])(C[5a]C[5a]C)(COO){3|C<3>}    C(C[5a]N[5a,6a]C[5a])(OC)(O)   1.4669    0.0054    2     1.4669     0.0054    2
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a]-3:C[5a]-3:C-3:     C[5a]-3:N-2:H-1:     C[5a](N[5a]C[6a]N[5a])(C[5a]O[5a]O)(CHN)    C(C[5a]C[5a]N[5a])(NN)(H)     C[5a](N[5a]C[6a]N[5a])(C[5a]O[5a]O)(CHN){2|C<3>}    C(C[5a]C[5a]N[5a])(NN)(H)   1.4306    0.0000    1     1.4306     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a]C[5a]C[6a])(C[5a]C[5a]C)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](N[5a]C[5a]C[6a])(C[5a]C[5a]C)(COO){1|C<4>,3|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4953    0.0000    1     1.4953     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a]C[5a]C[6a])(C[5a]C[5a]O)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](N[5a]C[5a]C[6a])(C[5a]C[5a]O)(COO){1|H<1>,3|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4405    0.0000    2     1.4405     0.0000    2
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a]C[6a]N[5a])(C[5a]C[5a]C)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](N[5a]C[6a]N[5a])(C[5a]C[5a]C)(COO){1|H<1>,2|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4768    0.0000    1     1.4768     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a]C[6a]N[5a])(C[5a]C[5a]H)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](N[5a]C[6a]N[5a])(C[5a]C[5a]H)(COO){1|Br<1>,1|C<3>,1|N<2>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4550    0.0000    1     1.4550     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a]C[6a]N[5a])(C[5a]C[5a]H)(COO)    C(C[5a]C[5a]N[5a])(OH)(O)     C[5a](N[5a]C[6a]N[5a])(C[5a]C[5a]H)(COO){1|C<3>,1|C<4>,1|N<2>}    C(C[5a]C[5a]N[5a])(OH)(O)   1.4676    0.0000    1     1.4676     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:2:1:    N[5a]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](N[5a]C[6a]N[5a])(C[5a]N[5a]C)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](N[5a]C[6a]N[5a])(C[5a]N[5a]C)(COO){2|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.5004    0.0000    1     1.5004     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:2:1:    P[5a]-3:C[5a]-3:C-3:     C[5a]-3:O-2:O-1:     C[5a](P[5a]C[5a]P[5a])(C[5a]C[5a]C)(COO)    C(C[5a]C[5a]P[5a])(OC)(O)     C[5a](P[5a]C[5a]P[5a])(C[5a]C[5a]C)(COO){1|C<4>,3|C<3>}    C(C[5a]C[5a]P[5a])(OC)(O)   1.4737    0.0023    2     1.4737     0.0023    2
818    930     SP2_SP2    N    3:3:3:    3:2:2:    C[5]-3:C[5]-3:C-3:     C[5]-3:O-2:O-2:     C[5](C[5]C[5]H)2(COO)    C(C[5]C[5]2)(OH)2     C[5](C[5]C[5]H)2(COO){1|Br<1>,2|C<4>}    C(C[5]C[5]2)(OH)2   1.4681    0.0000    1     1.4681     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:2:2:    C[5a,6a]-3:C[5a]-3:C-3:     C[5a]-3:C-2:C-2:     C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]C[6a]N[5a])(CCC)    C(C[5a]C[5a,6a]C[5a])(CC)2     C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]C[6a]N[5a])(CCC){1|C<4>,1|H<1>,4|C<3>}    C(C[5a]C[5a,6a]C[5a])(CC)2   1.4498    0.0000    1     1.4498     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:2:2:    N[5]-3:N[5]-3:C-3:     C[5]-3:C-2:C-2:     C[5](N[5]C[5]C)(N[5]C[5]H)(CCC)    C(C[5]N[5]2)(CN)2     C[5](N[5]C[5]C)(N[5]C[5]H)(CCC){4|H<1>}    C(C[5]N[5]2)(CN)2   1.4134    0.0000    1     1.4134     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:2:3:    C[5a,6a]-3:C[5a]-3:C-3:     C[5a]-3:N-2:C-3:     C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]H)(CCN)    C(C[5a]C[5a,6a]C[5a])(NC[6a])(CCN)     C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]H)(CCN){1|H<1>,1|S<4>,2|C<3>}    C(C[5a]C[5a,6a]C[5a])(NC[6a])(CCN)   1.4479    0.0000    1     1.4479     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:2:4:    C[5,6a]-3:C[5,6a]-3:C-3:     C[5]-3:S-2:C-4:     C[5](C[5,6a]C[5,6a]C[6a])2(CCS)    C(C[5]C[5,6a]2)(SC[6a])(CCCH)     C[5](C[5,6a]C[5,6a]C[6a])2(CCS){2|H<1>,4|C<3>}    C(C[5]C[5,6a]2)(SC[6a])(CCCH)   1.3578    0.0000    1     1.3578     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:2:4:    C[5a]-3:N[5a]-3:C-3:     C[5a]-3:N-2:C-4:     C[5a](C[5a]C[5a]H)(N[5a]C[5a]H)(CCN)    C(C[5a]C[5a]N[5a])(NC[6a])(CH3)     C[5a](C[5a]C[5a]H)(N[5a]C[5a]H)(CCN){2|H<1>}    C(C[5a]C[5a]N[5a])(NC[6a])(CH3)   1.4478    0.0060    11     1.4478     0.0060    11
818    930     SP2_SP2    N    3:3:3:    3:2:4:    P[5]-3:C[5]-3:C-3:     C[5]-3:N-2:C-4:     C[5](P[5]C[6a]P[5])(C[5]N[5]C)(CCN)    C(C[5]C[5]P[5])(NC[6a])(CH3)     C[5](P[5]C[6a]P[5])(C[5]N[5]C)(CCN){4|C<3>}    C(C[5]C[5]P[5])(NC[6a])(CH3)   1.4626    0.0000    1     1.4626     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,5]-3:C[5,5]-3:C-3:     C[5]-3:C[6a]-3:H-1:     C[5](C[5,5]C[5,5]C[5])2(CC[6a]H)    C(C[5]C[5,5]2)(C[6a]C[6a]2)(H)     C[5](C[5,5]C[5,5]C[5])2(CC[6a]H){2|C<3>,2|H<1>,2|S<2>}    C(C[5]C[5,5]2)(C[6a]C[6a]2)(H)   1.3483    0.0000    1     1.3483     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,5]-3:C[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5,5]C[5,5]S[5])(C[5]C[5]C)(CCH)    C(C[5]C[5,5]C[5])(CCH)(H)     C[5](C[5,5]C[5,5]S[5])(C[5]C[5]C)(CCH){1|H<1>,2|C<3>}    C(C[5]C[5,5]C[5])(CCH)(H)   1.3712    0.0000    1     1.4022     0.0438    2
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,5]-3:C[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5,5]C[5,5]S[5])(C[5]C[5]C)(CCH)    C(C[5]C[5,5]C[5])(CCH)(H)     C[5](C[5,5]C[5,5]S[5])(C[5]C[5]C)(CCH){3|C<3>}    C(C[5]C[5,5]C[5])(CCH)(H)   1.4332    0.0000    1     1.4022     0.0438    2
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,5]-3:C[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5,5]C[5,6a]C[5,5])(C[5]C[5]C)(CCH)    C(C[5]C[5,5]C[5])(CCH)(H)     C[5](C[5,5]C[5,6a]C[5,5])(C[5]C[5]C)(CCH){1|S<2>,3|C<3>}    C(C[5]C[5,5]C[5])(CCH)(H)   1.3876    0.0000    1     1.3876     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,5]-3:C[5]-3:C-3:     C[5]-3:N-3:O-1:     C[5](C[5,5]C[5,5]S[5])(C[5]O[5]O)(CNO)    C(C[5]C[5,5]C[5])(NCC)(O)     C[5](C[5,5]C[5,5]S[5])(C[5]O[5]O)(CNO){1|N<2>,1|S<2>}    C(C[5]C[5,5]C[5])(NCC)(O)   1.4841    0.0000    1     1.4841     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,5a]-3:P[5a]-3:C-3:     C[5a]-3:C[5]-3:H-1:     C[5a](C[5,5a]C[5,5a]C[5])(P[5a]C[5a]C[6a])(CC[5]H)    C(C[5a]C[5,5a]P[5a])(C[5]C[5]N[5])(H)     C[5a](C[5,5a]C[5,5a]C[5])(P[5a]C[5a]C[6a])(CC[5]H){2|C<4>,2|H<1>,3|C<3>}    C(C[5a]C[5,5a]P[5a])(C[5]C[5]N[5])(H)   1.3702    0.0021    4     1.3702     0.0021    4
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6]-3:C[5]-3:C-3:     C[5]-3:C[6a]-3:O-1:     C[5](C[5,6]C[5,6]C[6])(C[5]S[5]N)(CC[6a]O)    C(C[5]C[5,6]C[5])(C[6a]C[6a]2)(O)     C[5](C[5,6]C[5,6]C[6])(C[5]S[5]N)(CC[6a]O){2|C<4>,2|H<1>}    C(C[5]C[5,6]C[5])(C[6a]C[6a]2)(O)   1.4352    0.0000    2     1.4352     0.0000    2
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6]-3:C[5]-3:C-3:     C[5]-3:N-3:O-1:     C[5](C[5,6]C[5,6]C[6])(C[5]S[5]N)(CNO)    C(C[5]C[5,6]C[5])(NC[6]H)(O)     C[5](C[5,6]C[5,6]C[6])(C[5]S[5]N)(CNO){2|C<4>,2|H<1>}    C(C[5]C[5,6]C[5])(NC[6]H)(O)   1.4916    0.0000    1     1.4916     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6]-3:C[5]-3:C-3:     C[5]-3:N-3:O-1:     C[5](C[5,6]C[5,6]C[6])(C[5]S[5]N)(CNO)    C(C[5]C[5,6]C[5])(NC[6a]H)(O)     C[5](C[5,6]C[5,6]C[6])(C[5]S[5]N)(CNO){1|C<3>,1|C<4>,2|H<1>}    C(C[5]C[5,6]C[5])(NC[6a]H)(O)   1.4825    0.0000    1     1.4860     0.0120    12
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6]-3:C[5]-3:C-3:     C[5]-3:N-3:O-1:     C[5](C[5,6]C[5,6]C[6])(C[5]S[5]N)(CNO)    C(C[5]C[5,6]C[5])(NC[6a]H)(O)     C[5](C[5,6]C[5,6]C[6])(C[5]S[5]N)(CNO){2|C<4>,2|H<1>}    C(C[5]C[5,6]C[5])(NC[6a]H)(O)   1.4863    0.0126    11     1.4860     0.0120    12
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5,6a]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5,6a]C[5,6a]C[6a])2(CCH)    C(C[5]C[5,6a]2)(CC[6]O)(H)     C[5](C[5,6a]C[5,6a]C[6a])2(CCH){2|H<1>,4|C<3>}    C(C[5]C[5,6a]2)(CC[6]O)(H)   1.3468    0.0000    1     1.3468     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5,6a]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5,6a]C[5,6a]C[6a])2(CCH)    C(C[5]C[5,6a]2)(CC[6a]O)(H)     C[5](C[5,6a]C[5,6a]C[6a])2(CCH){2|H<1>,4|C<3>}    C(C[5]C[5,6a]2)(CC[6a]O)(H)   1.3437    0.0045    2     1.3437     0.0045    2
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5,6a]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5,6a]C[5,6a]C[6a])2(CCH)    C(C[5]C[5,6a]2)(COO)(H)     C[5](C[5,6a]C[5,6a]C[6a])2(CCH){2|H<1>,4|C<3>}    C(C[5]C[5,6a]2)(COO)(H)   1.3403    0.0000    1     1.3403     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5,6a]-3:C-3:     C[5]-3:C[6a]-3:H-1:     C[5](C[5,6a]C[5,6a]C[6a])2(CC[6a]H)    C(C[5]C[5,6a]2)(C[6a]C[6a]2)(H)     C[5](C[5,6a]C[5,6a]C[6a])2(CC[6a]H){2|H<1>,4|C<3>}    C(C[5]C[5,6a]2)(C[6a]C[6a]2)(H)   1.3449    0.0038    5     1.3449     0.0038    5
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5,6a]C[5,6a]C[6a])(C[5]C[6a]C[5])(CCH)    C(C[5]C[5,6a]C[5])(COO)(H)     C[5](C[5,6a]C[5,6a]C[6a])(C[5]C[6a]C[5])(CCH){2|H<1>,4|C<3>}    C(C[5]C[5,6a]C[5])(COO)(H)   1.3496    0.0000    2     1.3496     0.0000    2
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5,6a]C[5,6a]C[6a])(C[5]C[6a]S[5])(CCH)    C(C[5]C[5,6a]C[5])(CC[6a]O)(H)     C[5](C[5,6a]C[5,6a]C[6a])(C[5]C[6a]S[5])(CCH){1|H<1>,4|C<3>}    C(C[5]C[5,6a]C[5])(CC[6a]O)(H)   1.4681    0.0000    1     1.4681     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CCH)    C(C[5]C[5,6a]C[5])(CCH)(H)     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CCH){2|C<3>,2|H<1>}    C(C[5]C[5,6a]C[5])(CCH)(H)   1.3445    0.0056    2     1.3445     0.0056    2
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CCH)    C(C[5]C[5,6a]C[5])(CC[6a]O)(H)     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CCH){1|C<4>,1|H<1>,2|C<3>}    C(C[5]C[5,6a]C[5])(CC[6a]O)(H)   1.3411    0.0057    3     1.3409     0.0061    7
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CCH)    C(C[5]C[5,6a]C[5])(CC[6a]O)(H)     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CCH){1|Cl<1>,1|H<1>,2|C<3>}    C(C[5]C[5,6a]C[5])(CC[6a]O)(H)   1.3304    0.0000    1     1.3409     0.0061    7
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CCH)    C(C[5]C[5,6a]C[5])(CC[6a]O)(H)     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CCH){2|C<3>,2|H<1>}    C(C[5]C[5,6a]C[5])(CC[6a]O)(H)   1.3442    0.0026    3     1.3409     0.0061    7
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CCH)    C(C[5]C[5,6a]C[5])(CHO)(H)     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CCH){1|C<4>,1|H<1>,2|C<3>}    C(C[5]C[5,6a]C[5])(CHO)(H)   1.3385    0.0000    1     1.3385     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CCH)    C(C[5]C[5,6a]C[5])(COO)(H)     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CCH){1|C<4>,1|H<1>,2|C<3>}    C(C[5]C[5,6a]C[5])(COO)(H)   1.3388    0.0000    1     1.3388     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5]-3:C-3:     C[5]-3:C-3:S-1:     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CCS)    C(C[5]C[5,6a]C[5])(CC[6a]O)(S)     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CCS){2|C<3>,2|H<1>}    C(C[5]C[5,6a]C[5])(CC[6a]O)(S)   1.3827    0.0000    1     1.3827     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5]-3:C-3:     C[5]-3:C[5]-3:H-1:     C[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]H)(CC[5]H)    C(C[5]C[5,6a]C[5])(C[5]C[5]N[5])(H)     C[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]H)(CC[5]H){1|H<1>,3|C<3>}    C(C[5]C[5,6a]C[5])(C[5]C[5]N[5])(H)   1.3936    0.0000    1     1.3936     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5]-3:C-3:     C[5]-3:C[5]-3:H-1:     C[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]H)(CC[5]H)    C(C[5]C[5,6a]C[5])(C[5]C[5]S[5])(H)     C[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]H)(CC[5]H){1|H<1>,3|C<3>}    C(C[5]C[5,6a]C[5])(C[5]C[5]S[5])(H)   1.3533    0.0000    1     1.3533     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5]-3:C-3:     C[5]-3:C[5]-3:H-1:     C[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O)(CC[5]H)    C(C[5]C[5,6a]C[5])(C[5]C[5]2)(H)     C[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]O)(CC[5]H){1|H<1>,1|O<1>,2|C<3>}    C(C[5]C[5,6a]C[5])(C[5]C[5]2)(H)   1.3496    0.0000    1     1.3496     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5]-3:C-3:     C[5]-3:C[5]-3:H-1:     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CC[5]H)    C(C[5]C[5,6a]C[5])(C[5]C[5]2)(H)     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CC[5]H){2|C<3>,2|H<1>}    C(C[5]C[5,6a]C[5])(C[5]C[5]2)(H)   1.3547    0.0000    1     1.3547     0.0000    1
818    930     SP2_SP2    N    3:3:3:    3:3:1:    C[5,6a]-3:C[5]-3:C-3:     C[5]-3:C[5]-3:H-1:     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CC[5]H)    C(C[5]C[5,6a]C[5])(C[5]C[5]S[5])(H)     C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CC[5]H){2|C<3>,2|H<1>}    C(C[5]C[5,6a]C[5])(C[5]C[5]S[5])(H)   1.3523    0.0000    1     1.3523     0.0000    1
