727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]H)(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]N[5a]H)(N[5a]N[5a])(COO){1|C<4>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4665    0.0053    5     1.4638     0.0073    7
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]H)(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]N[5a]H)(N[5a]N[5a])(COO){1|H<1>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4638    0.0000    1     1.4638     0.0073    7
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:O[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a,6a]H)(O[5a]C[5a,6a])(COO)    C(C[5a]C[5a]O[5a])(OC)(O)     C[5a](C[5a]C[5a,6a]H)(O[5a]C[5a,6a])(COO){2|C<3>}    C(C[5a]C[5a]O[5a])(OC)(O)   1.4672    0.0047    2     1.4672     0.0047    2
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:O[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(O[5a]C[5a])(COO)    C(C[5a]C[5a]O[5a])(OC)(O)     C[5a](C[5a]C[5a]H)(O[5a]C[5a])(COO){2|H<1>}    C(C[5a]C[5a]O[5a])(OC)(O)   1.4653    0.0000    1     1.4653     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:O[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(O[5a]N[5a])(COO)    C(C[5a]C[5a]O[5a])(OC)(O)     C[5a](C[5a]C[5a]H)(O[5a]N[5a])(COO){1|C<3>}    C(C[5a]C[5a]O[5a])(OC)(O)   1.4735    0.0034    4     1.4746     0.0039    5
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:O[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(O[5a]N[5a])(COO)    C(C[5a]C[5a]O[5a])(OC)(O)     C[5a](C[5a]C[5a]H)(O[5a]N[5a])(COO){1|C<4>}    C(C[5a]C[5a]O[5a])(OC)(O)   1.4792    0.0000    1     1.4746     0.0039    5
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:O[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]H)(O[5a]C[5a])(COO)    C(C[5a]C[5a]O[5a])(OC)(O)     C[5a](C[5a]N[5a]H)(O[5a]C[5a])(COO){1|N<3>}    C(C[5a]C[5a]O[5a])(OC)(O)   1.4428    0.0000    1     1.4428     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:O[5a]-2_2     C[5a]-2_2_2:O-2_2:O-2     C[5a](C[5a]C[5a]H)(O[5a]C[5a])(COO)    C(C[5a]C[5a]O[5a])(OC[6a])(O)     C[5a](C[5a]C[5a]H)(O[5a]C[5a])(COO){2|H<1>}    C(C[5a]C[5a]O[5a])(OC[6a])(O)   1.4567    0.0067    3     1.4567     0.0067    3
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a,6]C)(N[5a]N[5a,6])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a,6]C)(N[5a]N[5a,6])(COO){2|C<4>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4890    0.0085    3     1.4890     0.0085    3
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a,6]C[6a])(N[5a]N[5a,6])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a,6]C[6a])(N[5a]N[5a,6])(COO){1|C<4>,3|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4818    0.0000    1     1.4818     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C)(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]C)(N[5a]N[5a])(COO){1|C<3>,1|H<1>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4857    0.0163    3     1.4832     0.0115    6
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C)(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]C)(N[5a]N[5a])(COO){1|C<4>,1|H<1>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4876    0.0000    1     1.4832     0.0115    6
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C)(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]C)(N[5a]N[5a])(COO){2|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4771    0.0042    2     1.4832     0.0115    6
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C)(N[5a]O[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]C)(N[5a]O[5a])(COO){1|C<4>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4877    0.0000    1     1.4877     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C[6a])(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]C[6a])(N[5a]N[5a])(COO){1|C<4>,3|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4790    0.0000    1     1.4790     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]N[5a])(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]N[5a])(N[5a]N[5a])(COO){1|C<3>,1|H<1>,1|O<2>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4752    0.0002    2     1.4752     0.0002    2
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[6a]O[5a])(N[5a]C[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[6a]O[5a])(N[5a]C[5a])(COO){1|C<4>,2|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4778    0.0000    1     1.4765     0.0019    2
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[6a]O[5a])(N[5a]C[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[6a]O[5a])(N[5a]C[5a])(COO){3|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4752    0.0000    1     1.4765     0.0019    2
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a,5a]C)(N[5a]N[5a,5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]N[5a,5a]C)(N[5a]N[5a,5a])(COO){2|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.5008    0.0000    1     1.5008     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]C)(N[5a]C[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]N[5a]C)(N[5a]C[5a])(COO){2|H<1>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4718    0.0000    1     1.4718     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]C)(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]N[5a]C)(N[5a]N[5a])(COO){1|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4666    0.0070    9     1.4707     0.0147    24
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]C)(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]N[5a]C)(N[5a]N[5a])(COO){1|C<4>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4678    0.0257    6     1.4707     0.0147    24
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]C)(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]N[5a]C)(N[5a]N[5a])(COO){1|Co<5>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4784    0.0000    1     1.4707     0.0147    24
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]C)(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]N[5a]C)(N[5a]N[5a])(COO){1|Mo<8>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4783    0.0072    2     1.4707     0.0147    24
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]C)(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]N[5a]C)(N[5a]N[5a])(COO){1|Re<6>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4785    0.0085    4     1.4707     0.0147    24
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]C)(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]N[5a]C)(N[5a]N[5a])(COO){1|Ru<6>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4711    0.0189    2     1.4707     0.0147    24
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]N)(N[5a]C[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]N[5a]N)(N[5a]C[5a])(COO){1|C<3>,1|H<1>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4427    0.0028    2     1.4427     0.0028    2
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]N)(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]N[5a]N)(N[5a]N[5a])(COO){1|C<4>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4576    0.0089    3     1.4576     0.0089    3
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]O[5a]C)(N[5a]C[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]O[5a]C)(N[5a]C[5a])(COO){1|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4715    0.0057    4     1.4715     0.0057    4
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:O[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a,6a]N)(O[5a]C[5a,6a])(COO)    C(C[5a]C[5a]O[5a])(OC)(O)     C[5a](C[5a]C[5a,6a]N)(O[5a]C[5a,6a])(COO){1|C<3>,1|N<2>}    C(C[5a]C[5a]O[5a])(OC)(O)   1.4371    0.0000    1     1.4356     0.0153    5
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:O[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a,6a]N)(O[5a]C[5a,6a])(COO)    C(C[5a]C[5a]O[5a])(OC)(O)     C[5a](C[5a]C[5a,6a]N)(O[5a]C[5a,6a])(COO){2|C<3>}    C(C[5a]C[5a]O[5a])(OC)(O)   1.4352    0.0177    4     1.4356     0.0153    5
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:O[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a,6a]O)(O[5a]C[5a,6a])(COO)    C(C[5a]C[5a]O[5a])(OC)(O)     C[5a](C[5a]C[5a,6a]O)(O[5a]C[5a,6a])(COO){2|C<3>}    C(C[5a]C[5a]O[5a])(OC)(O)   1.4523    0.0247    2     1.4523     0.0247    2
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:O[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C)(O[5a]C[5a])(COO)    C(C[5a]C[5a]O[5a])(OC)(O)     C[5a](C[5a]C[5a]C)(O[5a]C[5a])(COO){1|C<3>,1|N<3>}    C(C[5a]C[5a]O[5a])(OC)(O)   1.4715    0.0045    9     1.4714     0.0043    10
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:O[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C)(O[5a]C[5a])(COO)    C(C[5a]C[5a]O[5a])(OC)(O)     C[5a](C[5a]C[5a]C)(O[5a]C[5a])(COO){1|Cl<1>,1|C<3>}    C(C[5a]C[5a]O[5a])(OC)(O)   1.4702    0.0000    1     1.4714     0.0043    10
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:O[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C)(O[5a]N[5a])(COO)    C(C[5a]C[5a]O[5a])(OC)(O)     C[5a](C[5a]C[5a]C)(O[5a]N[5a])(COO){1|C<3>}    C(C[5a]C[5a]O[5a])(OC)(O)   1.4803    0.0000    1     1.4803     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:O[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C[6a])(O[5a]C[5a])(COO)    C(C[5a]C[5a]O[5a])(OC)(O)     C[5a](C[5a]C[5a]C[6a])(O[5a]C[5a])(COO){1|H<1>,3|C<3>}    C(C[5a]C[5a]O[5a])(OC)(O)   1.4668    0.0000    1     1.4634     0.0047    2
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:O[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C[6a])(O[5a]C[5a])(COO)    C(C[5a]C[5a]O[5a])(OC)(O)     C[5a](C[5a]C[5a]C[6a])(O[5a]C[5a])(COO){1|O<2>,3|C<3>}    C(C[5a]C[5a]O[5a])(OC)(O)   1.4601    0.0000    1     1.4634     0.0047    2
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:O[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[6a]N[5a])(O[5a]C[5a])(COO)    C(C[5a]C[5a]O[5a])(OC)(O)     C[5a](C[5a]C[6a]N[5a])(O[5a]C[5a])(COO){1|C<4>,2|C<3>}    C(C[5a]C[5a]O[5a])(OC)(O)   1.4687    0.0000    1     1.4687     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-3_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C[6])(N[5a]O[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]C[6])(N[5a]O[5a])(COO){2|C<4>,2|O<2>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4995    0.0038    3     1.4995     0.0038    3
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-3_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]S)(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]S)(N[5a]N[5a])(COO){2|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4912    0.0000    1     1.4912     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-3_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a,6a]C)(N[5a]C[5a,6a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]N[5a,6a]C)(N[5a]C[5a,6a])(COO){1|C<3>,1|N<2>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4699    0.0104    2     1.4699     0.0104    2
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-3_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]C)(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]N[5a]C)(N[5a]N[5a])(COO){1|B<4>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4653    0.0000    1     1.4685     0.0075    13
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-3_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]C)(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]N[5a]C)(N[5a]N[5a])(COO){1|N<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4688    0.0078    12     1.4685     0.0075    13
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-3_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]O[5a]C[5])(N[5a]C[5a])(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]O[5a]C[5])(N[5a]C[5a])(COO){1|C<4>,3|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4629    0.0000    1     1.4629     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:C[5a]-3_2_2:O[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]C)(O[5a]C[5a])(COO)    C(C[5a]C[5a]O[5a])(OC)(O)     C[5a](C[5a]N[5a]C)(O[5a]C[5a])(COO){1|C<3>}    C(C[5a]C[5a]O[5a])(OC)(O)   1.4765    0.0165    3     1.4765     0.0165    3
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:N[5a]-2_2:N[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](N[5a]C[5a,6a]C)(N[5a]C[5a,6a])(COO)    C(C[5a]N[5a]2)(OC)(O)     C[5a](N[5a]C[5a,6a]C)(N[5a]C[5a,6a])(COO){1|C<3>,1|N<2>}    C(C[5a]N[5a]2)(OC)(O)   1.4895    0.0000    1     1.4895     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:N[5a]-2_2:N[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](N[5a]C[5a]C)(N[5a]C[5a])(COO)    C(C[5a]N[5a]2)(OC)(O)     C[5a](N[5a]C[5a]C)(N[5a]C[5a])(COO){2|H<1>}    C(C[5a]N[5a]2)(OC)(O)   1.4788    0.0000    1     1.4788     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:N[5a]-2_2:N[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](N[5a]N[5a]C[5])(N[5a]C[5a])(COO)    C(C[5a]N[5a]2)(OC)(O)     C[5a](N[5a]N[5a]C[5])(N[5a]C[5a])(COO){1|C<4>,1|H<1>,1|N<3>,1|O<2>}    C(C[5a]N[5a]2)(OC)(O)   1.4886    0.0000    1     1.4886     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-2_2_2:N[5a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](N[5a]C[5a]N)(N[5a]N[5a])(COO)    C(C[5a]N[5a]2)(OC)(O)     C[5a](N[5a]C[5a]N)(N[5a]N[5a])(COO){1|C<3>}    C(C[5a]N[5a]2)(OC)(O)   1.4910    0.0000    1     1.4910     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-3_2_2:C[5a,6a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2_0:O-2     C[5a](C[5a,6a]C[5a,6a]C[6a])(N[5a]N[5a])(COO)    C(C[5a]C[5a,6a]N[5a])(OH)(O)     C[5a](C[5a,6a]C[5a,6a]C[6a])(N[5a]N[5a])(COO){1|C<4>,1|H<1>,2|C<3>}    C(C[5a]C[5a,6a]N[5a])(OH)(O)   1.4590    0.0097    4     1.4590     0.0097    4
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-3_2_2:C[5a,6a]-2_2_2:N[5a]-2_2     C[5a]-2_2_2:O-2_0:O-2     C[5a](C[5a,6a]N[5a,6a]N[6a])(N[5a]C[5a])(COO)    C(C[5a]C[5a,6a]N[5a])(OH)(O)     C[5a](C[5a,6a]N[5a,6a]N[6a])(N[5a]C[5a])(COO){1|C<3>,1|H<1>,1|N<2>}    C(C[5a]C[5a,6a]N[5a])(OH)(O)   1.4808    0.0000    1     1.4808     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-3_2_2:C[5a]-2_2_0:N[5a]-2_2     C[5a]-2_2_2:O-2_0:O-2     C[5a](C[5a]C[5a]H)(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OH)(O)     C[5a](C[5a]C[5a]H)(N[5a]N[5a])(COO){1|C<3>,1|H<1>}    C(C[5a]C[5a]N[5a])(OH)(O)   1.4748    0.0050    23     1.4748     0.0050    23
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-3_2_2:C[5a]-2_2_0:N[5a]-2_2     C[5a]-2_2_2:O-2_0:O-2     C[5a](C[5a]C[5a]H)(N[5a]O[5a])(COO)    C(C[5a]C[5a]N[5a])(OH)(O)     C[5a](C[5a]C[5a]H)(N[5a]O[5a])(COO){1|C<3>}    C(C[5a]C[5a]N[5a])(OH)(O)   1.4927    0.0000    1     1.4870     0.0081    2
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-3_2_2:C[5a]-2_2_0:N[5a]-2_2     C[5a]-2_2_2:O-2_0:O-2     C[5a](C[5a]C[5a]H)(N[5a]O[5a])(COO)    C(C[5a]C[5a]N[5a])(OH)(O)     C[5a](C[5a]C[5a]H)(N[5a]O[5a])(COO){1|C<4>}    C(C[5a]C[5a]N[5a])(OH)(O)   1.4813    0.0000    1     1.4870     0.0081    2
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-3_2_2:C[5a]-2_2_0:N[5a]-2_2     C[5a]-2_2_2:O-2_0:O-2     C[5a](C[5a]N[5a]H)(N[5a]N[5a])(COO)    C(C[5a]C[5a]N[5a])(OH)(O)     C[5a](C[5a]N[5a]H)(N[5a]N[5a])(COO){1|C<3>}    C(C[5a]C[5a]N[5a])(OH)(O)   1.4654    0.0048    3     1.4654     0.0048    3
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-3_2_2:C[5a]-2_2_0:O[5a]-2_2     C[5a]-2_2_2:O-2:S-2_2     C[5a](C[5a]C[5a]H)(O[5a]C[5a])(COS)    C(C[5a]C[5a]O[5a])(SC[5])(O)     C[5a](C[5a]C[5a]H)(O[5a]C[5a])(COS){2|H<1>}    C(C[5a]C[5a]O[5a])(SC[5])(O)   1.4472    0.0000    1     1.4472     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-3_2_2:C[5a]-2_2_0:O[5a]-2_2     C[5a]-2_2_2:O-2:S-3_2     C[5a](C[5a]C[5a]H)(O[5a]C[5a])(COS)    C(C[5a]C[5a]O[5a])(SS)(O)     C[5a](C[5a]C[5a]H)(O[5a]C[5a])(COS){2|H<1>}    C(C[5a]C[5a]O[5a])(SS)(O)   1.4548    0.0000    1     1.4548     0.0000    1
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-3_2_2:C[5a]-2_2_0:O[5a]-2_2     C[5a]-2_2_2:O-2_0:O-2     C[5a](C[5a]C[5a]H)(O[5a]C[5a])(COO)    C(C[5a]C[5a]O[5a])(OH)(O)     C[5a](C[5a]C[5a]H)(O[5a]C[5a])(COO){1|C<4>,1|H<1>}    C(C[5a]C[5a]O[5a])(OH)(O)   1.4591    0.0000    1     1.4548     0.0061    2
727    930     SP2_SP2    N    3:2:3:    3:2:1:    C-3_2_2:C[5a]-2_2_0:O[5a]-2_2     C[5a]-2_2_2:O-2_0:O-2     C[5a](C[5a]C[5a]H)(O[5a]C[5a])(COO)    C(C[5a]C[5a]O[5a])(OH)(O)     C[5a](C[5a]C[5a]H)(O[5a]C[5a])(COO){1|H<1>,1|N<3>}    C(C[5a]C[5a]O[5a])(OH)(O)   1.4505    0.0000    1     1.4548     0.0061    2
