727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:C[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]Cl)(C[5a]N[5a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]N[5a]Cl)(C[5a]N[5a]C)(COO){1|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4697    0.0000    1     1.4697     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:C[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]H)(C[5a]N[5a]S)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]N[5a]H)(C[5a]N[5a]S)(COO){1|C<4>}    C(C[5a]C[5a]2)(OC)(O)   1.4738    0.0000    1     1.4738     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:C[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]O[5a]C[4])(C[5a]C[5a]H)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]O[5a]C[4])(C[5a]C[5a]H)(COO){1|H<1>,3|C<4>}    C(C[5a]C[5a]2)(OC)(O)   1.4651    0.0000    1     1.4651     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a,6]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](N[5a,6]C[5a,6]B[6])(C[5a]C[5a]H)(COO)    C(C[5a]N[5a,6]C[5a])(OC)(O)     C[5a](N[5a,6]C[5a,6]B[6])(C[5a]C[5a]H)(COO){1|C<3>,1|H<1>,1|N<3>,2|F<1>}    C(C[5a]N[5a,6]C[5a])(OC)(O)   1.4689    0.0000    1     1.4689     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a,6a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]H)(COO)    C(C[5a]N[5a,6a]C[5a])(OC)(O)     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]H)(COO){1|C<4>,3|C<3>}    C(C[5a]N[5a,6a]C[5a])(OC)(O)   1.4651    0.0000    1     1.4575     0.0067    3
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a,6a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]H)(COO)    C(C[5a]N[5a,6a]C[5a])(OC)(O)     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]H)(COO){1|H<1>,3|C<3>}    C(C[5a]N[5a,6a]C[5a])(OC)(O)   1.4537    0.0020    2     1.4575     0.0067    3
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_0     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5,5a]H)(N[5a]C[5,5a]H)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5,5a]H)(N[5a]C[5,5a]H)(COO){1|C<3>,1|S<2>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4552    0.0000    1     1.4552     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_0     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a,6]H)(N[5a]C[5a,6]H)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a,6]H)(N[5a]C[5a,6]H)(COO){2|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4764    0.0000    1     1.4764     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_0     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a,6a]H)(N[5a]C[5a,6a]H)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a,6a]H)(N[5a]C[5a,6a]H)(COO){2|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4487    0.0082    4     1.4487     0.0082    4
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_0     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(N[5a]C[5a]H)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]H)(N[5a]C[5a]H)(COO){1|C<2>,1|H<1>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4657    0.0000    1     1.4448     0.0089    17
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_0     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(N[5a]C[5a]H)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]H)(N[5a]C[5a]H)(COO){1|C<3>,1|N<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4576    0.0000    1     1.4448     0.0089    17
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_0     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(N[5a]C[5a]H)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]H)(N[5a]C[5a]H)(COO){1|C<3>,1|S<2>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4514    0.0000    1     1.4448     0.0089    17
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_0     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(N[5a]C[5a]H)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]H)(N[5a]C[5a]H)(COO){1|C<4>,1|H<1>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4446    0.0075    5     1.4448     0.0089    17
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_0     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(N[5a]C[5a]H)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]H)(N[5a]C[5a]H)(COO){1|C<4>,1|N<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4432    0.0000    1     1.4448     0.0089    17
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_0     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(N[5a]C[5a]H)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]H)(N[5a]C[5a]H)(COO){2|H<1>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4401    0.0055    8     1.4448     0.0089    17
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_0     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(N[5a]C[5a]H)(COO)    C(C[5a]C[5a]N[5a])(OC[6])(O)     C[5a](C[5a]C[5a]H)(N[5a]C[5a]H)(COO){2|H<1>}    C(C[5a]C[5a]N[5a])(OC[6])(O)   1.4465    0.0000    1     1.4465     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_0     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(N[5a]N[5a]H)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]H)(N[5a]N[5a]H)(COO){1|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4750    0.0000    1     1.4709     0.0058    2
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_0     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(N[5a]N[5a]H)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]H)(N[5a]N[5a]H)(COO){1|N<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4668    0.0000    1     1.4709     0.0058    2
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5,5a]H)(N[5a]C[5,5a]C)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5,5a]H)(N[5a]C[5,5a]C)(COO){1|C<3>,1|S<2>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4686    0.0000    1     1.4686     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a,6a]H)(N[5a]C[5a,6a]C)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a,6a]H)(N[5a]C[5a,6a]C)(COO){2|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4779    0.0173    3     1.4779     0.0173    3
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]Br)(N[5a]C[5a]2)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]Br)(N[5a]C[5a]2)(COO){2|Cl<1>,2|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4680    0.0000    1     1.4680     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]Br)(N[5a]C[5a]C)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]Br)(N[5a]C[5a]C)(COO){2|Cl<1>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4744    0.0000    1     1.4744     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(N[5a]C[5a]2)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]H)(N[5a]C[5a]2)(COO){1|H<1>,3|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4686    0.0022    2     1.4654     0.0057    3
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(N[5a]C[5a]2)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]H)(N[5a]C[5a]2)(COO){2|Br<1>,2|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4590    0.0000    1     1.4654     0.0057    3
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](N[5a]C[6a]N[5a])(C[5a]C[5a]H)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](N[5a]C[6a]N[5a])(C[5a]C[5a]H)(COO){1|Br<1>,1|C<3>,1|N<2>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4550    0.0000    1     1.4550     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a,6a]H)(N[5a]C[5a,6a]S)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a,6a]H)(N[5a]C[5a,6a]S)(COO){2|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4717    0.0000    1     1.4717     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(N[5a]C[5a]C)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]H)(N[5a]C[5a]C)(COO){1|C<3>,1|H<1>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4559    0.0096    2     1.4571     0.0071    3
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(N[5a]C[5a]C)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]H)(N[5a]C[5a]C)(COO){2|H<1>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4596    0.0000    1     1.4571     0.0071    3
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(N[5a]N[5a]C)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]H)(N[5a]N[5a]C)(COO){1|C<3>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4695    0.0065    12     1.4694     0.0063    13
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_0:N[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]H)(N[5a]N[5a]C)(COO)    C(C[5a]C[5a]N[5a])(OC)(O)     C[5a](C[5a]C[5a]H)(N[5a]N[5a]C)(COO){1|C<4>}    C(C[5a]C[5a]N[5a])(OC)(O)   1.4685    0.0000    1     1.4694     0.0063    13
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_1:C[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C)(C[5a]O[5a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a]C)(C[5a]O[5a]C)(COO){1|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4639    0.0082    3     1.4639     0.0082    3
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a,5a]C)(C[5a]N[5a,5a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a,5a]C)(C[5a]N[5a,5a]C)(COO){1|C<3>,1|N<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4859    0.0000    1     1.4859     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a,6]C)(C[5a]N[5a,6]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a,6]C)(C[5a]N[5a,6]C)(COO){1|C<3>,1|C<4>}    C(C[5a]C[5a]2)(OC)(O)   1.4871    0.0000    1     1.4871     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a,6]C[6a])(C[5a]N[5a,6]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a,6]C[6a])(C[5a]N[5a,6]C)(COO){1|B<4>,3|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4900    0.0095    2     1.4900     0.0095    2
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a,6a]C)(C[5a]N[5a,6a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a,6a]C)(C[5a]N[5a,6a]C)(COO){1|C<3>,1|N<2>}    C(C[5a]C[5a]2)(OC)(O)   1.4917    0.0047    2     1.4871     0.0095    8
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a,6a]C)(C[5a]N[5a,6a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a,6a]C)(C[5a]N[5a,6a]C)(COO){2|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4855    0.0105    6     1.4871     0.0095    8
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C)(C[5a]N[5a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a]C)(C[5a]N[5a]C)(COO){1|C<3>,1|H<1>}    C(C[5a]C[5a]2)(OC)(O)   1.4740    0.0136    10     1.4769     0.0142    12
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C)(C[5a]N[5a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a]C)(C[5a]N[5a]C)(COO){1|Co<4>,1|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4916    0.0060    2     1.4769     0.0142    12
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C)(C[5a]O[5a]N)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a]C)(C[5a]O[5a]N)(COO){1|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4299    0.0000    1     1.4299     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C[6a])(C[5a]C[6a]O[5a])(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a]C[6a])(C[5a]C[6a]O[5a])(COO){5|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4736    0.0000    1     1.4736     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C[6a])(C[5a]N[5a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a]C[6a])(C[5a]N[5a]C)(COO){1|C<4>,3|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4599    0.0000    1     1.4599     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C[6a])(C[5a]O[5a]O)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a]C[6a])(C[5a]O[5a]O)(COO){3|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4624    0.0000    1     1.4624     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]N)(C[5a]O[5a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a]N)(C[5a]O[5a]C)(COO){1|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4764    0.0097    11     1.4764     0.0097    11
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[6a]N[5a])(C[5a]C[5a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[6a]N[5a])(C[5a]C[5a]C)(COO){2|C<3>,2|H<1>}    C(C[5a]C[5a]2)(OC)(O)   1.4723    0.0000    1     1.4723     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[6a]N[5a])(C[5a]N[5a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[6a]N[5a])(C[5a]N[5a]C)(COO){3|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4684    0.0219    3     1.4684     0.0219    3
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[6a]N[5a])(C[5a]O[5a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[6a]N[5a])(C[5a]O[5a]C)(COO){2|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4660    0.0079    6     1.4660     0.0079    6
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[6a]N[5a])2(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[6a]N[5a])2(COO){5|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4657    0.0000    1     1.4657     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[6a]O[5a])(C[5a]C[5a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[6a]O[5a])(C[5a]C[5a]C)(COO){3|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4789    0.0126    4     1.4789     0.0126    4
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]N)2(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]N[5a]N)2(COO){1|C<4>}    C(C[5a]C[5a]2)(OC)(O)   1.4404    0.0000    1     1.4419     0.0023    3
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]N)2(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]N[5a]N)2(COO){1|P<4>}    C(C[5a]C[5a]2)(OC)(O)   1.4446    0.0000    1     1.4419     0.0023    3
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]N[5a]N)2(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]N[5a]N)2(COO){1|S<4>}    C(C[5a]C[5a]2)(OC)(O)   1.4408    0.0000    1     1.4419     0.0023    3
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C)(C[5a]N[5a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a]C)(C[5a]N[5a]C)(COO){1|C<3>,1|O<2>}    C(C[5a]C[5a]2)(OC)(O)   1.4660    0.0000    1     1.4673     0.0017    2
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C)(C[5a]N[5a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a]C)(C[5a]N[5a]C)(COO){2|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4685    0.0000    1     1.4673     0.0017    2
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C)(C[5a]O[5a]O)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a]C)(C[5a]O[5a]O)(COO){1|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4539    0.0042    2     1.4539     0.0042    2
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C[6a])(C[5a]C[5a]N[5a])(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a]C[6a])(C[5a]C[5a]N[5a])(COO){1|N<3>,2|H<1>,3|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4703    0.0078    2     1.4703     0.0078    2
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]C[6a])(C[5a]N[5a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a]C[6a])(C[5a]N[5a]C)(COO){1|H<1>,3|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4684    0.0000    1     1.4684     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]N[5a])(C[5a]C[5a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a]N[5a])(C[5a]C[5a]C)(COO){1|H<1>,1|N<3>,2|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4845    0.0000    1     1.4744     0.0143    2
727    930     SP2_SP2    N    3:3:3:    3:2:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:O-2:O-3_2     C[5a](C[5a]C[5a]N[5a])(C[5a]C[5a]C)(COO)    C(C[5a]C[5a]2)(OC)(O)     C[5a](C[5a]C[5a]N[5a])(C[5a]C[5a]C)(COO){1|H<1>,1|O<2>,2|C<3>}    C(C[5a]C[5a]2)(OC)(O)   1.4643    0.0000    1     1.4744     0.0143    2
