474    542     3:3:4:1:    4:4:3:    C[5]-3:N[5]-3:C-4:H-1:     C[5]-4:C[5]-4:C-3:     Y    C[5](C[5]O[5]O)(N[5]C[5]C)(CH3)(H)    N[5](C[5]C[6a]O[5]H)(C[5]C[5]CH)(COO)     C[5](C[5]O[5]O)(N[5]C[5]C)(CH3)(H){1|C<3>,1|H<1>}    N[5](C[5]C[6a]O[5]H)(C[5]C[5]CH)(COO){1|O<1>,2|C<3>}   1.4588    0.0000    1     1.4588     0.0000    1
474    542     3:3:4:1:    4:4:3:    C[5]-3:N[5]-3:C-4:H-1:     C[5]-4:C[5]-4:C[5]-3:     Y    C[5](C[5]C[5]O)(N[5]C[5]2)(CCHH)(H)    N[5](C[5]C[5]2H)(C[5]C[5]CH)(C[5]C[5]O)     C[5](C[5]C[5]O)(N[5]C[5]2)(CCHH)(H){1|O<1>,2|C<4>,2|H<1>}    N[5](C[5]C[5]2H)(C[5]C[5]CH)(C[5]C[5]O){1|C<3>,1|C<4>,1|N<3>,1|O<2>,4|H<1>}   1.4644    0.0051    2     1.4644     0.0051    2
474    542     3:3:4:1:    4:4:3:    C[5]-3:N[5]-3:C-4:H-1:     C[5]-4:C[5]-4:C[5]-3:     Y    C[5](C[5]C[5]O)(N[5]C[5]2)(CC[6a]HH)(H)    N[5](C[5]C[5]2H)(C[5]C[5]CH)(C[5]C[5]O)     C[5](C[5]C[5]O)(N[5]C[5]2)(CC[6a]HH)(H){1|O<1>,2|C<4>,2|H<1>}    N[5](C[5]C[5]2H)(C[5]C[5]CH)(C[5]C[5]O){1|C<4>,1|N<4>,1|O<2>,5|H<1>}   1.4693    0.0000    1     1.4693     0.0000    1
474    542     3:3:4:1:    4:4:3:    C[5]-3:N[5]-3:C-4:H-1:     C[5]-4:C[5]-4:C[5]-3:     Y    C[5](C[5]C[5]O)(N[5]C[5]2)(CH3)(H)    N[5](C[5]C[5]2H)(C[5]C[5]CH)(C[5]C[5]O)     C[5](C[5]C[5]O)(N[5]C[5]2)(CH3)(H){1|O<1>,2|C<4>,2|H<1>}    N[5](C[5]C[5]2H)(C[5]C[5]CH)(C[5]C[5]O){1|C<3>,1|C<4>,1|N<3>,1|O<2>,4|H<1>}   1.4569    0.0000    1     1.4569     0.0000    1
474    542     3:3:4:1:    4:4:3:    C[5a,6]-3:N[5,6]-3:C[5]-4:H-1:     C[5,6]-4:C[6]-4:C[5]-3:     Y    C[5,6](C[5a,6]C[5a,6]N[5a])(N[5,6]C[5]C[6])(C[5]C[5]HH)(H)    N[5,6](C[5,6]C[5a,6]C[5]H)(C[6]C[6]HH)(C[5]C[5]O)     C[5,6](C[5a,6]C[5a,6]N[5a])(N[5,6]C[5]C[6])(C[5]C[5]HH)(H){1|C<4>,1|O<1>,2|C<3>,5|H<1>}    N[5,6](C[5,6]C[5a,6]C[5]H)(C[6]C[6]HH)(C[5]C[5]O){1|C<3>,1|N<3>,6|H<1>}   1.4623    0.0062    7     1.4623     0.0062    7
474    542     3:3:4:1:    4:4:3:    C[6,6]-3:N[5,6]-3:C[5]-4:H-1:     C[5,6]-4:C[6]-4:C[5]-3:     Y    C[5,6](C[6,6]C[6,6]C[6])(N[5,6]C[5]C[6])(C[5]O[5]HH)(H)    N[5,6](C[5,6]C[6,6]C[5]H)(C[6]C[6]HH)(C[5]O[5]O)     C[5,6](C[6,6]C[6,6]C[6])(N[5,6]C[5]C[6])(C[5]O[5]HH)(H){1|O<1>,3|C<4>,4|H<1>}    N[5,6](C[5,6]C[6,6]C[5]H)(C[6]C[6]HH)(C[5]O[5]O){1|C<3>,1|C<4>,4|H<1>}   1.4521    0.0000    1     1.4521     0.0000    1
474    542     3:3:4:1:    4:4:3:    C[6,6a]-3:N[5,6]-3:C[5]-4:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5,6](C[6,6a]C[6,6a]C[6a])(N[5,6]C[5]C[6])(C[5]C[5]CS)(H)    N[5,6](C[5,6]C[6,6a]C[5]H)(C[5]C[5]CH)(C[6]C[6]H)     C[5,6](C[6,6a]C[6,6a]C[6a])(N[5,6]C[5]C[6])(C[5]C[5]CS)(H){1|C<4>,4|C<3>,4|H<1>}    N[5,6](C[5,6]C[6,6a]C[5]H)(C[5]C[5]CH)(C[6]C[6]H){1|C<4>,1|S<3>,2|H<1>,3|C<3>}   1.4618    0.0000    1     1.4618     0.0000    1
474    542     3:3:4:1:    4:4:3:    C[6,6a]-3:N[5,6]-3:C[5]-4:H-1:     C[5,6]-4:C[6]-4:C[5]-3:     Y    C[5,6](C[6,6a]C[6,6a,6a]C[6a])(N[5,6]C[5]C[6])(C[5]C[5]HH)(H)    N[5,6](C[5,6]C[6,6a]C[5]H)(C[6]C[6,6a]C[6a]H)(C[5]C[5]O)     C[5,6](C[6,6a]C[6,6a,6a]C[6a])(N[5,6]C[5]C[6])(C[5]C[5]HH)(H){1|O<1>,4|C<3>,4|H<1>}    N[5,6](C[5,6]C[6,6a]C[5]H)(C[6]C[6,6a]C[6a]H)(C[5]C[5]O){4|H<1>,5|C<3>}   1.4597    0.0000    1     1.4597     0.0000    1
474    542     3:3:4:1:    4:4:3:    C[6,6a]-3:N[5,6]-3:C[5]-4:H-1:     C[5,6]-4:C[6]-4:C[5]-3:     Y    C[5,6](C[6,6a]C[6,6a]C[6a])(N[5,6]C[5]C[6])(C[5]C[5]CH)(H)    N[5,6](C[5,6]C[6,6a]C[5]H)(C[6]C[6]HH)(C[5]C[5]O)     C[5,6](C[6,6a]C[6,6a]C[6a])(N[5,6]C[5]C[6])(C[5]C[5]CH)(H){1|C<4>,1|O<1>,2|C<3>,5|H<1>}    N[5,6](C[5,6]C[6,6a]C[5]H)(C[6]C[6]HH)(C[5]C[5]O){3|C<3>,5|H<1>}   1.4683    0.0000    1     1.4683     0.0000    1
474    542     3:3:4:1:    4:4:3:    C[6,6a]-3:N[5,6]-3:C[5]-4:H-1:     C[5,6]-4:C[6]-4:C[5]-3:     Y    C[5,6](C[6,6a]C[6,6a]C[6a])(N[5,6]C[5]C[6])(C[5]C[5]HH)(H)    N[5,6](C[5,6]C[6,6a]C[5]H)(C[6]C[6]CH)(C[5]C[5]O)     C[5,6](C[6,6a]C[6,6a]C[6a])(N[5,6]C[5]C[6])(C[5]C[5]HH)(H){1|O<1>,2|C<3>,2|C<4>,4|H<1>}    N[5,6](C[5,6]C[6,6a]C[5]H)(C[6]C[6]CH)(C[5]C[5]O){2|C<3>,6|H<1>}   1.4614    0.0000    1     1.4614     0.0000    1
474    542     3:3:4:1:    4:4:3:    N[5,5]-3:C[5]-3:C-4:H-1:     C[5,5,6]-4:C[5]-4:C[5]-3:     Y    C[5](N[5,5]C[5,5,6]C[5])(C[5]N[5,6]O)(CC[6a]HH)(H)    N[5,5](C[5,5,6]C[5,6]N[5,6]H)(C[5]C[5]CH)(C[5]C[5]N)     C[5](N[5,5]C[5,5,6]C[5])(C[5]N[5,6]O)(CC[6a]HH)(H){1|C<3>,1|H<1>,1|N<2>,2|C<4>}    N[5,5](C[5,5,6]C[5,6]N[5,6]H)(C[5]C[5]CH)(C[5]C[5]N){1|C<3>,1|C<4>,1|O<1>,3|H<1>}   1.4611    0.0024    3     1.4611     0.0024    3
474    542     3:3:4:1:    4:4:3:    N[5,5]-3:C[5]-3:C-4:H-1:     C[5,5,6]-4:C[5]-4:C[5]-3:     Y    C[5](N[5,5]C[5,5,6]C[5])(C[5]N[5,6]O)(CH3)(H)    N[5,5](C[5,5,6]C[5,6]N[5,6]H)(C[5]C[5]CH)(C[5]C[5]N)     C[5](N[5,5]C[5,5,6]C[5])(C[5]N[5,6]O)(CH3)(H){1|C<3>,1|H<1>,1|N<2>,2|C<4>}    N[5,5](C[5,5,6]C[5,6]N[5,6]H)(C[5]C[5]CH)(C[5]C[5]N){1|C<3>,1|C<4>,1|O<1>,3|H<1>}   1.4502    0.0000    1     1.4502     0.0000    1
474    542     3:3:4:1:    4:4:3:    N[5,5]-3:C[5]-3:C[5]-4:H-1:     C[3,5]-4:C[5,5]-4:C[5]-3:     Y    C[5,5](N[5,5]C[3,5]C[5])(C[5]C[3,5]O)(C[5]O[5]HH)(H)    N[5,5](C[3,5]C[3,5]C[3]H)(C[5,5]C[5]2H)(C[5]O[5]O)     C[5,5](N[5,5]C[3,5]C[5])(C[5]C[3,5]O)(C[5]O[5]HH)(H){1|C<4>,1|O<1>,2|H<1>}    N[5,5](C[3,5]C[3,5]C[3]H)(C[5,5]C[5]2H)(C[5]O[5]O){1|C<3>,1|O<1>,4|H<1>}   1.4623    0.0000    1     1.4623     0.0000    1
474    542     3:3:4:1:    4:4:3:    N[5,5]-3:C[6a]-3:C[5]-4:H-1:     C[5,5]-4:C[5]-4:C[5]-3:     Y    C[5](N[5,5]C[5,5]C[5])(C[6a]C[6a]2)(C[5]O[5]HH)(H)    N[5,5](C[5,5]C[5]O[5]H)(C[5]C[6a]C[5]H)(C[5]C[5]O)     C[5](N[5,5]C[5,5]C[5])(C[6a]C[6a]2)(C[5]O[5]HH)(H){1|O<1>,2|C<3>,2|C<4>,3|H<1>}    N[5,5](C[5,5]C[5]O[5]H)(C[5]C[6a]C[5]H)(C[5]C[5]O){4|C<3>,4|H<1>}   1.4707    0.0000    1     1.4707     0.0000    1
474    542     3:3:4:1:    4:4:3:    N[5,5]-3:C[6a]-3:C[5]-4:H-1:     C[5,5]-4:C[5]-4:C[5]-3:     Y    C[5](N[5,5]C[5,5]C[5])(C[6a]C[6a]2)(C[5]O[5]HH)(H)    N[5,5](C[5,5]C[6a]C[5]O[5])(C[5]C[6a]C[5]H)(C[5]C[5]O)     C[5](N[5,5]C[5,5]C[5])(C[6a]C[6a]2)(C[5]O[5]HH)(H){1|O<1>,2|C<4>,2|H<1>,3|C<3>}    N[5,5](C[5,5]C[6a]C[5]O[5])(C[5]C[6a]C[5]H)(C[5]C[5]O){1|N<2>,3|C<3>,6|H<1>}   1.4612    0.0092    3     1.4633     0.0086    4
474    542     3:3:4:1:    4:4:3:    N[5,5]-3:C[6a]-3:C[5]-4:H-1:     C[5,5]-4:C[5]-4:C[5]-3:     Y    C[5](N[5,5]C[5,5]C[5])(C[6a]C[6a]2)(C[5]O[5]HH)(H)    N[5,5](C[5,5]C[6a]C[5]O[5])(C[5]C[6a]C[5]H)(C[5]C[5]O)     C[5](N[5,5]C[5,5]C[5])(C[6a]C[6a]2)(C[5]O[5]HH)(H){1|O<1>,2|C<4>,2|H<1>,3|C<3>}    N[5,5](C[5,5]C[6a]C[5]O[5])(C[5]C[6a]C[5]H)(C[5]C[5]O){4|C<3>,6|H<1>}   1.4696    0.0000    1     1.4633     0.0086    4
474    542     3:3:4:1:    4:4:3:    N[5,5]-3:N[5,6]-3:C[5,6]-4:H-1:     C[5,5,6]-4:C[5,5,6]-4:C[6a]-3:     Y    C[5,5,6](N[5,5]C[5,5,6]C[6a])(N[5,6]C[5,6]C[6a])(C[5,6]N[5,6]HN)(H)    N[5,5](C[5,5,6]C[5,6]N[5,6]H)2(C[6a]C[6a]2)     C[5,5,6](N[5,5]C[5,5,6]C[6a])(N[5,6]C[5,6]C[6a])(C[5,6]N[5,6]HN)(H){1|N<3>,2|H<1>,5|C<3>}    N[5,5](C[5,5,6]C[5,6]N[5,6]H)2(C[6a]C[6a]2){2|N<3>,4|C<3>,4|H<1>}   1.4596    0.0108    3     1.4596     0.0108    3
474    542     3:3:4:1:    4:4:3:    N[5,5]-3:N[5,6]-3:C[5,6]-4:H-1:     C[5,5,6]-4:C[5,6]-4:C[6a]-3:     Y    C[5,5,6](N[5,5]C[5,5,6]C[6a])(N[5,6]C[5,6]C[6a])(C[5,6]N[5,6]HN)(H)    N[5,6](C[5,5,6]C[5,6]N[5,5]H)(C[5,6]C[5,5,6]HN)(C[6a]C[6a]2)     C[5,5,6](N[5,5]C[5,5,6]C[6a])(N[5,6]C[5,6]C[6a])(C[5,6]N[5,6]HN)(H){1|N<3>,2|H<1>,5|C<3>}    N[5,6](C[5,5,6]C[5,6]N[5,5]H)(C[5,6]C[5,5,6]HN)(C[6a]C[6a]2){2|N<3>,3|C<3>,4|H<1>}   1.4581    0.0000    1     1.4581     0.0000    1
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[5,6]-3:C[6]-4:H-1:     C[5,6]-4:C[5,6]-4:C[6]-3:     Y    C[5,6](N[5,6]C[5,6]C[6])(C[5,6]C[5]C[6])(C[6]C[6]HO)(H)    N[5,6](C[5,6]C[5,6]C[6]H)(C[5,6]C[5]C[6]H)(C[6]C[5,6]O)     C[5,6](N[5,6]C[5,6]C[6])(C[5,6]C[5]C[6])(C[6]C[6]HO)(H){1|C<4>,1|O<1>,2|C<3>,5|H<1>}    N[5,6](C[5,6]C[5,6]C[6]H)(C[5,6]C[5]C[6]H)(C[6]C[5,6]O){1|C<4>,1|N<3>,1|O<1>,1|O<2>,2|C<3>,4|H<1>}   1.4721    0.0000    1     1.4721     0.0000    1
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[5,6]-3:C[6]-4:H-1:     C[5,6]-4:C[5,6]-4:C[6]-3:     Y    C[5,6](N[5,6]C[5,6]C[6])(C[5,6]C[5]C[6])(C[6]C[6]HO)(H)    N[5,6](C[5,6]C[5,6]C[6]H)(C[5,6]C[5]C[6]S)(C[6]C[5,5,6,6]O)     C[5,6](N[5,6]C[5,6]C[6])(C[5,6]C[5]C[6])(C[6]C[6]HO)(H){1|C<4>,1|O<1>,1|S<2>,2|C<3>,4|H<1>}    N[5,6](C[5,6]C[5,6]C[6]H)(C[5,6]C[5]C[6]S)(C[6]C[5,5,6,6]O){1|C<4>,1|N<3>,1|O<1>,1|O<2>,1|S<2>,2|C<3>,3|H<1>}   1.4756    0.0000    1     1.4756     0.0000    1
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[5]-3:C-4:H-1:     C[5,5,6]-4:C[5]-4:C[6]-3:     Y    C[5](N[5,6]C[5,5,6]C[6])(C[5]N[5,5]O)(CC[6a]HH)(H)    N[5,6](C[5,5,6]C[5,6]N[5,5]H)(C[5]C[5]CH)(C[6]C[6]O)     C[5](N[5,6]C[5,5,6]C[6])(C[5]N[5,5]O)(CC[6a]HH)(H){1|C<3>,1|H<1>,1|O<1>,2|C<4>}    N[5,6](C[5,5,6]C[5,6]N[5,5]H)(C[5]C[5]CH)(C[6]C[6]O){1|C<4>,1|F<1>,1|H<1>,1|N<3>,1|O<1>,2|C<3>}   1.4656    0.0000    1     1.4656     0.0000    1
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[5]-3:C-4:H-1:     C[5,5,6]-4:C[5]-4:C[6]-3:     Y    C[5](N[5,6]C[5,5,6]C[6])(C[5]N[5,5]O)(CH3)(H)    N[5,6](C[5,5,6]C[5,6]N[5,5]H)(C[5]C[5]CH)(C[6]C[6]O)     C[5](N[5,6]C[5,5,6]C[6])(C[5]N[5,5]O)(CH3)(H){1|C<3>,1|H<1>,1|O<1>,2|C<4>}    N[5,6](C[5,5,6]C[5,6]N[5,5]H)(C[5]C[5]CH)(C[6]C[6]O){1|C<4>,1|H<1>,1|N<3>,1|O<1>,1|O<2>,2|C<3>}   1.4697    0.0004    2     1.4697     0.0004    2
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[5]-3:C-4:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5](N[5,6]C[5,6]C[6])(C[5]O[5]O)(CH3)(H)    N[5,6](C[5,6]C[6]O[5]C)(C[5]C[5]CH)(C[6]C[6]O)     C[5](N[5,6]C[5,6]C[6])(C[5]O[5]O)(CH3)(H){1|O<1>,3|C<4>}    N[5,6](C[5,6]C[6]O[5]C)(C[5]C[5]CH)(C[6]C[6]O){1|N<3>,1|O<1>,2|C<4>,2|H<1>}   1.4458    0.0000    1     1.4458     0.0000    1
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[6]-3:C[5]-4:H-1:     C[5,6]-4:C[5,6]-4:C[6a]-3:     Y    C[5,6](N[5,6]C[5,6]C[6a])(C[6]C[5,6]N)(C[5]C[5]HH)(H)    N[5,6](C[5,6]N[5,6]C[5]H)(C[5,6]C[5]C[6]H)(C[6a]C[6a]2)     C[5,6](N[5,6]C[5,6]C[6a])(C[6]C[5,6]N)(C[5]C[5]HH)(H){2|C<3>,2|N<3>,3|H<1>}    N[5,6](C[5,6]N[5,6]C[5]H)(C[5,6]C[5]C[6]H)(C[6a]C[6a]2){1|C<4>,1|N<3>,3|C<3>,6|H<1>}   1.4650    0.0000    1     1.4650     0.0000    1
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[6]-3:C[5]-4:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5,6](N[5,6]C[5]C[6])(C[6]N[6,6]O)(C[5]O[5]HH)(H)    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[6a]O[5]H)(C[6]C[5,6,6]O)     C[5,6](N[5,6]C[5]C[6])(C[6]N[6,6]O)(C[5]O[5]HH)(H){1|C<4>,1|H<1>,1|O<1>,2|C<3>}    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[6a]O[5]H)(C[6]C[5,6,6]O){1|C<4>,1|N<3>,1|O<1>,1|O<2>,2|C<3>,2|H<1>}   1.4489    0.0000    1     1.4489     0.0000    1
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[6]-3:C[5]-4:H-1:     C[5,6]-4:C[6]-4:C[5]-3:     Y    C[5,6](N[5,6]C[5]C[6])(C[6]C[5,6]O)(C[5]C[5]HH)(H)    N[5,6](C[5,6]C[5]C[6]H)(C[6]C[5,6]HH)(C[5]C[5]O)     C[5,6](N[5,6]C[5]C[6])(C[6]C[5,6]O)(C[5]C[5]HH)(H){1|C<3>,1|O<1>,1|S<2>,4|H<1>}    N[5,6](C[5,6]C[5]C[6]H)(C[6]C[5,6]HH)(C[5]C[5]O){1|O<1>,2|C<3>,4|H<1>}   1.4486    0.0000    1     1.4486     0.0000    1
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[6]-3:C[5]-4:H-1:     C[5,6]-4:C[6]-4:C[5]-3:     Y    C[5,6](N[5,6]C[5]C[6])(C[6]C[5a,6]O)(C[5]C[5]HH)(H)    N[5,6](C[5,6]C[5]C[6]H)(C[6]C[5a,6]HH)(C[5]C[5]O)     C[5,6](N[5,6]C[5]C[6])(C[6]C[5a,6]O)(C[5]C[5]HH)(H){1|C<3>,1|O<1>,1|O<2>,4|H<1>}    N[5,6](C[5,6]C[5]C[6]H)(C[6]C[5a,6]HH)(C[5]C[5]O){1|O<1>,2|C<3>,4|H<1>}   1.4636    0.0022    2     1.4636     0.0022    2
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[6]-3:C[5]-4:H-1:     C[5,6]-4:C[6]-4:C[5]-3:     Y    C[5,6](N[5,6]C[5]C[6])(C[6]C[6,6a]O)(C[5]C[5]HH)(H)    N[5,6](C[5,6]C[5]C[6]H)(C[6]C[6,6a]HH)(C[5]C[5]O)     C[5,6](N[5,6]C[5]C[6])(C[6]C[6,6a]O)(C[5]C[5]HH)(H){1|O<1>,2|C<3>,4|H<1>}    N[5,6](C[5,6]C[5]C[6]H)(C[6]C[6,6a]HH)(C[5]C[5]O){1|O<1>,2|C<3>,4|H<1>}   1.4491    0.0008    2     1.4491     0.0008    2
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[6]-3:C[5]-4:H-1:     C[6]-4:C[5,6]-4:C[5]-3:     Y    C[5,6](N[5,6]C[5]C[6])(C[6]C[6,6a]O)(C[5]C[5]HH)(H)    N[5,6](C[6]C[6,6a]C[6a]H)(C[5,6]C[5]C[6]H)(C[5]C[5]O)     C[5,6](N[5,6]C[5]C[6])(C[6]C[6,6a]O)(C[5]C[5]HH)(H){1|O<1>,3|C<3>,3|H<1>}    N[5,6](C[6]C[6,6a]C[6a]H)(C[5,6]C[5]C[6]H)(C[5]C[5]O){1|O<1>,4|C<3>,4|H<1>}   1.4541    0.0000    1     1.4541     0.0000    1
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[6a]-3:C[5]-4:H-1:     C[5,6,6]-4:C[5]-4:C[6]-3:     Y    C[5](N[5,6]C[5,6,6]C[6])(C[6a]C[6a]2)(C[5]O[5]HH)(H)    N[5,6](C[5,6,6]C[6,6]C[6]O[5])(C[5]C[6a]C[5]H)(C[6]C[6]O)     C[5](N[5,6]C[5,6,6]C[6])(C[6a]C[6a]2)(C[5]O[5]HH)(H){1|O<1>,2|C<3>,2|H<1>,3|C<4>}    N[5,6](C[5,6,6]C[6,6]C[6]O[5])(C[5]C[6a]C[5]H)(C[6]C[6]O){2|C<3>,3|C<4>,7|H<1>}   1.4616    0.0000    1     1.4673     0.0081    2
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[6a]-3:C[5]-4:H-1:     C[5,6,6]-4:C[5]-4:C[6]-3:     Y    C[5](N[5,6]C[5,6,6]C[6])(C[6a]C[6a]2)(C[5]O[5]HH)(H)    N[5,6](C[5,6,6]C[6,6]C[6]O[5])(C[5]C[6a]C[5]H)(C[6]C[6]O)     C[5](N[5,6]C[5,6,6]C[6])(C[6a]C[6a]2)(C[5]O[5]HH)(H){1|O<1>,2|C<3>,2|H<1>,3|C<4>}    N[5,6](C[5,6,6]C[6,6]C[6]O[5])(C[5]C[6a]C[5]H)(C[6]C[6]O){2|C<4>,3|C<3>,7|H<1>}   1.4730    0.0000    1     1.4673     0.0081    2
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[6a]-3:C[5]-4:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5](N[5,6]C[5,6]C[6])(C[6a]C[6a]2)(C[5]C[5]HH)(H)    N[5,6](C[5,6]C[5]O[6]H)(C[5]C[6a]C[5]H)(C[6]C[6,6a]O)     C[5](N[5,6]C[5,6]C[6])(C[6a]C[6a]2)(C[5]C[5]HH)(H){1|O<1>,1|O<2>,3|C<3>,5|H<1>}    N[5,6](C[5,6]C[5]O[6]H)(C[5]C[6a]C[5]H)(C[6]C[6,6a]O){4|C<3>,4|H<1>}   1.4623    0.0000    1     1.4623     0.0000    1
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[6a]-3:C[5]-4:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5](N[5,6]C[5,6]C[6])(C[6a]C[6a]2)(C[5]O[5]HH)(H)    N[5,6](C[5,6]C[6]O[5]C)(C[5]C[6a]C[5]H)(C[6]C[6]O)     C[5](N[5,6]C[5,6]C[6])(C[6a]C[6a]2)(C[5]O[5]HH)(H){1|O<1>,2|C<3>,2|H<1>,3|C<4>}    N[5,6](C[5,6]C[6]O[5]C)(C[5]C[6a]C[5]H)(C[6]C[6]O){2|C<3>,2|C<4>,5|H<1>}   1.4665    0.0000    1     1.4665     0.0000    1
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[6a]-3:C[5]-4:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5](N[5,6]C[5,6]C[6])(C[6a]C[6a]2)(C[5]O[5]HH)(H)    N[5,6](C[5,6]C[6]O[5]H)(C[5]C[6a]C[5]H)(C[6]C[6]O)     C[5](N[5,6]C[5,6]C[6])(C[6a]C[6a]2)(C[5]O[5]HH)(H){1|O<1>,2|C<3>,2|C<4>,3|H<1>}    N[5,6](C[5,6]C[6]O[5]H)(C[5]C[6a]C[5]H)(C[6]C[6]O){1|C<4>,2|C<3>,6|H<1>}   1.4709    0.0000    1     1.4698     0.0032    6
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[6a]-3:C[5]-4:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5](N[5,6]C[5,6]C[6])(C[6a]C[6a]2)(C[5]O[5]HH)(H)    N[5,6](C[5,6]C[6]O[5]H)(C[5]C[6a]C[5]H)(C[6]C[6]O)     C[5](N[5,6]C[5,6]C[6])(C[6a]C[6a]2)(C[5]O[5]HH)(H){1|O<1>,2|C<3>,2|C<4>,3|H<1>}    N[5,6](C[5,6]C[6]O[5]H)(C[5]C[6a]C[5]H)(C[6]C[6]O){2|C<3>,2|C<4>,5|H<1>}   1.4668    0.0000    1     1.4698     0.0032    6
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:C[6a]-3:C[5]-4:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5](N[5,6]C[5,6]C[6])(C[6a]C[6a]2)(C[5]O[5]HH)(H)    N[5,6](C[5,6]C[6]O[5]H)(C[5]C[6a]C[5]H)(C[6]C[6]O)     C[5](N[5,6]C[5,6]C[6])(C[6a]C[6a]2)(C[5]O[5]HH)(H){1|O<1>,2|C<3>,2|C<4>,3|H<1>}    N[5,6](C[5,6]C[6]O[5]H)(C[5]C[6a]C[5]H)(C[6]C[6]O){2|C<3>,3|C<4>,4|H<1>}   1.4702    0.0036    4     1.4698     0.0032    6
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:N[5,6]-3:C[5,5]-4:H-1:     C[5,5,6]-4:C[6]-4:C[5]-3:     Y    C[5,5,6](N[5,6]C[5]C[6])2(C[5,5]N[5]2H)(H)    N[5,6](C[5,5,6]C[5,5]N[5,6]H)(C[6]C[6]HH)(C[5]N[5]O)     C[5,5,6](N[5,6]C[5]C[6])2(C[5,5]N[5]2H)(H){2|O<1>,3|C<4>,4|H<1>}    N[5,6](C[5,5,6]C[5,5]N[5,6]H)(C[6]C[6]HH)(C[5]N[5]O){1|C<3>,1|N<3>,2|C<4>,3|H<1>}   1.4522    0.0033    2     1.4522     0.0033    2
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:N[5,6]-3:C[5,5]-4:H-1:     C[5,5,6]-4:C[6]-4:C[5]-3:     Y    C[5,5,6](N[5,6]C[5]C[6])2(C[5,5]N[5]2H)(H)    N[5,6](C[5,5,6]C[5,5]N[5,6]H)(C[6]N[6]HH)(C[5]N[5]O)     C[5,5,6](N[5,6]C[5]C[6])2(C[5,5]N[5]2H)(H){1|N<3>,2|C<4>,2|O<1>,4|H<1>}    N[5,6](C[5,5,6]C[5,5]N[5,6]H)(C[6]N[6]HH)(C[5]N[5]O){1|C<3>,1|H<1>,1|N<3>,3|C<4>}   1.4514    0.0001    2     1.4514     0.0001    2
474    542     3:3:4:1:    4:4:3:    N[5,6]-3:N[5,6]-3:C[5]-4:H-1:     C[5,6]-4:C[5,6]-4:C[6a]-3:     Y    C[5,6](N[5,6]C[5,6]C[6a])(N[5,6]C[5,6]C[5])(C[5]C[5]HH)(H)    N[5,6](C[5,6]N[5,6]C[5]H)(C[5,6]C[5]C[6]H)(C[6a]C[6a]2)     C[5,6](N[5,6]C[5,6]C[6a])(N[5,6]C[5,6]C[5])(C[5]C[5]HH)(H){1|C<4>,1|N<3>,3|C<3>,5|H<1>}    N[5,6](C[5,6]N[5,6]C[5]H)(C[5,6]C[5]C[6]H)(C[6a]C[6a]2){1|C<4>,1|N<3>,3|C<3>,6|H<1>}   1.4480    0.0000    1     1.4480     0.0000    1
474    542     3:3:4:1:    4:4:3:    N[5]-3:C[6a]-3:C[5]-4:H-1:     C[3,5]-4:C[5]-4:C[5]-3:     Y    C[5](N[5]C[3,5]C[5])(C[6a]C[6a]2)(C[5]O[5]HH)(H)    N[5](C[3,5]C[3,5]C[3]C[5])(C[5]C[6a]C[5]H)(C[5]O[5]O)     C[5](N[5]C[3,5]C[5])(C[6a]C[6a]2)(C[5]O[5]HH)(H){1|O<1>,2|C<4>,2|H<1>,3|C<3>}    N[5](C[3,5]C[3,5]C[3]C[5])(C[5]C[6a]C[5]H)(C[5]O[5]O){1|O<1>,2|C<3>,2|C<4>,5|H<1>}   1.4695    0.0000    1     1.4702     0.0006    3
