474    542     3:4:3:1:    4:3:4:    N[5]-3:C[5]-4:N-3:H-1:     C[5]-4:C[6a]-3:C[5]-4:     Y    C[5](N[5]C[6a]C[5])(C[5]N[5]HN)(NC[6a]H)(H)    N[5](C[5]C[5]N[5]H)(C[6a]C[6a]2)(C[5]C[5]HN)     C[5](N[5]C[6a]C[5])(C[5]N[5]HN)(NC[6a]H)(H){1|C<4>,1|H<1>,3|C<3>}    N[5](C[5]C[5]N[5]H)(C[6a]C[6a]2)(C[5]C[5]HN){3|C<3>,3|N<3>,4|H<1>}   1.4582    0.0000    1     1.4582     0.0000    1
474    542     3:4:3:1:    4:4:1:    C[5,6a]-3:C[5,5]-4:N[5]-3:H-1:     C[5,5]-4:C[5]-4:H-1:     Y    C[5,5](C[5,6a]C[5,6a]C[6a])(C[5,5]C[5]O[5]H)(N[5]C[5]H)(H)    N[5](C[5,5]C[5,6a]C[5,5]H)(C[5]C[6a]O[5]H)(H)     C[5,5](C[5,6a]C[5,6a]C[6a])(C[5,5]C[5]O[5]H)(N[5]C[5]H)(H){3|C<3>,4|H<1>}    N[5](C[5,5]C[5,6a]C[5,5]H)(C[5]C[6a]O[5]H)(H){1|C<4>,1|H<1>,4|C<3>}   1.4673    0.0000    1     1.4673     0.0000    1
474    542     3:4:3:1:    4:4:1:    C[5,6a]-3:C[5,5]-4:N[5]-3:H-1:     C[5,5]-4:P[5]-4:H-1:     Y    C[5,5](C[5,6a]C[5,6a]C[6a])(C[5,5]C[5]O[5]H)(N[5]P[5]H)(H)    N[5](C[5,5]C[5,6a]C[5,5]H)(P[5]O[5]BC)(H)     C[5,5](C[5,6a]C[5,6a]C[6a])(C[5,5]C[5]O[5]H)(N[5]P[5]H)(H){1|B<4>,1|C<4>,2|C<3>,3|H<1>}    N[5](C[5,5]C[5,6a]C[5,5]H)(P[5]O[5]BC)(H){1|C<4>,1|H<1>,2|C<3>}   1.4713    0.0000    1     1.4713     0.0000    1
474    542     3:4:3:1:    4:4:1:    C[5,6a]-3:N[5,5]-4:N[5]-3:H-1:     C[5,5]-4:C[5]-4:H-1:     Y    C[5,5](C[5,6a]C[5,6a]C[6a])(N[5,5]B[5,5]C[5]H)(N[5]C[5]H)(H)    N[5](C[5,5]C[5,6a]N[5,5]H)(C[5]C[5]CC)(H)     C[5,5](C[5,6a]C[5,6a]C[6a])(N[5,5]B[5,5]C[5]H)(N[5]C[5]H)(H){2|C<3>,2|C<4>,2|O<2>,3|H<1>}    N[5](C[5,5]C[5,6a]N[5,5]H)(C[5]C[5]CC)(H){1|B<4>,2|C<3>,3|H<1>}   1.4582    0.0000    1     1.4582     0.0000    1
474    542     3:4:3:1:    4:4:1:    C[5,6a]-3:N[5,5]-4:N[5]-3:H-1:     C[5,5]-4:C[5]-4:H-1:     Y    C[5,5](C[5,6a]C[5,6a]C[6a])(N[5,5]B[5,5]C[5]H)(N[5]C[5]H)(H)    N[5](C[5,5]C[5,6a]N[5,5]H)(C[5]C[5]HH)(H)     C[5,5](C[5,6a]C[5,6a]C[6a])(N[5,5]B[5,5]C[5]H)(N[5]C[5]H)(H){2|C<3>,2|O<2>,5|H<1>}    N[5](C[5,5]C[5,6a]N[5,5]H)(C[5]C[5]HH)(H){1|B<4>,2|C<3>,3|H<1>}   1.4534    0.0000    1     1.4534     0.0000    1
474    542     3:4:3:1:    4:4:1:    C[6,6a]-3:C[5,6]-4:N[5]-3:H-1:     C[5,6]-4:C[5]-4:H-1:     Y    C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,6]C[5]C[6]H)(N[5]C[5]H)(H)    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[6a]C[5]C)(H)     C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,6]C[5]C[6]H)(N[5]C[5]H)(H){1|O<2>,4|H<1>,5|C<3>}    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[6a]C[5]C)(H){1|C<4>,2|H<1>,5|C<3>}   1.4657    0.0000    1     1.4657     0.0000    1
474    542     3:4:3:1:    4:4:1:    C[6,6a]-3:C[5,6]-4:N[5]-3:H-1:     C[5,6]-4:C[5]-4:H-1:     Y    C[5,6](C[6,6a]C[6a,6a]C[6,6a])(C[5,6]C[5]C[6]H)(N[5]C[5]H)(H)    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[5]CC)(H)     C[5,6](C[6,6a]C[6a,6a]C[6,6a])(C[5,6]C[5]C[6]H)(N[5]C[5]H)(H){1|C<4>,1|O<2>,4|C<3>,4|H<1>}    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[5]CC)(H){1|C<4>,2|C<3>,3|H<1>}   1.4672    0.0000    1     1.4672     0.0000    1
474    542     3:4:3:1:    4:4:1:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:H-1:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CC)(N[5]C[5]H)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CC)(H)     C[5](C[6a]C[6a]2)(C[5]C[5]CC)(N[5]C[5]H)(H){1|C<4>,3|H<1>,4|C<3>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CC)(H){1|H<1>,5|C<3>}   1.4565    0.0000    1     1.4565     0.0000    1
474    542     3:4:3:1:    4:4:1:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:H-1:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CC)(N[5]C[5]H)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(H)     C[5](C[6a]C[6a]2)(C[5]C[5]CC)(N[5]C[5]H)(H){4|C<3>,4|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(H){1|H<1>,5|C<3>}   1.4565    0.0000    1     1.4565     0.0000    1
474    542     3:4:3:1:    4:4:1:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:H-1:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H)    N[5](C[5]C[6a]C[5]C)(C[5]C[6a]C[5]H)(H)     C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H){3|H<1>,5|C<3>}    N[5](C[5]C[6a]C[5]C)(C[5]C[6a]C[5]H)(H){2|H<1>,6|C<3>}   1.4755    0.0000    1     1.4755     0.0000    1
474    542     3:4:3:1:    4:4:1:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:H-1:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CC)(H)     C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H){1|C<4>,3|H<1>,4|C<3>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CC)(H){2|H<1>,4|C<3>}   1.4592    0.0000    2     1.4635     0.0054    5
474    542     3:4:3:1:    4:4:1:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:H-1:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CC)(H)     C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H){1|N<3>,3|H<1>,4|C<3>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CC)(H){3|C<3>,3|H<1>}   1.4669    0.0000    1     1.4635     0.0054    5
474    542     3:4:3:1:    4:4:1:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:H-1:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CC)(H)     C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H){2|C<4>,2|H<1>,3|C<3>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CC)(H){1|C<4>,1|H<1>,3|C<3>}   1.4609    0.0000    1     1.4635     0.0054    5
474    542     3:4:3:1:    4:4:1:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:H-1:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CC)(H)     C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H){3|H<1>,5|C<3>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CC)(H){2|H<1>,4|C<3>}   1.4714    0.0000    1     1.4635     0.0054    5
474    542     3:4:3:1:    4:4:1:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:H-1:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(H)     C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H){1|B<3>,3|C<3>,4|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(H){1|B<3>,2|H<1>,3|C<3>}   1.4473    0.0000    1     1.4553     0.0070    3
474    542     3:4:3:1:    4:4:1:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:H-1:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(H)     C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H){3|C<3>,5|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(H){3|C<3>,3|H<1>}   1.4586    0.0000    1     1.4553     0.0070    3
474    542     3:4:3:1:    4:4:1:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:H-1:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(H)     C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H){4|C<3>,4|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(H){2|H<1>,4|C<3>}   1.4600    0.0000    1     1.4553     0.0070    3
474    542     3:4:3:1:    4:4:1:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:H-1:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]HP)(H)     C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]H)(H){1|P<4>,2|C<3>,5|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]HP)(H){3|C<3>,3|H<1>}   1.4663    0.0000    1     1.4663     0.0000    1
474    542     3:4:3:1:    4:4:1:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:H-1:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CN)(N[5]C[5]H)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(H)     C[5](C[6a]C[6a]2)(C[5]C[5]CN)(N[5]C[5]H)(H){1|C<4>,3|C<3>,4|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(H){1|H<1>,1|N<3>,2|C<3>,2|C<4>}   1.4584    0.0000    1     1.4558     0.0037    2
474    542     3:4:3:1:    4:4:1:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:H-1:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CN)(N[5]C[5]H)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(H)     C[5](C[6a]C[6a]2)(C[5]C[5]CN)(N[5]C[5]H)(H){4|C<3>,4|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(H){1|H<1>,1|N<3>,4|C<3>}   1.4531    0.0000    1     1.4558     0.0037    2
474    542     3:4:3:1:    4:4:1:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:H-1:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]HH)(N[5]C[5]H)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]HH)(H)     C[5](C[6a]C[6a]2)(C[5]C[5]HH)(N[5]C[5]H)(H){1|C<3>,1|N<2>,6|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]HH)(H){2|C<3>,4|H<1>}   1.4691    0.0000    1     1.4691     0.0000    1
474    542     3:4:3:1:    4:4:1:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:H-1:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]HH)(N[5]C[5]H)(H)    N[5](C[5]C[6a]C[5]H)2(H)     C[5](C[6a]C[6a]2)(C[5]C[5]HH)(N[5]C[5]H)(H){1|C<4>,3|H<1>,4|C<3>}    N[5](C[5]C[6a]C[5]H)2(H){1|C<4>,2|H<1>,5|C<3>}   1.4738    0.0052    2     1.4738     0.0052    2
474    542     3:4:3:1:    4:4:1:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:S[5]-4:H-1:     Y    C[5](C[6a]C[6a]2)(C[5]O[5]CH)(N[5]S[5]H)(H)    N[5](C[5]C[6a]C[5]H)(S[5]O[5]OO)(H)     C[5](C[6a]C[6a]2)(C[5]O[5]CH)(N[5]S[5]H)(H){2|C<3>,2|H<1>,2|O<1>}    N[5](C[5]C[6a]C[5]H)(S[5]O[5]OO)(H){1|H<1>,3|C<3>}   1.4687    0.0000    1     1.4687     0.0000    1
474    542     3:4:3:1:    4:4:1:    N[5,5]-3:C[5]-4:N[5]-3:H-1:     C[5,5]-4:C[5]-4:H-1:     Y    C[5,5](N[5,5]C[5,6a]C[5])(C[5]C[5,6a]CO)(N[5]C[5]H)(H)    N[5](C[5,5]N[5,5]C[5]H)(C[5]C[5]CC)(H)     C[5,5](N[5,5]C[5,6a]C[5])(C[5]C[5,6a]CO)(N[5]C[5]H)(H){1|O<1>,2|C<3>,2|C<4>}    N[5](C[5,5]N[5,5]C[5]H)(C[5]C[5]CC)(H){1|C<4>,1|O<1>,1|O<2>,2|C<3>}   1.4448    0.0022    2     1.4448     0.0022    2
474    542     3:4:3:1:    4:4:1:    N[5,6]-3:C[5]-4:C[6]-3:H-1:     C[5,5,6,6]-4:C[5,6]-4:H-1:     Y    C[5,6](N[5,6]C[5,5,6,6]H)(C[5]C[5]CH)(C[6]O[6]O)(H)    N[5,6](C[5,5,6,6]C[5,5,6]C[5,6,6]C[5])(C[5,6]C[5]C[6]H)(H)     C[5,6](N[5,6]C[5,5,6,6]H)(C[5]C[5]CH)(C[6]O[6]O)(H){1|H<1>,1|N<3>,2|C<4>}    N[5,6](C[5,5,6,6]C[5,5,6]C[5,6,6]C[5])(C[5,6]C[5]C[6]H)(H){1|N<3>,1|O<1>,1|O<2>,4|C<4>,4|H<1>}   1.4607    0.0000    1     1.4607     0.0000    1
474    542     3:4:3:1:    4:4:2:    N[5,6]-3:C[5]-4:C[6]-3:H-1:     C[5,6]-4:C[6]-4:O[5]-2:     Y    C[5,6](N[5,6]C[6]O[5])(C[5]C[5,5]CH)(C[6]O[6]O)(H)    N[5,6](C[5,6]C[5]C[6]H)(C[6]C[6a]C[6]H)(O[5]C[5,5])     C[5,6](N[5,6]C[6]O[5])(C[5]C[5,5]CH)(C[6]O[6]O)(H){1|C<4>,1|H<1>,3|C<3>}    N[5,6](C[5,6]C[5]C[6]H)(C[6]C[6a]C[6]H)(O[5]C[5,5]){1|C<4>,1|O<1>,1|O<2>,3|H<1>,4|C<3>}   1.4686    0.0000    1     1.4686     0.0000    1
474    542     3:4:3:1:    4:4:3:    C[5,6a]-3:C[6,6]-4:N[5,6]-3:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5,6](C[5,6a]C[5,6a]C[6a])(C[6,6]C[6,6a]C[6]2)(N[5,6]C[5]C[6])(H)    N[5,6](C[5,6]C[5,6a]C[6,6]H)(C[5]C[5,6a]HH)(C[6]C[6]O)     C[5,6](C[5,6a]C[5,6a]C[6a])(C[6,6]C[6,6a]C[6]2)(N[5,6]C[5]C[6])(H){1|O<1>,2|C<4>,4|C<3>,7|H<1>}    N[5,6](C[5,6]C[5,6a]C[6,6]H)(C[5]C[5,6a]HH)(C[6]C[6]O){2|C<4>,2|H<1>,3|C<3>}   1.4764    0.0000    2     1.4764     0.0000    2
474    542     3:4:3:1:    4:4:3:    C[6,6a]-3:C[5,5]-4:N[5,6]-3:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,5]C[5,5]C[5]S)(N[5,6]C[5]C[6])(H)    N[5,6](C[5,6]C[6,6a]C[5,5]H)(C[5]C[5,5]CH)(C[6]C[6]H)     C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,5]C[5,5]C[5]S)(N[5,6]C[5]C[6])(H){1|C<4>,1|O<1>,1|O<2>,4|C<3>,4|H<1>}    N[5,6](C[5,6]C[6,6a]C[5,5]H)(C[5]C[5,5]CH)(C[6]C[6]H){1|C<4>,1|S<3>,2|H<1>,3|C<3>}   1.4636    0.0000    1     1.4636     0.0000    1
474    542     3:4:3:1:    4:4:3:    C[6,6a]-3:C[5,5]-4:N[5,6]-3:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,5]C[5,6a]C[5]2)(N[5,6]C[5]C[6])(H)    N[5,6](C[5,6]C[6,6a]C[5,5]H)(C[5]C[5]CH)(C[6]C[6]H)     C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,5]C[5,6a]C[5]2)(N[5,6]C[5]C[6])(H){1|N<3>,1|O<1>,4|H<1>,7|C<3>}    N[5,6](C[5,6]C[6,6a]C[5,5]H)(C[5]C[5]CH)(C[6]C[6]H){2|H<1>,5|C<3>}   1.4660    0.0000    2     1.4660     0.0000    2
474    542     3:4:3:1:    4:4:3:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:C-3:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CC)(N[5]C[5]C)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(CC[6a]O)     C[5](C[6a]C[6a]2)(C[5]C[5]CC)(N[5]C[5]C)(H){3|C<3>,5|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(CC[6a]O){1|C<4>,2|H<1>,3|C<3>}   1.4733    0.0000    1     1.4733     0.0000    1
474    542     3:4:3:1:    4:4:3:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:C-3:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]C)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(CCO)     C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]C)(H){1|C<4>,2|C<3>,5|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(CCO){1|C<4>,2|C<3>,3|H<1>}   1.4700    0.0032    2     1.4700     0.0032    2
474    542     3:4:3:1:    4:4:3:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:C-3:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]C)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(CC[6a]O)     C[5](C[6a]C[6a]2)(C[5]C[5]CH)(N[5]C[5]C)(H){1|C<4>,3|C<3>,4|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(CC[6a]O){1|C<4>,2|H<1>,3|C<3>}   1.4778    0.0000    1     1.4778     0.0000    1
474    542     3:4:3:1:    4:4:3:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:C-3:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CO)(N[5]C[5]C)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]HH)(COO)     C[5](C[6a]C[6a]2)(C[5]C[5]CO)(N[5]C[5]C)(H){2|C<3>,2|C<4>,4|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]HH)(COO){1|O<1>,2|C<3>,3|C<4>}   1.4642    0.0000    1     1.4621     0.0029    2
474    542     3:4:3:1:    4:4:3:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:C-3:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]CO)(N[5]C[5]C)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]HH)(COO)     C[5](C[6a]C[6a]2)(C[5]C[5]CO)(N[5]C[5]C)(H){2|C<3>,2|C<4>,4|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]HH)(COO){1|O<2>,2|C<3>,3|C<4>}   1.4601    0.0000    1     1.4621     0.0029    2
474    542     3:4:3:1:    4:4:3:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:C-3:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]HH)(N[5]C[5]C)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]HH)(CC[6a]O)     C[5](C[6a]C[6a]2)(C[5]C[5]HH)(N[5]C[5]C)(H){3|C<3>,5|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]HH)(CC[6a]O){2|C<3>,4|H<1>}   1.4803    0.0000    1     1.4803     0.0000    1
474    542     3:4:3:1:    4:4:3:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:C-3:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]HN)(N[5]C[5]C)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(CCO)     C[5](C[6a]C[6a]2)(C[5]C[5]HN)(N[5]C[5]C)(H){4|C<3>,4|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(CCO){1|N<3>,2|H<1>,3|C<3>}   1.4655    0.0000    1     1.4655     0.0000    1
474    542     3:4:3:1:    4:4:3:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:C-3:     Y    C[5](C[6a]C[6a]2)(C[5]O[5]HH)(N[5]C[5]C)(H)    N[5](C[5]C[5a]O[5]C)(C[5]C[6a]C[5]H)(CC[6a]O)     C[5](C[6a]C[6a]2)(C[5]O[5]HH)(N[5]C[5]C)(H){1|C<4>,2|H<1>,3|C<3>}    N[5](C[5]C[5a]O[5]C)(C[5]C[6a]C[5]H)(CC[6a]O){1|N<3>,2|H<1>,3|C<3>}   1.4657    0.0000    1     1.4657     0.0000    1
474    542     3:4:3:1:    4:4:3:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:C-3:     Y    C[5](C[6a]C[6a]2)(C[5]O[5]HH)(N[5]C[5]C)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[6a]O[5]C)(CC[5a]O)     C[5](C[6a]C[6a]2)(C[5]O[5]HH)(N[5]C[5]C)(H){1|C<4>,2|H<1>,3|C<3>}    N[5](C[5]C[6a]C[5]H)(C[5]C[6a]O[5]C)(CC[5a]O){2|H<1>,4|C<3>}   1.4657    0.0036    2     1.4657     0.0036    2
474    542     3:4:3:1:    4:4:3:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:C[5]-3:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]HH)(N[5]C[5]2)(H)    N[5](C[5]C[6a]C[5]H)2(C[5]C[5]N[5])     C[5](C[6a]C[6a]2)(C[5]C[5]HH)(N[5]C[5]2)(H){1|C<4>,1|N<2>,3|C<3>,5|H<1>}    N[5](C[5]C[6a]C[5]H)2(C[5]C[5]N[5]){2|C<4>,4|C<3>,6|H<1>}   1.4629    0.0005    2     1.4629     0.0005    2
474    542     3:4:3:1:    4:4:3:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:C[5]-3:     Y    C[5](C[6a]C[6a]2)(C[5]O[5]HH)(N[5]C[5]2)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]2C)(C[5]O[5]O)     C[5](C[6a]C[6a]2)(C[5]O[5]HH)(N[5]C[5]2)(H){1|O<1>,2|C<4>,2|H<1>,3|C<3>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]2C)(C[5]O[5]O){1|C<4>,1|N<3>,1|O<1>,2|C<3>,4|H<1>}   1.4633    0.0044    2     1.4633     0.0044    2
474    542     3:4:3:1:    4:4:3:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:C[5]-3:     Y    C[5](C[6a]C[6a]2)(C[5]O[5]HH)(N[5]C[5]2)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]O[5]H)(C[5]O[5]O)     C[5](C[6a]C[6a]2)(C[5]O[5]HH)(N[5]C[5]2)(H){1|C<4>,1|O<1>,1|O<2>,2|C<3>,3|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]O[5]H)(C[5]O[5]O){1|Br<1>,2|C<3>,2|C<4>,3|H<1>}   1.4670    0.0000    1     1.4670     0.0000    1
474    542     3:4:3:1:    4:4:3:    N[5,5]-3:C[5]-4:C-3:H-1:     C[5,5,6]-4:C[5]-4:C[5]-3:     Y    C[5](N[5,5]C[5,5,6]C[5])(C[5]C[5]HH)(COO)(H)    N[5,5](C[5,5,6]C[5,6]C[5]C[6])(C[5]C[5]CH)(C[5]O[5]O)     C[5](N[5,5]C[5,5,6]C[5])(C[5]C[5]HH)(COO)(H){1|O<1>,1|O<2>,2|C<4>,2|H<1>}    N[5,5](C[5,5,6]C[5,6]C[5]C[6])(C[5]C[5]CH)(C[5]O[5]O){1|C<4>,1|O<2>,7|H<1>}   1.4570    0.0000    1     1.4570     0.0000    1
474    542     3:4:3:1:    4:4:3:    N[5,5]-3:C[5]-4:C-3:H-1:     C[5,5]-4:C[5]-4:C[5]-3:     Y    C[5](N[5,5]C[5,5]C[5])(C[5]C[5]HH)(COO)(H)    N[5,5](C[5,5]C[5]2H)(C[5]C[5]CH)(C[5]C[5]O)     C[5](N[5,5]C[5,5]C[5])(C[5]C[5]HH)(COO)(H){1|O<1>,1|O<2>,2|C<4>,2|H<1>}    N[5,5](C[5,5]C[5]2H)(C[5]C[5]CH)(C[5]C[5]O){1|N<3>,1|O<2>,6|H<1>}   1.4707    0.0000    1     1.4560     0.0130    3
474    542     3:4:3:1:    4:4:3:    N[5,5]-3:C[5]-4:C-3:H-1:     C[5,5]-4:C[5]-4:C[5]-3:     Y    C[5](N[5,5]C[5,5]C[5])(C[5]C[5]HH)(COO)(H)    N[5,5](C[5,5]C[5]2H)(C[5]C[5]CH)(C[5]C[5]O)     C[5](N[5,5]C[5,5]C[5])(C[5]C[5]HH)(COO)(H){1|O<1>,2|C<4>,3|H<1>}    N[5,5](C[5,5]C[5]2H)(C[5]C[5]CH)(C[5]C[5]O){1|N<3>,7|H<1>}   1.4486    0.0032    2     1.4560     0.0130    3
